comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    4        256       75        1         0         5         10000     10000     1           0           1           2             .007419      NA          .401306           .371582             .388768            .395833              2898          2467
0.01          3                  1                  0    4        256       75        1         0         5         10000     10000     1           1           1           2             .094641      .305124     .263872           .313088             .323310            .630833              5178          1354
0.02          3                  1                  0    4        256       75        1         1         5         10000     10000     1           0           1           2             .006125      NA          .369882           .337261             .348624            .355416              2826          2531
0.03          3                  1                  0    4        256       75        1         1         5         10000     10000     1           1           1           2             .082738      .302890     .236854           .280227             .296465            .576666              5180          1342
0.01          3                  1                  0    4        256       175       1         0         5         10000     10000     1           0           1           2             .009473      NA          .436631           .396304             .408119            .419583              3183          2542
0.02          3                  1                  0    4        256       175       1         0         5         10000     10000     1           1           1           2             .186369      .417901     .229913           .302836             .316781            .732916              5618          1150
0.01          3                  1                  0    4        256       175       1         1         5         10000     10000     1           0           1           2             .006836      NA          .354852           .330978             .344572            .350833              2924          2464
0.02          3                  1                  0    4        256       175       1         1         5         10000     10000     1           1           1           2             .109385      .315494     .215361           .272473             .283005            .594583              5171          1247
0.02          3                  1                  0    4        256       275       1         0         5         10000     10000     1           0           1           2             .008181      NA          .449988           .411272             .425688            .434583              3012          2518
0.02          3                  1                  0    4        256       275       1         0         5         10000     10000     1           1           1           2             .144791      .361400     .260775           .331340             .346396            .706666              5209          1243
0.02          3                  1                  0    4        256       275       1         1         5         10000     10000     1           0           1           2             .006536      NA          .364175           .334151             .347227            .354583              2962          2500
0.01          3                  1                  0    4        256       275       1         1         5         10000     10000     1           1           1           2             .108352      .306850     .217532           .272906             .286128            .583333              5186          1266
