comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.01;3;1;0;1;512;2;1;0;2;0;0;1000000;0;1;.000002;NA;.023853;.022982;.022981;.025000;248;569
0.02;3;1;0;1;512;2;1;0;2;0;500;1000000;0;1;.000527;NA;.033089;.019836;.019836;.025000;250;836
0.02;3;1;0;1;512;2;1;0;2;0;5000;1000000;0;1;.000513;NA;.028767;.018489;.018488;.021666;248;810
0.01;3;1;0;1;512;2;1;0;2;0;50000;1000000;0;1;.000499;NA;.025651;.016627;.016626;.020000;248;760
0.01;3;1;0;1;512;2;1;0;2;500;0;1000000;0;1;.000466;NA;.031092;.023117;.023117;.026666;250;734
0.02;3;1;0;1;512;2;1;0;2;500;500;1000000;0;1;.000837;NA;.035511;.019800;.019799;.023333;249;927
0.02;3;1;0;1;512;2;1;0;2;500;5000;1000000;0;1;.000848;NA;.031422;.018398;.018397;.021666;249;877
0.01;3;1;0;1;512;2;1;0;2;500;50000;1000000;0;1;.000875;NA;.030293;.017378;.017378;.021666;248;891
0.01;3;1;0;1;512;2;1;0;2;5000;0;1000000;0;1;.000467;NA;.026591;.022199;.022199;.026666;248;621
0.02;3;1;0;1;512;2;1;0;2;5000;500;1000000;0;1;.000819;NA;.036273;.019468;.019468;.025000;250;893
0.01;3;1;0;1;512;2;1;0;2;5000;5000;1000000;0;1;.000758;NA;.028624;.017837;.017837;.021666;249;829
0.02;3;1;0;1;512;2;1;0;2;5000;50000;1000000;0;1;.000821;NA;.028838;.016381;.016381;.020000;248;891
0.02;3;1;0;1;512;2;1;0;2;50000;0;1000000;0;1;.000485;NA;.029370;.023379;.023379;.026666;248;671
0.02;3;1;0;1;512;2;1;0;2;50000;500;1000000;0;1;.000844;NA;.035178;.019305;.019305;.023333;250;947
0.02;3;1;0;1;512;2;1;0;2;50000;5000;1000000;0;1;.000783;NA;.030401;.017469;.017469;.021666;248;879
0.02;3;1;0;1;512;2;1;0;2;50000;50000;1000000;0;1;.000787;NA;.027384;.015228;.015227;.018333;248;912
0.02;3;1;0;1;512;2;1;0;3;0;0;1000000;0;1;.000199;NA;.024094;.033004;.033004;.038333;308;381
0.02;3;1;0;1;512;2;1;0;3;0;500;1000000;0;1;.000280;NA;.032887;.030751;.030751;.035000;309;594
0.02;3;1;0;1;512;2;1;0;3;0;5000;1000000;0;1;.000295;NA;.027789;.028776;.028776;.033333;309;512
0.02;3;1;0;1;512;2;1;0;3;0;50000;1000000;0;1;.000275;NA;.023129;.025265;.025265;.028333;309;501
0.01;3;1;0;1;512;2;1;0;3;500;0;1000000;0;1;.000277;NA;.030355;.036235;.036235;.046666;310;407
0.02;3;1;0;1;512;2;1;0;3;500;500;1000000;0;1;.000349;NA;.030296;.018359;.018359;.021666;310;848
0.02;3;1;0;1;512;2;1;0;3;500;5000;1000000;0;1;.000386;NA;.027501;.017937;.017937;.023333;310;753
0.01;3;1;0;1;512;2;1;0;3;500;50000;1000000;0;1;.000305;NA;.026741;.017297;.017297;.021666;310;784
0.01;3;1;0;1;512;2;1;0;3;5000;0;1000000;0;1;.000307;NA;.026626;.032220;.032220;.038333;310;430
0.02;3;1;0;1;512;2;1;0;3;5000;500;1000000;0;1;.000353;NA;.034483;.018922;.018922;.023333;311;926
0.02;3;1;0;1;512;2;1;0;3;5000;5000;1000000;0;1;.000305;NA;.031238;.018157;.018157;.021666;311;875
0.02;3;1;0;1;512;2;1;0;3;5000;50000;1000000;0;1;.000257;NA;.027702;.017244;.017244;.020000;310;824
0.02;3;1;0;1;512;2;1;0;3;50000;0;1000000;0;1;.000247;NA;.027303;.028789;.028789;.036666;309;461
0.02;3;1;0;1;512;2;1;0;3;50000;500;1000000;0;1;.000414;NA;.034367;.020998;.020998;.025000;309;844
0.01;3;1;0;1;512;2;1;0;3;50000;5000;1000000;0;1;.000325;NA;.029650;.018721;.018721;.023333;309;793
0.02;3;1;0;1;512;2;1;0;3;50000;50000;1000000;0;1;.000334;NA;.025933;.016155;.016155;.020000;309;788
0.01;3;1;0;1;512;2;1;0;5;0;0;1000000;0;1;.000177;NA;.023232;.032941;.032941;.041666;247;348
0.02;3;1;0;1;512;2;1;0;5;0;500;1000000;0;1;.000304;NA;.032421;.030207;.030207;.033333;248;601
0.02;3;1;0;1;512;2;1;0;5;0;5000;1000000;0;1;.000303;NA;.025259;.027258;.027258;.031666;248;491
0.01;3;1;0;1;512;2;1;0;5;0;50000;1000000;0;1;.000231;NA;.025080;.026224;.026224;.030000;248;516
0.02;3;1;0;1;512;2;1;0;5;500;0;1000000;0;1;.000234;NA;.029363;.037617;.037617;.045000;249;412
0.01;3;1;0;1;512;2;1;0;5;500;500;1000000;0;1;.000321;NA;.031896;.017884;.017884;.023333;249;864
0.02;3;1;0;1;512;2;1;0;5;500;5000;1000000;0;1;.000432;NA;.031410;.018518;.018517;.023333;249;852
0.02;3;1;0;1;512;2;1;0;5;500;50000;1000000;0;1;.000347;NA;.029037;.017421;.017421;.021666;249;855
0.02;3;1;0;1;512;2;1;0;5;5000;0;1000000;0;1;.000270;NA;.026706;.033316;.033316;.043333;249;394
0.02;3;1;0;1;512;2;1;0;5;5000;500;1000000;0;1;.000414;NA;.036868;.020228;.020228;.025000;250;948
0.02;3;1;0;1;512;2;1;0;5;5000;5000;1000000;0;1;.000333;NA;.030299;.017927;.017927;.021666;251;873
0.02;3;1;0;1;512;2;1;0;5;5000;50000;1000000;0;1;.000345;NA;.029178;.017771;.017771;.021666;249;842
0.02;3;1;0;1;512;2;1;0;5;50000;0;1000000;0;1;.000220;NA;.026967;.030509;.030509;.038333;248;435
0.01;3;1;0;1;512;2;1;0;5;50000;500;1000000;0;1;.000332;NA;.034484;.019792;.019792;.023333;248;919
0.01;3;1;0;1;512;2;1;0;5;50000;5000;1000000;0;1;.000324;NA;.028059;.018111;.018111;.021666;248;819
0.02;3;1;0;1;512;2;1;0;5;50000;50000;1000000;0;1;.000307;NA;.025686;.017100;.017100;.020000;248;820
0.02;3;1;0;5;512;2;1;0;2;0;0;1000000;0;1;.000002;NA;.007378;.013354;.013354;.014666;247;1501
0.02;3;1;0;5;512;2;1;0;2;0;500;1000000;0;1;.000130;NA;.009276;.010195;.010195;.012000;248;2394
0.02;3;1;0;5;512;2;1;0;2;0;5000;1000000;0;1;.000132;NA;.008977;.010643;.010643;.012000;248;2345
0.02;3;1;0;5;512;2;1;0;2;0;50000;1000000;0;1;.000128;NA;.009213;.010692;.010692;.012000;248;2342
0.01;3;1;0;5;512;2;1;0;2;500;0;1000000;0;1;.000135;NA;.008668;.012661;.012661;.014666;247;1866
0.02;3;1;0;5;512;2;1;0;2;500;500;1000000;0;1;.000231;NA;.010728;.009995;.009995;.012666;248;2739
0.02;3;1;0;5;512;2;1;0;2;500;5000;1000000;0;1;.000246;NA;.010401;.009633;.009633;.012000;248;2784
0.01;3;1;0;5;512;2;1;0;2;500;50000;1000000;0;1;.000234;NA;.010800;.010366;.010366;.012333;247;2896
0.02;3;1;0;5;512;2;1;0;2;5000;0;1000000;0;1;.000124;NA;.008259;.012855;.012855;.015333;247;1721
0.01;3;1;0;5;512;2;1;0;2;5000;500;1000000;0;1;.000235;NA;.010521;.009856;.009856;.012333;248;2789
0.02;3;1;0;5;512;2;1;0;2;5000;5000;1000000;0;1;.000214;NA;.010017;.009678;.009678;.012666;248;2601
0.02;3;1;0;5;512;2;1;0;2;5000;50000;1000000;0;1;.000230;NA;.010296;.010225;.010225;.012666;248;2660
0.02;3;1;0;5;512;2;1;0;2;50000;0;1000000;0;1;.000130;NA;.007875;.012806;.012806;.014666;247;1699
0.02;3;1;0;5;512;2;1;0;2;50000;500;1000000;0;1;.000233;NA;.010353;.009898;.009898;.012000;248;2787
0.02;3;1;0;5;512;2;1;0;2;50000;5000;1000000;0;1;.000234;NA;.009999;.009848;.009848;.012333;249;2641
0.02;3;1;0;5;512;2;1;0;2;50000;50000;1000000;0;1;.000212;NA;.009904;.010196;.010196;.012333;247;2544
0.02;3;1;0;5;512;2;1;0;3;0;0;1000000;0;1;.000050;NA;.006026;.012590;.012590;.015333;308;1196
0.02;3;1;0;5;512;2;1;0;3;0;500;1000000;0;1;.000084;NA;.007660;.010747;.010747;.013666;308;1749
0.02;3;1;0;5;512;2;1;0;3;0;5000;1000000;0;1;.000070;NA;.007002;.010630;.010630;.014000;309;1558
0.02;3;1;0;5;512;2;1;0;3;0;50000;1000000;0;1;.000065;NA;.006884;.010560;.010560;.014000;308;1507
0.01;3;1;0;5;512;2;1;0;3;500;0;1000000;0;1;.000075;NA;.007203;.011972;.011972;.015333;309;1478
0.02;3;1;0;5;512;2;1;0;3;500;500;1000000;0;1;.000101;NA;.009268;.009460;.009460;.012000;309;2440
0.02;3;1;0;5;512;2;1;0;3;500;5000;1000000;0;1;.000102;NA;.008996;.009594;.009594;.012333;310;2355
0.02;3;1;0;5;512;2;1;0;3;500;50000;1000000;0;1;.000103;NA;.008806;.009949;.009949;.012666;309;2235
0.02;3;1;0;5;512;2;1;0;3;5000;0;1000000;0;1;.000071;NA;.007034;.011754;.011754;.015333;309;1449
0.02;3;1;0;5;512;2;1;0;3;5000;500;1000000;0;1;.000107;NA;.009059;.009854;.009854;.012666;310;2331
0.02;3;1;0;5;512;2;1;0;3;5000;5000;1000000;0;1;.000105;NA;.008499;.009607;.009607;.012666;310;2182
