comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
3.22;293;1;0;1;1;58;1;0;2;10000;10000;10;1;0;0;16;.029669;NA;.532714;26.154522;26.154517;26.180000;4;2
3.21;291;1;0;1;1;58;1;0;2;10000;10000;10;1;0;0;16;.033682;NA;.575740;26.150807;26.150800;26.190000;4;2
3.28;291;1;0;1;1;58;1;0;2;10000;10000;10;1;0;0;16;.036592;NA;.584580;26.127669;26.127665;26.160000;4;2
3.07;292;1;0;1;1;58;1;0;2;10000;10000;10;1;0;0;16;.043139;NA;.573893;26.132179;26.132174;26.170000;4;2
3.27;291;1;0;1;1;58;1;0;2;10000;10000;10;1;0;0;16;.034545;NA;.586441;26.133406;26.133401;26.170000;4;2
3.17;292;1;0;1;1;58;1;0;2;10000;10000;20;1;0;0;16;.074218;NA;.478108;42.494773;42.494769;42.570000;4;1
3.32;292;1;0;1;1;58;1;0;2;10000;10000;20;1;0;0;16;.062163;NA;.576311;51.679504;51.679499;51.740000;4;1
3.02;291;1;0;1;1;58;1;0;2;10000;10000;20;1;0;0;16;.061992;NA;.573117;51.718793;51.718788;51.780000;4;1
3.12;291;1;0;1;1;58;1;0;2;10000;10000;20;1;0;0;16;.060227;NA;.481204;50.014176;50.014172;50.070000;4;0
3.19;291;1;0;1;1;58;1;0;2;10000;10000;20;1;0;0;16;.061979;NA;.547470;51.723011;51.723006;51.790000;4;1
3.18;292;1;0;1;1;58;1;0;2;10000;10000;30;1;0;0;16;.093514;NA;.536339;77.300241;77.300236;77.390000;4;0
3.20;292;1;0;1;1;58;1;0;2;10000;10000;30;1;0;0;16;.088558;NA;.577793;77.286363;77.286358;77.380000;4;0
3.22;293;1;0;1;1;58;1;0;2;10000;10000;30;1;0;0;16;.097226;NA;.553827;74.157765;74.157760;74.250000;4;0
3.26;291;1;0;1;1;58;1;0;2;10000;10000;30;1;0;0;16;.092491;NA;.576539;77.318404;77.318399;77.410000;4;0
3.23;292;1;0;1;1;58;1;0;2;10000;10000;30;1;0;0;16;.090447;NA;.587919;77.292543;77.292538;77.380000;4;0
3.03;291;1;0;1;1;58;1;0;2;10000;10000;40;1;0;0;16;.125072;NA;.512043;102.924117;102.924112;103.050000;4;0
3.19;291;1;0;1;1;58;1;0;2;10000;10000;40;1;0;0;16;.130290;NA;.550000;102.908712;102.908707;103.040000;4;0
3.22;293;1;0;1;1;58;1;0;2;10000;10000;40;1;0;0;16;.124027;NA;.576771;102.881516;102.881508;103.000000;4;0
3.07;293;1;0;1;1;58;1;0;2;10000;10000;40;1;0;0;16;.122772;NA;.575309;102.913088;102.913082;103.040000;4;0
3.15;291;1;0;1;1;58;1;0;2;10000;10000;40;1;0;0;16;.122810;NA;.558316;102.910912;102.910908;103.030000;4;0
3.21;293;1;0;1;1;58;1;0;2;10000;10000;50;1;0;0;16;.153585;NA;.579590;128.536089;128.536080;128.690000;9;0
3.06;292;1;0;1;1;58;1;0;2;10000;10000;50;1;0;0;16;.149384;NA;.574520;128.564846;128.564839;128.710000;4;0
