comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;1;256;75;1;0;12;10000;10000;1;0;3;2;.009788;NA;.532300;.509861;.523471;.534166;4281;2426
0.02;3;1;0;1;256;75;1;0;12;10000;10000;1;1;3;2;.347969;.340137;.364780;.444193;.472632;.804583;5455;1374
0.02;3;1;0;1;256;75;1;1;12;10000;10000;1;0;3;2;.011706;NA;.490484;.470168;.482399;.491666;4178;2427
0.01;3;1;0;1;256;75;1;1;12;10000;10000;1;1;3;2;.317415;.312636;.338087;.411408;.427288;.745416;5187;1370
0.01;3;1;0;1;256;175;1;0;12;10000;10000;1;0;3;2;.012255;NA;.610018;.568044;.584412;.597500;4642;2491
0.01;3;1;0;1;256;175;1;0;12;10000;10000;1;1;3;2;.483027;.473156;.378008;.471456;.487639;.967500;8248;1273
0.01;3;1;0;1;256;175;1;1;12;10000;10000;1;0;3;2;.009378;NA;.487480;.469049;.487820;.498333;4288;2382
0.01;3;1;0;1;256;175;1;1;12;10000;10000;1;1;3;2;.359114;.351017;.321897;.400174;.409298;.769166;5982;1311
0.01;3;1;0;1;256;275;1;0;12;10000;10000;1;0;3;2;.011171;NA;.612705;.573967;.594776;.607083;4425;2457
0.03;3;1;0;1;256;275;1;0;12;10000;10000;1;1;3;2;.419214;.406389;.404602;.489139;.501875;.917916;6722;1363
0.03;3;1;0;1;256;275;1;1;12;10000;10000;1;0;3;2;.008328;NA;.490967;.474454;.485883;.495000;4247;2413
0.02;3;1;0;1;256;275;1;1;12;10000;10000;1;1;3;2;.343853;.336647;.330239;.407153;.417215;.761250;5766;1343
0.01;3;1;0;1;256;76;1;0;12;10000;10000;1;0;3;2;.014736;NA;.853919;.824222;.838005;.853333;6655;2435
0.02;3;1;0;1;256;76;1;0;12;10000;10000;1;1;3;2;.565950;.561679;.594821;.724513;.744922;1.306250;8584;1377
0.02;3;1;0;1;256;76;1;1;12;10000;10000;1;0;3;2;.011828;NA;.775422;.754416;.773327;.787083;6554;2393
0.02;3;1;0;1;256;76;1;1;12;10000;10000;1;1;3;2;.518530;.509172;.541569;.665770;.685860;1.200000;8133;1368
0.02;3;1;0;1;256;176;1;0;12;10000;10000;1;0;3;2;.021457;NA;.982418;.916316;.941364;.962916;7094;2488
0.02;3;1;0;1;256;176;1;0;12;10000;10000;1;1;3;2;.786205;.768821;.611143;.767088;.788473;1.562916;13177;1278
0.02;3;1;0;1;256;176;1;1;12;10000;10000;1;0;3;2;.014194;NA;.777665;.759363;.783132;.796250;6639;2376
0.02;3;1;0;1;256;176;1;1;12;10000;10000;1;1;3;2;.577754;.566164;.515170;.653604;.672253;1.244583;9454;1304
0.02;3;1;0;1;256;276;1;0;12;10000;10000;1;0;3;2;.017039;NA;.984750;.925176;.946763;.965000;7007;2481
0.01;3;1;0;1;256;276;1;0;12;10000;10000;1;1;3;2;.683061;.668401;.650728;.793373;.814386;1.497083;10652;1343
0.03;3;1;0;1;256;276;1;1;12;10000;10000;1;0;3;2;.012769;NA;.783628;.764722;.781090;.795000;6755;2396
0.03;3;1;0;1;256;276;1;1;12;10000;10000;1;1;3;2;.565116;.547793;.516654;.659802;.675818;1.229583;9162;1313
0.01;3;1;0;1;256;77;1;0;12;10000;10000;1;0;3;2;.021488;NA;1.350351;1.319378;1.350543;1.374583;9712;2386
0.02;3;1;0;1;256;77;1;0;12;10000;10000;1;1;3;2;.929912;.915772;.948570;1.180382;1.216669;2.151250;12816;1343
0.01;3;1;0;1;256;77;1;1;12;10000;10000;1;0;3;2;.016853;NA;1.234374;1.209721;1.232076;1.251666;9583;2395
0.01;3;1;0;1;256;77;1;1;12;10000;10000;1;1;3;2;.908197;.847478;.872394;1.088487;1.126112;1.998333;12133;1321
0.01;3;1;0;1;256;177;1;0;12;10000;10000;1;0;3;2;.028684;NA;1.535745;1.445750;1.497564;1.528333;10545;2450
0.01;3;1;0;1;256;177;1;0;12;10000;10000;1;1;3;2;1.249125;1.237211;.957989;1.238522;1.260094;2.515416;19899;1246
0.02;3;1;0;1;256;177;1;1;12;10000;10000;1;0;3;2;.019593;NA;1.240080;1.212668;1.233352;1.253750;9839;2404
0.03;3;1;0;1;256;177;1;1;12;10000;10000;1;1;3;2;.946861;.931302;.847476;1.078623;1.100334;2.038333;14207;1301
0.02;3;1;0;1;256;277;1;0;12;10000;10000;1;0;3;2;.025035;NA;1.537899;1.460926;1.504467;1.530000;10039;2445
0.03;3;1;0;1;256;277;1;0;12;10000;10000;1;1;3;2;1.118327;1.091126;1.031386;1.275913;1.307766;2.412916;15973;1334
0.02;3;1;0;1;256;277;1;1;12;10000;10000;1;0;3;2;.017039;NA;1.243273;1.221912;1.246788;1.265416;9895;2386
0.01;3;1;0;1;256;277;1;1;12;10000;10000;1;1;3;2;.925252;.907801;.862440;1.082013;1.092997;2.016250;13708;1324
0.02;3;1;0;1;256;78;1;0;12;10000;10000;1;0;3;2;.028798;NA;1.903916;1.871785;1.917088;1.948333;13692;2373
0.02;3;1;0;1;256;78;1;0;12;10000;10000;1;1;3;2;1.324503;1.310183;1.312586;1.697535;1.728332;3.060416;18051;1316
0.02;3;1;0;1;256;78;1;1;12;10000;10000;1;0;3;2;.023971;NA;1.744477;1.729412;1.755623;1.783333;13520;2373
0.01;3;1;0;1;256;78;1;1;12;10000;10000;1;1;3;2;1.224822;1.201556;1.239506;1.570838;1.611510;2.806250;17141;1344
0.01;3;1;0;1;256;178;1;0;12;10000;10000;1;0;3;2;.040212;NA;2.185893;2.069778;2.113964;2.154583;15048;2471
0.02;3;1;0;1;256;178;1;0;12;10000;10000;1;1;3;2;1.803898;1.779422;1.406952;1.800676;1.820021;3.640000;28204;1257
0.02;3;1;0;1;256;178;1;1;12;10000;10000;1;0;3;2;.028176;NA;1.771676;1.732330;1.766709;1.796250;13921;2398
0.02;3;1;0;1;256;178;1;1;12;10000;10000;1;1;3;2;1.356912;1.359799;1.217117;1.542647;1.572903;2.939583;20068;1295
0.01;3;1;0;1;256;278;1;0;12;10000;10000;1;0;3;2;.034545;NA;2.189591;2.094249;2.130778;2.167500;14489;2458
0.02;3;1;0;1;256;278;1;0;12;10000;10000;1;1;3;2;1.581002;1.575028;1.474504;1.835720;1.874071;3.437500;22567;1336
0.03;3;1;0;1;256;278;1;1;12;10000;10000;1;0;3;2;.023677;NA;1.769075;1.732628;1.766419;1.792916;13925;2395
0.01;3;1;0;1;256;278;1;1;12;10000;10000;1;1;3;2;1.314112;1.361226;1.219281;1.542352;1.588449;2.907083;19319;1306
0.02;3;1;0;1;256;79;1;0;12;10000;10000;1;0;3;2;.012986;NA;1.685265;1.750602;1.775758;1.789166;10919;2272
0.01;3;1;0;1;256;79;1;0;12;10000;10000;1;1;3;2;1.144679;1.103702;1.211874;1.560131;1.610415;2.717500;13616;1330
0.02;3;1;0;1;256;79;1;1;12;10000;10000;1;0;3;2;.009923;NA;1.578023;1.658604;1.688081;1.698333;10818;2240
0.03;3;1;0;1;256;79;1;1;12;10000;10000;1;1;3;2;1.068801;1.039940;1.169613;1.522033;1.563677;2.577083;13671;1343
0.02;3;1;0;1;256;179;1;0;12;10000;10000;1;0;3;2;.023448;NA;1.838220;1.865070;1.885968;1.909583;11603;2331
0.02;3;1;0;1;256;179;1;0;12;10000;10000;1;1;3;2;1.423125;1.411497;1.239085;1.643531;1.669347;3.093750;17671;1255
0.02;3;1;0;1;256;179;1;1;12;10000;10000;1;0;3;2;.010875;NA;1.575977;1.637784;1.659254;1.670416;11001;2277
0.01;3;1;0;1;256;179;1;1;12;10000;10000;1;1;3;2;1.133476;1.131866;1.113893;1.474897;1.508735;2.630000;13650;1287
0.02;3;1;0;1;256;279;1;0;12;10000;10000;1;0;3;2;.015568;NA;1.816954;1.855304;1.893629;1.909583;11331;2297
0.01;3;1;0;1;256;279;1;0;12;10000;10000;1;1;3;2;1.259745;1.265348;1.310832;1.684834;1.736273;2.982500;14353;1324
0.01;3;1;0;1;256;279;1;1;12;10000;10000;1;0;3;2;.010529;NA;1.594837;1.659880;1.684162;1.695833;11111;2269
0.02;3;1;0;1;256;279;1;1;12;10000;10000;1;1;3;2;1.113811;1.109322;1.135703;1.508975;1.550334;2.638333;13675;1298
0.01;3;1;0;1;256;83;1;0;12;10000;10000;1;0;3;2;.004406;NA;.211685;.258550;.268176;.272500;1323;1892
0.02;3;1;0;1;256;83;1;0;12;10000;10000;1;1;3;2;.146372;.144671;.160194;.246898;.253644;.399166;1555;1200
