comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            10          0           1           2             .000463      NA          .000059           .000084             .000101            .000833              3             442
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            100         0           1           2             .000480      NA          .000062           .000101             .000186            .000833              4             404
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            1000        0           1           2             .000485      NA          .000076           .000342             .002214            .002916              4             135
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            10000       0           1           2             .000250      NA          .000246           .000331             .000395            .000833              6             895
0.03          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            100000      0           1           2             .000297      NA          .001574           .002022             .002472            .002916              31            1363
0.03          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            1000000     0           1           2             .000844      NA          .015039           .016496             .018131            .019166              228           1936
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            10          0           1           2             .000459      NA          .000058           .000236             .000318            .000833              6             348
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            100         0           1           2             .000680      NA          .000058           .000123             .000197            .000833              3             329
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            1000        0           1           2             .000477      NA          .000074           .000452             .004014            .004583              4             82
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            10000       0           1           2             .000459      NA          .000228           .000430             .000497            .001250              6             620
0.03          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            100000      0           1           2             .000332      NA          .001675           .002241             .002816            .003333              30            1281
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            1000000     0           1           2             .001241      NA          .014984           .016449             .018001            .019166              215           1921
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            10          0           1           2             .000705      NA          .000058           .000127             .000203            .000833              3             307
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            100         0           1           2             .000455      NA          .000051           .000185             .000272            .000833              3             377
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            1000        0           1           2             .000246      NA          .000077           .000689             .005667            .005833              4             66
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            10000       0           1           2             .000682      NA          .000281           .000357             .000539            .001250              6             671
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            100000      0           1           2             .000703      NA          .001740           .002050             .002582            .003333              30            1284
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            1000000     0           1           2             .001075      NA          .014681           .016421             .020026            .020833              251           1729
0.03          3                  1                  0    4        256       404       1         0         5         10000     10000     10000            10          0           1           2             .000674      NA          .000057           .000303             .000385            .000833              3             338
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     10000            100         0           1           2             .000243      NA          .000063           .000134             .000178            .000416              4             529
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     10000            1000        0           1           2             .000464      NA          .000093           .001057             .005543            .006250              4             69
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     10000            10000       0           1           2             .000457      NA          .000252           .000382             .000506            .000833              6             755
0.03          3                  1                  0    4        256       404       1         0         5         10000     10000     10000            100000      0           1           2             .000513      NA          .001811           .003286             .003693            .004166              30            1057
