comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.32;262;1;0;24;256;2;1;0;11;10000;10000;8000;1000000;0;0;2;.000774;NA;.013457;.022213;.027980;.028750;91;1162
2.32;261;1;0;24;256;2;1;0;11;10000;10000;8000;1000000;0;0;2;.001294;NA;.013369;.021564;.027559;.028333;100;1173
2.32;261;1;0;24;256;2;1;0;11;10000;10000;8000;1000000;0;0;2;.001402;NA;.013718;.022537;.027810;.029166;91;1172
2.21;260;1;0;24;256;2;1;0;11;10000;10000;8000;1000000;0;0;2;.000747;NA;.014018;.021910;.028142;.028750;91;1204
2.40;261;1;0;24;256;2;1;0;11;10000;10000;6000;1000000;0;0;2;.001166;NA;.013817;.022372;.028872;.030000;91;1148
2.46;261;1;0;24;256;2;1;0;11;10000;10000;6000;1000000;0;0;2;.000751;NA;.013612;.022162;.027997;.028750;91;1176
2.22;260;1;0;24;256;2;1;0;11;10000;10000;6000;1000000;0;0;2;.000770;NA;.013674;.022186;.027767;.028750;98;1189
2.14;261;1;0;24;256;2;1;0;11;10000;10000;6000;1000000;0;0;2;.001184;NA;.012719;.019883;.026900;.027916;96;1129
2.33;261;1;0;24;256;2;1;0;11;10000;10000;4000;1000000;0;0;2;.000770;NA;.013563;.021778;.027908;.028750;92;1176
2.30;261;1;0;24;256;2;1;0;11;10000;10000;4000;1000000;0;0;2;.000800;NA;.014241;.022814;.028863;.029583;92;1192
2.30;262;1;0;24;256;2;1;0;11;10000;10000;4000;1000000;0;0;2;.000767;NA;.013253;.021991;.029647;.030416;92;1086
2.14;262;1;0;24;256;2;1;0;11;10000;10000;4000;1000000;0;0;2;.000723;NA;.013659;.022171;.028968;.029583;92;1146
2.11;261;1;0;24;256;2;1;0;11;10000;10000;2000;1000000;0;0;2;.001201;NA;.012703;.021298;.028619;.030000;93;1058
2.32;261;1;0;24;256;2;1;0;11;10000;10000;2000;1000000;0;0;2;.000778;NA;.013221;.022002;.028389;.029166;101;1126
2.33;260;1;0;24;256;2;1;0;11;10000;10000;2000;1000000;0;0;2;.000775;NA;.013466;.020812;.027313;.028333;92;1190
2.14;264;1;0;24;256;2;1;0;11;10000;10000;2000;1000000;0;0;2;.000774;NA;.013244;.021150;.029254;.030000;104;1095
2.18;261;1;0;24;256;2;1;0;11;10000;10000;1000;1000000;0;0;2;.000766;NA;.013651;.021139;.028340;.029166;101;1165
2.36;261;1;0;24;256;2;1;0;11;10000;10000;1000;1000000;0;0;2;.000781;NA;.013410;.021536;.028935;.029583;96;1127
2.01;261;1;0;24;256;2;1;0;11;10000;10000;1000;1000000;0;0;2;.000992;NA;.013468;.021715;.028048;.029166;93;1153
2.21;261;1;0;24;256;2;1;0;11;10000;10000;1000;1000000;0;0;2;.000791;NA;.013856;.021884;.028178;.028750;92;1194
2.49;260;1;0;24;256;2;1;0;12;10000;10000;8000;1000000;0;0;2;.001238;NA;.014913;.033071;.035830;.037083;83;986
2.14;262;1;0;24;256;2;1;0;12;10000;10000;8000;1000000;0;0;2;.000607;NA;.015208;.033566;.034973;.035833;79;1041
2.29;261;1;0;24;256;2;1;0;12;10000;10000;8000;1000000;0;0;2;.000691;NA;.015942;.032924;.035307;.035833;88;1085
2.18;261;1;0;24;256;2;1;0;12;10000;10000;8000;1000000;0;0;2;.000485;NA;.015368;.033935;.035688;.036250;95;1036
2.18;262;1;0;24;256;2;1;0;12;10000;10000;6000;1000000;0;0;2;.001270;NA;.016172;.044745;.046621;.047916;89;823
2.34;260;1;0;24;256;2;1;0;12;10000;10000;6000;1000000;0;0;2;.000690;NA;.016620;.042576;.047153;.047916;100;846
2.33;262;1;0;24;256;2;1;0;12;10000;10000;6000;1000000;0;0;2;.000816;NA;.015823;.043601;.045579;.046250;89;834
2.17;260;1;0;24;256;2;1;0;12;10000;10000;6000;1000000;0;0;2;.001245;NA;.016129;.043671;.045772;.046666;90;838
2.26;261;1;0;24;256;2;1;0;12;10000;10000;4000;1000000;0;0;2;.000613;NA;.017489;.062908;.066957;.067500;90;632
2.17;261;1;0;24;256;2;1;0;12;10000;10000;4000;1000000;0;0;2;.000784;NA;.017321;.063012;.067034;.067916;90;625
2.27;261;1;0;24;256;2;1;0;12;10000;10000;4000;1000000;0;0;2;.000502;NA;.016632;.061504;.067242;.067916;90;600
2.19;261;1;0;24;256;2;1;0;12;10000;10000;4000;1000000;0;0;2;.000524;NA;.017335;.061871;.068318;.068750;96;614
2.28;261;1;0;24;256;2;1;0;12;10000;10000;2000;1000000;0;0;2;.001105;NA;.018900;.120121;.131938;.132916;89;347
2.35;261;1;0;24;256;2;1;0;12;10000;10000;2000;1000000;0;0;2;.000635;NA;.018871;.115882;.131457;.132083;89;349
2.23;261;1;0;24;256;2;1;0;12;10000;10000;2000;1000000;0;0;2;.000684;NA;.018758;.118215;.131484;.132500;87;346
2.31;261;1;0;24;256;2;1;0;12;10000;10000;2000;1000000;0;0;2;.000786;NA;.018885;.117814;.131466;.132083;89;349
2.37;261;1;0;24;256;2;1;0;12;10000;10000;1000;1000000;0;0;2;.001205;NA;.021374;.252620;.260276;.261250;92;199
2.29;261;1;0;24;256;2;1;0;12;10000;10000;1000;1000000;0;0;2;.001110;NA;.021026;.251731;.260429;.261666;94;196
2.17;261;1;0;24;256;2;1;0;12;10000;10000;1000;1000000;0;0;2;.000697;NA;.021712;.256754;.260494;.261250;87;202
2.33;260;1;0;24;256;2;1;0;12;10000;10000;1000;1000000;0;0;2;.000465;NA;.021771;.258578;.261300;.261666;84;202
