comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.38;229;1;0;1;256;2;1;0;2;0;0;1000000;0;0;0.000017;NA;0.047439;0.065975;0.065973;0.07;125;71
0.02;3;1;0;1;256;2;1;0;2;0;0;1000000;0;1;.000002;NA;.011705;.013590;.013589;.016666;125;444
0.02;3;1;0;1;256;2;1;0;2;0;0;1000000;0;2;0;NA;.003480;.005502;.005502;.006666;129;980
1.37;229;1;0;1;256;2;1;0;2;0;1;1000000;0;0;0.028505;NA;1.881679;0.817608;0.817606;0.87;385;220
0.02;3;1;0;1;256;2;1;0;2;0;1;1000000;0;1;.004547;NA;.269441;.133123;.133123;.160000;385;1037
0.02;3;1;0;1;256;2;1;0;2;0;1;1000000;0;2;.002029;NA;.096628;.048440;.048440;.058888;386;3053
1.40;230;1;0;1;256;2;1;0;2;0;10;1000000;0;0;0.005759;NA;0.403187;0.175990;0.175988;0.19;151;215
0.02;3;1;0;1;256;2;1;0;2;0;10;1000000;0;1;.000764;NA;.056628;.026189;.026189;.030000;151;1121
0.02;3;1;0;1;256;2;1;0;2;0;10;1000000;0;2;.000394;NA;.017399;.008294;.008294;.011111;152;2925
1.34;229;1;0;1;256;2;1;0;2;0;100;1000000;0;0;0.002541;NA;0.179743;0.086330;0.086329;0.10;128;188
0.02;3;1;0;1;256;2;1;0;2;0;100;1000000;0;1;.000385;NA;.027903;.014281;.014281;.016666;128;998
0.02;3;1;0;1;256;2;1;0;2;0;100;1000000;0;2;.000111;NA;.009040;.004920;.004920;.006111;129;2771
1.35;229;1;0;1;256;2;1;0;2;0;1000;1000000;0;0;0.001858;NA;0.090371;0.065151;0.065150;0.07;126;129
0.02;3;1;0;1;256;2;1;0;2;0;1000;1000000;0;1;.000285;NA;.016050;.011074;.011074;.013333;127;735
0.02;3;1;0;1;256;2;1;0;2;0;1000;1000000;0;2;.000088;NA;.006218;.004494;.004494;.005555;127;2057
1.38;229;1;0;1;256;2;1;0;2;0;10000;1000000;0;0;0.001005;NA;0.068833;0.065079;0.065078;0.07;126;97
0.02;3;1;0;1;256;2;1;0;2;0;10000;1000000;0;1;.000275;NA;.011226;.010264;.010264;.013333;126;515
0.02;3;1;0;1;256;2;1;0;2;0;10000;1000000;0;2;.000071;NA;.005874;.004439;.004439;.006111;126;1796
1.37;229;1;0;1;256;2;1;0;2;1;0;1000000;0;0;0.023427;NA;2.297090;1.170619;1.170618;1.21;377;192
0.02;3;1;0;1;256;2;1;0;2;1;0;1000000;0;1;.004242;NA;.345206;.187882;.187882;.203333;377;1037
0.02;3;1;0;1;256;2;1;0;2;1;0;1000000;0;2;.001574;NA;.117408;.065411;.065411;.076111;378;2843
1.39;229;1;0;1;256;2;1;0;2;1;1;1000000;0;0;0.048998;NA;3.522411;1.341099;1.341098;1.42;633;252
0.02;3;1;0;1;256;2;1;0;2;1;1;1000000;0;1;.008059;NA;.481919;.201283;.201283;.231666;633;1284
0.02;3;1;0;1;256;2;1;0;2;1;1;1000000;0;2;.002863;NA;.156619;.063365;.063365;.075000;634;3901
1.39;229;1;0;1;256;2;1;0;2;1;10;1000000;0;0;0.028644;NA;1.938481;0.984822;0.984821;1.04;399;191
0.02;3;1;0;1;256;2;1;0;2;1;10;1000000;0;1;.004642;NA;.339859;.166294;.166293;.193333;400;1084
0.01;3;1;0;1;256;2;1;0;2;1;10;1000000;0;2;.001973;NA;.109240;.058464;.058463;.072222;400;2801
1.37;229;1;0;1;256;2;1;0;2;1;100;1000000;0;0;0.027267;NA;2.540335;1.205059;1.205058;1.25;376;205
0.02;3;1;0;1;256;2;1;0;2;1;100;1000000;0;1;.004175;NA;.308981;.170646;.170646;.198333;376;952
0.02;3;1;0;1;256;2;1;0;2;1;100;1000000;0;2;.001515;NA;.106214;.059263;.059263;.072222;376;2716
1.36;229;1;0;1;256;2;1;0;2;1;1000;1000000;0;0;0.013109;NA;2.273751;1.207823;1.207821;1.26;373;182
0.02;3;1;0;1;256;2;1;0;2;1;1000;1000000;0;1;.003857;NA;.326159;.180625;.180624;.195000;373;1028
0.02;3;1;0;1;256;2;1;0;2;1;1000;1000000;0;2;.001742;NA;.099868;.059036;.059036;.070000;374;2633
1.38;229;1;0;1;256;2;1;0;2;1;10000;1000000;0;0;0.027632;NA;2.227763;1.126781;1.126779;1.19;373;191
0.02;3;1;0;1;256;2;1;0;2;1;10000;1000000;0;1;.003991;NA;.319763;.182262;.182262;.210000;374;932
0.02;3;1;0;1;256;2;1;0;2;1;10000;1000000;0;2;.001575;NA;.105815;.059483;.059483;.076111;373;2552
1.36;230;1;0;1;256;2;1;0;2;10;0;1000000;0;0;0.004889;NA;0.259544;0.191671;0.191670;0.21;150;126
0.02;3;1;0;1;256;2;1;0;2;10;0;1000000;0;1;.000690;NA;.042190;.029678;.029678;.036666;151;721
0.02;3;1;0;1;256;2;1;0;2;10;0;1000000;0;2;.000273;NA;.015127;.010364;.010364;.013333;153;2153
1.39;230;1;0;1;256;2;1;0;2;10;1;1000000;0;0;0.034410;NA;2.022505;0.843296;0.843294;0.92;410;225
0.02;3;1;0;1;256;2;1;0;2;10;1;1000000;0;1;.005306;NA;.294553;.131311;.131311;.155000;410;1174
0.02;3;1;0;1;256;2;1;0;2;10;1;1000000;0;2;.002059;NA;.105192;.049050;.049050;.058888;410;3315
1.35;230;1;0;1;256;2;1;0;2;10;10;1000000;0;0;0.010538;NA;0.593998;0.224333;0.224332;0.25;180;241
0.02;3;1;0;1;256;2;1;0;2;10;10;1000000;0;1;.001582;NA;.077874;.032673;.032673;.041666;176;1142
0.02;3;1;0;1;256;2;1;0;2;10;10;1000000;0;2;.000565;NA;.023468;.009198;.009198;.012222;180;3646
1.37;230;1;0;1;256;2;1;0;2;10;100;1000000;0;0;0.007382;NA;0.293986;0.129973;0.129972;0.15;153;206
0.02;3;1;0;1;256;2;1;0;2;10;100;1000000;0;1;.001142;NA;.044647;.020947;.020947;.025000;153;1078
0.02;3;1;0;1;256;2;1;0;2;10;100;1000000;0;2;.000332;NA;.015035;.007899;.007899;.010555;153;2640
1.40;229;1;0;1;256;2;1;0;2;10;1000;1000000;0;0;0.003230;NA;0.160235;0.131651;0.131650;0.14;150;116
0.02;3;1;0;1;256;2;1;0;2;10;1000;1000000;0;1;.001041;NA;.042286;.023153;.023153;.028333;150;908
0.02;3;1;0;1;256;2;1;0;2;10;1000;1000000;0;2;.000343;NA;.013763;.007661;.007661;.010000;151;2562
1.38;230;1;0;1;256;2;1;0;2;10;10000;1000000;0;0;0.006603;NA;0.261218;0.137660;0.137659;0.16;150;169
0.02;3;1;0;1;256;2;1;0;2;10;10000;1000000;0;1;.000792;NA;.039814;.022617;.022617;.028333;150;886
0.01;3;1;0;1;256;2;1;0;2;10;10000;1000000;0;2;.000298;NA;.014221;.008164;.008164;.010555;153;2542
1.35;229;1;0;1;256;2;1;0;2;100;0;1000000;0;0;0.001104;NA;0.120485;0.111876;0.111875;0.12;128;103
0.02;3;1;0;1;256;2;1;0;2;100;0;1000000;0;1;.000417;NA;.019446;.016690;.016690;.021666;128;562
0.02;3;1;0;1;256;2;1;0;2;100;0;1000000;0;2;.000125;NA;.007335;.006169;.006169;.008333;128;1698
1.39;229;1;0;1;256;2;1;0;2;100;1;1000000;0;0;0.031144;NA;1.989815;0.842061;0.842060;0.89;387;227
0.02;3;1;0;1;256;2;1;0;2;100;1;1000000;0;1;.004519;NA;.276546;.138695;.138695;.160000;388;1066
0.02;3;1;0;1;256;2;1;0;2;100;1;1000000;0;2;.002230;NA;.102545;.050139;.050139;.058888;389;3236
1.38;229;1;0;1;256;2;1;0;2;100;10;1000000;0;0;0.003211;NA;0.417065;0.187090;0.187089;0.21;153;199
0.02;3;1;0;1;256;2;1;0;2;100;10;1000000;0;1;.001217;NA;.062945;.025072;.025072;.033333;154;1141
0.01;3;1;0;1;256;2;1;0;2;100;10;1000000;0;2;.000552;NA;.017228;.007654;.007654;.010555;154;3078
1.35;229;1;0;1;256;2;1;0;2;100;100;1000000;0;0;0.005031;NA;0.191544;0.087902;0.087901;0.10;130;194
0.02;3;1;0;1;256;2;1;0;2;100;100;1000000;0;1;.000741;NA;.030314;.014048;.014047;.016666;130;1070
0.02;3;1;0;1;256;2;1;0;2;100;100;1000000;0;2;.000238;NA;.011056;.004901;.004901;.006666;132;3230
1.40;229;1;0;1;256;2;1;0;2;100;1000;1000000;0;0;0.005108;NA;0.128465;0.064224;0.064223;0.08;128;160
0.02;3;1;0;1;256;2;1;0;2;100;1000;1000000;0;1;.000734;NA;.020049;.010818;.010818;.015000;129;868
0.02;3;1;0;1;256;2;1;0;2;100;1000;1000000;0;2;.000245;NA;.008465;.004755;.004755;.006666;130;2392
1.37;229;1;0;1;256;2;1;0;2;100;10000;1000000;0;0;0.004720;NA;0.112084;0.061609;0.061608;0.08;128;148
0.02;3;1;0;1;256;2;1;0;2;100;10000;1000000;0;1;.000718;NA;.018648;.010405;.010405;.013333;128;857
0.02;3;1;0;1;256;2;1;0;2;100;10000;1000000;0;2;.000200;NA;.008578;.004919;.004919;.006666;132;2446
1.39;229;1;0;1;256;2;1;0;2;1000;0;1000000;0;0;0.002106;NA;0.086182;0.080949;0.080947;0.09;126;100
0.02;3;1;0;1;256;2;1;0;2;1000;0;1000000;0;1;.000320;NA;.014352;.013518;.013518;.018333;126;524
0.02;3;1;0;1;256;2;1;0;2;1000;0;1000000;0;2;.000104;NA;.005098;.005311;.005311;.007222;127;1418
1.38;228;1;0;1;256;2;1;0;2;1000;1;1000000;0;0;0.013704;NA;1.853203;0.831654;0.831653;0.88;385;213
0.02;3;1;0;1;256;2;1;0;2;1000;1;1000000;0;1;.005033;NA;.263321;.137672;.137672;.160000;385;1018
0.02;3;1;0;1;256;2;1;0;2;1000;1;1000000;0;2;.002100;NA;.103244;.050586;.050586;.057777;386;3334
1.40;229;1;0;1;256;2;1;0;2;1000;10;1000000;0;0;0.003185;NA;0.361924;0.167157;0.167156;0.19;151;192
0.02;3;1;0;1;256;2;1;0;2;1000;10;1000000;0;1;.001223;NA;.053056;.026114;.026114;.031666;151;1038
0.02;3;1;0;1;256;2;1;0;2;1000;10;1000000;0;2;.000455;NA;.017729;.007647;.007647;.010000;151;3305
1.40;229;1;0;1;256;2;1;0;2;1000;100;1000000;0;0;0.004531;NA;0.182437;0.083950;0.083948;0.10;128;182
0.02;3;1;0;1;256;2;1;0;2;1000;100;1000000;0;1;.000431;NA;.026404;.013731;.013731;.018333;128;873
0.02;3;1;0;1;256;2;1;0;2;1000;100;1000000;0;2;.000231;NA;.010691;.004998;.004998;.007222;128;2893
1.40;229;1;0;1;256;2;1;0;2;1000;1000;1000000;0;0;0.003983;NA;0.105112;0.063079;0.063077;0.07;126;149
0.02;2;1;0;1;256;2;1;0;2;1000;1000;1000000;0;1;.000613;NA;.018303;.010071;.010071;.013333;127;878
0.02;3;1;0;1;256;2;1;0;2;1000;1000;1000000;0;2;.000200;NA;.008379;.004823;.004823;.006111;126;2514
1.38;229;1;0;1;256;2;1;0;2;1000;10000;1000000;0;0;0.003652;NA;0.098178;0.061761;0.061760;0.08;126;131
0.02;3;1;0;1;256;2;1;0;2;1000;10000;1000000;0;1;.000553;NA;.015757;.010098;.010098;.013333;126;763
0.02;3;1;0;1;256;2;1;0;2;1000;10000;1000000;0;2;.000173;NA;.008912;.004778;.004778;.006111;126;2678
1.39;228;1;0;1;256;2;1;0;2;10000;0;1000000;0;0;0.001975;NA;0.087909;0.080660;0.080658;0.09;126;95
0.02;3;1;0;1;256;2;1;0;2;10000;0;1000000;0;1;.000274;NA;.012818;.013351;.013351;.016666;126;488
0.01;3;1;0;1;256;2;1;0;2;10000;0;1000000;0;2;.000091;NA;.004737;.005464;.005463;.007777;127;1266
1.39;230;1;0;1;256;2;1;0;2;10000;1;1000000;0;0;0.029321;NA;1.872410;0.815922;0.815921;0.86;385;221
0.02;3;1;0;1;256;2;1;0;2;10000;1;1000000;0;1;.005136;NA;.269809;.133552;.133552;.151666;386;1103
0.02;3;1;0;1;256;2;1;0;2;10000;1;1000000;0;2;.002173;NA;.103905;.051640;.051640;.060555;385;3196
1.38;229;1;0;1;256;2;1;0;2;10000;10;1000000;0;0;0.007815;NA;0.417285;0.174840;0.174838;0.19;151;222
0.02;3;1;0;1;256;2;1;0;2;10000;10;1000000;0;1;.001155;NA;.052365;.027371;.027370;.033333;151;969
0.02;3;1;0;1;256;2;1;0;2;10000;10;1000000;0;2;.000525;NA;.017519;.007888;.007888;.010555;152;3039
1.36;229;1;0;1;256;2;1;0;2;10000;100;1000000;0;0;0.004470;NA;0.186460;0.087994;0.087993;0.11;128;180
0.02;3;1;0;1;256;2;1;0;2;10000;100;1000000;0;1;.000675;NA;.028910;.013471;.013470;.016666;128;1041
0.02;3;1;0;1;256;2;1;0;2;10000;100;1000000;0;2;.000207;NA;.009778;.004750;.004750;.006666;130;2903
1.37;230;1;0;1;256;2;1;0;2;10000;1000;1000000;0;0;0.003844;NA;0.106463;0.061337;0.061335;0.07;126;156
