comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.77          240                1                  1    1        64        3         1         0         2         0         0         1              1000        0           0           1             0.014845     NA          0.149951          1.763262            1.763258           1.78                 7             9
1.80          240                1                  1    1        64        3         1         0         2         0         0         1              10000       0           0           1             0.014686     NA          0.271341          1.789395            1.789391           1.80                 7             15
1.93          241                1                  1    1        64        3         1         0         2         0         0         1              100000      0           0           1             0.023796     NA          0.190716          14.632318           14.632315          14.66                10            1
1.79          240                1                  1    1        64        3         1         0         2         0         0         2              1000        0           0           1             0.019661     NA          0.315263          3.251970            3.251966           3.27                 7             10
1.79          240                1                  1    1        64        3         1         0         2         0         0         2              10000       0           0           1             0.014802     NA          0.198629          3.214863            3.214859           3.23                 8             6
1.89          241                1                  1    1        64        3         1         0         2         0         0         2              100000      0           0           1             0.029866     NA          0.203040          16.535726           16.535723          16.57                12            1
1.80          240                1                  1    1        64        3         1         0         2         0         0         4              1000        0           0           1             0.025879     NA          0.358877          6.329151            6.329147           6.36                 7             5
1.85          240                1                  1    1        64        3         1         0         2         0         0         4              10000       0           0           1             0.031647     NA          0.156446          6.188997            6.188993           6.22                 8             2
1.79          241                1                  1    1        64        3         1         0         2         0         0         4              100000      0           0           1             0.027091     NA          0.342402          29.458636           29.458632          29.49                13            1
2.03          239                1                  1    1        64        3         1         0         2         0         0         8              1000        0           0           1             0.044353     NA          0.353059          12.315845           12.315841          12.36                7             2
1.83          241                1                  1    1        64        3         1         0         2         0         0         8              10000       0           0           1             0.056553     NA          0.344640          12.269253           12.269246          12.33                8             2
1.80          240                1                  1    1        64        3         1         0         2         0         0         8              100000      0           0           1             0.046753     NA          0.367330          36.208343           36.208339          36.26                10            1
1.79          240                1                  1    1        64        3         1         0         2         0         0         10             1000        0           0           1             0.052957     NA          0.376181          15.359747           15.359743          15.41                7             2
1.94          240                1                  1    1        64        3         1         0         2         0         0         10             10000       0           0           1             0.068583     NA          0.376975          15.340182           15.340178          15.41                8             2
1.80          241                1                  1    1        64        3         1         0         2         0         0         10             100000      0           0           1             0.057420     NA          0.305698          31.387828           31.387823          31.45                12            1
1.81          241                1                  1    1        64        3         1         0         2         0         0         20             1000        0           0           1             0.114073     NA          0.376113          30.359061           30.359058          30.47                7             1
1.79          240                1                  1    1        64        3         1         0         2         0         0         20             10000       0           0           1             0.106329     NA          0.370758          30.361632           30.361629          30.47                8             1
1.80          240                1                  1    1        64        3         1         0         2         0         0         20             100000      0           0           1             0.106410     NA          0.318729          43.039445           43.039442          43.15                13            0
1.86          240                1                  1    1        64        3         1         0         2         0         0         30             1000        0           0           1             0.156429     NA          0.379550          45.405227           45.405222          45.56                7             0
1.93          241                1                  1    1        64        3         1         0         2         0         0         30             10000       0           0           1             0.145234     NA          0.379963          45.405527           45.405520          45.55                8             0
1.96          241                1                  1    1        64        3         1         0         2         0         0         30             100000      0           0           1             0.160102     NA          0.290366          57.439012           57.439009          57.60                12            0
1.94          239                1                  1    1        64        3         1         0         2         0         0         40             1000        0           0           1             0.214158     NA          0.379373          60.414842           60.414836          60.63                8             0
1.81          240                1                  1    1        64        3         1         0         2         0         0         40             10000       0           0           1             0.203155     NA          0.342238          60.382469           60.382465          60.59                8             0
1.79          241                1                  1    1        64        3         1         0         2         0         0         40             100000      0           0           1             0.202012     NA          0.274983          74.613474           74.613470          74.82                13            0
1.79          240                1                  1    1        64        3         1         0         2         0         0         50             1000        0           0           1             0.257187     NA          0.378134          75.437698           75.437690          75.69                7             0
1.79          241                1                  1    1        64        3         1         0         2         0         0         50             10000       0           0           1             0.254803     NA          0.381270          75.434770           75.434766          75.69                8             0
