comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.75          214                1                  0    30       256       2         1         0         2         0         0         1000000     0           0           .000002      NA          .004201           .011437             .011437            .012666              126           1000
1.46          215                1                  0    30       256       2         1         0         2         0         0         10000000    0           0           .000002      NA          .046163           .116447             .116447            .124333              1224          1118
1.57          215                1                  0    30       256       2         1         0         3         0         0         1000000     0           0           .000002      NA          .002322           .012434             .012434            .014333              64            499
1.45          214                1                  0    30       256       2         1         0         3         0         0         10000000    0           0           .000002      NA          .022026           .123184             .123184            .140666              616           474
1.75          214                1                  0    30       256       2         1         0         4         0         0         1000000     0           0           .000002      NA          .003439           .019547             .019547            .024666              94            427
1.61          214                1                  0    30       256       2         1         0         4         0         0         10000000    0           0           .000002      NA          .034457           .192479             .192479            .240333              918           432
1.69          216                1                  0    30       256       2         1         0         5         0         0         1000000     0           0           .000003      NA          .002757           .012175             .012175            .014000              94            602
1.64          214                1                  0    30       256       2         1         0         5         0         0         10000000    0           0           .000002      NA          .026888           .118095             .118095            .135000              918           601
1.41          215                1                  0    60       256       2         1         0         2         0         0         1000000     0           0           0            NA          .002842           .011397             .011397            .012666              126           1355
1.30          214                1                  0    60       256       2         1         0         2         0         0         10000000    0           0           .000001      NA          .029954           .113912             .113912            .125166              1224          1440
1.63          214                1                  0    60       256       2         1         0         3         0         0         1000000     0           0           0            NA          .001435           .011074             .011074            .013333              63            657
1.42          215                1                  0    60       256       2         1         0         3         0         0         10000000    0           0           0            NA          .015062           .113163             .113163            .129833              613           699
1.74          215                1                  0    60       256       2         1         0         4         0         0         1000000     0           0           0            NA          .002242           .018676             .018676            .023666              94            580
1.41          214                1                  0    60       256       2         1         0         4         0         0         10000000    0           0           .000001      NA          .023400           .172629             .172629            .233500              918           604
1.67          214                1                  0    60       256       2         1         0         5         0         0         1000000     0           0           .000001      NA          .002057           .011497             .011497            .013166              95            958
1.58          213                1                  0    60       256       2         1         0         5         0         0         10000000    0           0           .000001      NA          .021596           .115056             .115056            .131500              918           989
