comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.21;325;1;0;32;256;14;1;0;2;10000;10000;1000;0;0;0;.000141;NA;.000113;.000109;.000146;.000312;3;1135
2.22;324;1;0;32;256;14;1;0;2;10000;10000;4000;0;0;0;.000199;NA;.000876;.001004;.001187;.001250;3;1922
2.22;324;1;0;32;256;14;1;0;2;10000;10000;8000;0;0;0;.000543;NA;.003000;.003336;.003813;.004062;3;2345
2.22;324;1;0;32;256;14;1;0;2;10000;10000;12000;0;0;0;.000367;NA;.005860;.006573;.007574;.007812;4;2399
2.22;323;1;0;32;256;14;1;0;2;10000;10000;16000;0;0;0;.000541;NA;.009772;.011182;.012485;.012500;4;2457
2.22;324;1;0;32;256;14;1;0;2;10000;10000;20000;0;0;0;.000194;NA;.015143;.016357;.019263;.019375;5;2484
2.22;323;1;0;32;256;14;1;0;3;10000;10000;1000;0;0;0;.000150;NA;.000069;.000144;.000189;.000312;3;766
2.24;324;1;0;32;256;14;1;0;3;10000;10000;4000;0;0;0;.000190;NA;.000654;.001601;.002504;.002812;3;782
2.21;323;1;0;32;256;14;1;0;3;10000;10000;8000;0;0;0;.000351;NA;.002164;.005753;.007133;.007500;3;922
2.21;323;1;0;32;256;14;1;0;3;10000;10000;12000;0;0;0;.000359;NA;.003094;.010834;.012066;.012500;3;802
2.19;324;1;0;32;256;14;1;0;3;10000;10000;16000;0;0;0;.000184;NA;.005175;.016710;.019349;.019687;3;848
2.23;324;1;0;32;256;14;1;0;3;10000;10000;20000;0;0;0;.000184;NA;.007717;.024508;.028028;.028125;4;876
2.20;324;1;0;32;256;14;1;0;5;10000;10000;1000;0;0;0;.000182;NA;.000088;.000183;.000304;.000625;3;614
2.24;324;1;0;32;256;14;1;0;5;10000;10000;4000;0;0;0;.000192;NA;.000997;.002098;.003087;.003125;3;979
2.21;325;1;0;32;256;14;1;0;5;10000;10000;8000;0;0;0;.000184;NA;.002942;.007121;.008313;.008437;3;1098
2.24;324;1;0;32;256;14;1;0;5;10000;10000;12000;0;0;0;.000496;NA;.006166;.013723;.015702;.015937;3;1227
2.18;324;1;0;32;256;14;1;0;5;10000;10000;16000;0;0;0;.000181;NA;.010369;.020495;.023301;.023437;4;1406
2.23;323;1;0;32;256;14;1;0;5;10000;10000;20000;0;0;0;.000177;NA;.015631;.029480;.035582;.035937;4;1395
2.20;323;1;0;32;256;14;1;0;6;10000;10000;1000;0;0;0;.000134;NA;.000060;.000060;.000097;.000312;3;875
