comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.46          233                1                  0    40       256       2         1         0         8         10000     10000     25000            10000000    0           0           0             .001025      NA          .065436           .155462             .155461            .189250              2756          1414
1.47          234                1                  0    40       256       2         1         0         8         10000     10000     20000            10000000    0           0           0             .001155      NA          .063775           .170522             .170521            .206250              2756          1268
1.48          232                1                  0    40       256       2         1         0         8         10000     10000     15000            10000000    0           0           0             .001103      NA          .060607           .170129             .170129            .220000              2756          1129
1.48          232                1                  0    40       256       2         1         0         8         10000     10000     10000            10000000    0           0           0             .001043      NA          .058383           .249330             .249329            .306250              2756          781
1.48          234                1                  0    40       256       2         1         0         8         10000     10000     5000             10000000    0           0           0             .001154      NA          .056281           .463002             .463002            .544500              2756          424
1.45          233                1                  0    40       256       2         1         0         8         10000     10000     1000             10000000    0           0           0             .001164      NA          .058980           2.478573            2.478572           2.600500             2756          93
1.50          234                1                  0    40       256       2         1         0         9         10000     10000     25000            10000000    0           0           0             .002908      NA          .114397           .137010             .137009            .158250              3374          2975
1.48          234                1                  0    40       256       2         1         0         9         10000     10000     20000            10000000    0           0           0             .002910      NA          .126190           .134382             .134382            .152750              3373          3455
1.46          235                1                  0    40       256       2         1         0         9         10000     10000     15000            10000000    0           0           0             .002955      NA          .140075           .158680             .158678            .191750              3374          3001
1.49          234                1                  0    40       256       2         1         0         9         10000     10000     10000            10000000    0           0           0             .002850      NA          .135287           .212464             .212463            .278000              3374          1991
1.47          233                1                  0    40       256       2         1         0         9         10000     10000     5000             10000000    0           0           0             .003008      NA          .135947           .406466             .406466            .535250              3373          1038
1.49          234                1                  0    40       256       2         1         0         9         10000     10000     1000             10000000    0           0           0             .002935      NA          .139967           2.395990            2.395990           2.601250             3373          219
1.48          233                1                  0    40       256       2         1         0         10        10000     10000     25000            10000000    0           0           0             .001443      NA          .059484           .120633             .120633            .139750              2149          1786
1.47          233                1                  0    40       256       2         1         0         10        10000     10000     20000            10000000    0           0           0             .001679      NA          .059213           .127387             .127386            .143750              2152          1754
1.50          233                1                  0    40       256       2         1         0         10        10000     10000     15000            10000000    0           0           0             .001445      NA          .056970           .155637             .155637            .185750              2149          1303
1.47          233                1                  0    40       256       2         1         0         10        10000     10000     10000            10000000    0           0           0             .001395      NA          .060661           .211086             .211086            .269750              2150          927
1.44          234                1                  0    40       256       2         1         0         10        10000     10000     5000             10000000    0           0           0             .001429      NA          .053907           .418150             .418150            .527500              2149          423
1.47          233                1                  0    40       256       2         1         0         10        10000     10000     1000             10000000    0           0           0             .001374      NA          .056244           2.380457            2.380456           2.589250             2150          89
1.47          233                1                  0    40       256       2         1         0         11        10000     10000     25000            10000000    0           0           0             .001286      NA          .056689           .234831             .234831            .287500              2455          812
1.47          233                1                  0    40       256       2         1         0         11        10000     10000     20000            10000000    0           0           0             .001304      NA          .056597           .234793             .234792            .289500              2455          807
1.48          233                1                  0    40       256       2         1         0         11        10000     10000     15000            10000000    0           0           0             .001197      NA          .056483           .219181             .219181            .272750              2455          854
1.48          233                1                  0    40       256       2         1         0         11        10000     10000     10000            10000000    0           0           0             .001220      NA          .055970           .230407             .230407            .285750              2455          808
1.46          233                1                  0    40       256       2         1         0         11        10000     10000     5000             10000000    0           0           0             .001274      NA          .056654           .242627             .242627            .294250              2455          795
1.42          234                1                  0    40       256       2         1         0         11        10000     10000     1000             10000000    0           0           0             .001266      NA          .056893           .232539             .232539            .285000              2455          826
1.43          234                1                  0    40       256       2         1         0         12        10000     10000     25000            10000000    0           0           0             .001363      NA          .063010           .113023             .113022            .127250              2146          2033
1.43          234                1                  0    40       256       2         1         0         12        10000     10000     20000            10000000    0           0           0             .001400      NA          .059379           .137961             .137960            .149750              2146          1632
1.49          234                1                  0    40       256       2         1         0         12        10000     10000     15000            10000000    0           0           0             .001428      NA          .053966           .160207             .160206            .189250              2146          1174
1.45          233                1                  0    40       256       2         1         0         12        10000     10000     10000            10000000    0           0           0             .001303      NA          .051427           .225936             .225935            .276000              2146          767
1.49          232                1                  0    40       256       2         1         0         12        10000     10000     5000             10000000    0           0           0             .001393      NA          .049845           .453414             .453414            .531750              2146          385
1.46          234                1                  0    40       256       2         1         0         12        10000     10000     1000             10000000    0           0           0             .001399      NA          .052929           2.492839            2.492839           2.593750             2146          83
