comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.72;244;1;0;1;64;3;1;0;2;0;0;1;1000;0;0;1;0.006462;NA;0.026085;1.537797;1.537785;1.54;4;1
1.75;245;1;0;1;64;3;1;0;2;0;0;1;10000;0;0;1;0.006195;NA;0.028652;1.550963;1.550951;1.56;4;2
1.73;243;1;0;1;64;3;1;0;2;0;0;1;100000;0;0;1;0.006175;NA;0.052711;14.652400;14.652384;14.66;7;0
1.74;243;1;0;1;64;3;1;0;2;0;0;2;1000;0;0;1;0.013843;NA;0.039541;3.043050;3.043040;3.06;4;1
1.73;244;1;0;1;64;3;1;0;2;0;0;2;10000;0;0;1;0.009416;NA;0.044797;3.037864;3.037854;3.05;4;1
1.71;244;1;0;1;64;3;1;0;2;0;0;2;100000;0;0;1;0.006876;NA;0.061950;17.201486;17.201475;17.21;7;0
1.74;244;1;0;1;64;3;1;0;2;0;0;4;1000;0;0;1;0.022082;NA;0.063078;6.231103;6.231090;6.25;4;1
1.76;243;1;0;1;64;3;1;0;2;0;0;4;10000;0;0;1;0.021876;NA;0.070087;6.180687;6.180677;6.20;4;1
1.73;243;1;0;1;64;3;1;0;2;0;0;4;100000;0;0;1;0.021933;NA;0.068560;18.330726;18.330703;18.35;7;0
1.71;244;1;0;1;64;3;1;0;2;0;0;8;1000;0;0;1;0.038006;NA;0.119915;12.408757;12.408750;12.45;4;0
1.75;244;1;0;1;64;3;1;0;2;0;0;8;10000;0;0;1;0.020126;NA;0.117209;12.403506;12.403495;12.42;4;0
1.76;244;1;0;1;64;3;1;0;2;0;0;8;100000;0;0;1;0.038074;NA;0.058652;21.812050;21.812037;21.85;7;0
1.73;243;1;0;1;64;3;1;0;2;0;0;10;1000;0;0;1;0.029598;NA;0.121458;15.412251;15.412239;15.44;4;0
1.75;244;1;0;1;64;3;1;0;2;0;0;10;10000;0;0;1;0.021617;NA;0.107841;15.413098;15.413087;15.43;4;0
1.74;245;1;0;1;64;3;1;0;2;0;0;10;100000;0;0;1;0.027687;NA;0.098439;31.364264;31.364258;31.39;10;0
1.73;244;1;0;1;64;3;1;0;2;0;0;20;1000;0;0;1;0.067535;NA;0.090170;30.410592;30.410586;30.48;4;0
1.72;244;1;0;1;64;3;1;0;2;0;0;20;10000;0;0;1;0.061349;NA;0.122456;30.414348;30.414331;30.47;4;0
1.70;244;1;0;1;64;3;1;0;2;0;0;20;100000;0;0;1;0.057882;NA;0.114710;53.111844;53.111831;53.17;8;0
1.75;244;1;0;1;64;3;1;0;2;0;0;30;1000;0;0;1;0.085662;NA;0.095648;45.436282;45.436271;45.52;4;0
1.75;243;1;0;1;64;3;1;0;2;0;0;30;10000;0;0;1;0.098518;NA;0.091155;45.420113;45.420102;45.52;4;0
