comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);bandwidths(Mbs);input_size;preprocess;splitroles;packetdrops(%);verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
3.86;357;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;1;.058797;NA;.063965;.138212;.138200;.200000;19;61
3.88;358;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;1;.060551;NA;.066148;.120480;.120468;.180000;16;68
3.84;357;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;1;.061193;NA;.066734;.116012;.116000;.180000;16;70
3.90;357;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;1;.068443;NA;.050176;.088047;.088043;.150000;16;59
4.04;358;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;1;.061149;NA;.050879;.122760;.122755;.180000;16;53
4.06;358;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;1;.066270;NA;.068252;.138418;.138406;.200000;19;61
4.05;357;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;1;.065443;NA;.068132;.122717;.122706;.190000;17;65
4.03;357;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;1;.059784;NA;.068460;.121820;.121814;.180000;19;68
3.93;357;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;1;.065674;NA;.064473;.119383;.119364;.180000;16;65
3.93;358;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;1;.060561;NA;.065621;.123487;.123475;.180000;17;67
3.85;359;1;0;1;256;525;1;0;5;10000;10000;25;0;1;0;0;0;1;.135483;NA;.070370;3.131818;3.131807;3.270000;16;4
4.03;357;1;0;1;256;525;1;0;5;10000;10000;25;0;1;0;0;0;1;.136133;NA;.070612;3.136261;3.136256;3.270000;16;3
3.90;358;1;0;1;256;525;1;0;5;10000;10000;25;0;1;0;0;0;1;.128627;NA;.069139;3.121595;3.121586;3.250000;17;3
4.14;359;1;0;1;256;525;1;0;5;10000;10000;25;0;1;0;0;0;1;.131347;NA;.064587;3.133066;3.133058;3.260000;17;3
3.85;358;1;0;1;256;525;1;0;5;10000;10000;25;0;1;0;0;0;1;.132319;NA;.065376;3.134998;3.134978;3.270000;16;3
4.36;362;1;0;1;256;525;1;0;5;10000;10000;25;0;1;0;0;0;1;.130410;NA;.071952;3.135622;3.135616;3.270000;18;4
3.84;357;1;0;1;256;525;1;0;5;10000;10000;25;0;1;0;0;0;1;.127970;NA;.066327;3.132889;3.132868;3.260000;17;3
