comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.61          216                1                  0    1        512       2         1         0         1         0         0         1500             1000000     0           0           0             0.007048     NA          0.341531          0.472526            0.472525           0.49                 369           72
1.45          215                1                  0    1        512       2         1         0         1         0         0         1000             1000000     0           0           0             0.007397     NA          0.329998          0.650223            0.650222           0.67                 370           50
1.45          216                1                  0    1        512       2         1         0         1         0         0         500              1000000     0           0           0             0.007732     NA          0.453263          1.166499            1.166498           1.18                 369           39
1.59          215                1                  0    1        512       2         1         0         2         0         0         1500             1000000     0           0           0             0.000012     NA          0.221016          0.422712            0.422711           0.43                 247           52
1.67          215                1                  0    1        512       2         1         0         2         0         0         1000             1000000     0           0           0             0.000010     NA          0.163702          0.601697            0.601696           0.61                 247           27
1.61          215                1                  0    1        512       2         1         0         2         0         0         500              1000000     0           0           0             0.000028     NA          0.235036          1.101815            1.101814           1.11                 247           21
1.60          214                1                  0    1        512       2         1         0         3         0         0         1500             1000000     0           0           0             0.000011     NA          0.078300          0.476055            0.476054           0.49                 125           16
1.63          216                1                  0    1        512       2         1         0         3         0         0         1000             1000000     0           0           0             0.000011     NA          0.094355          0.652705            0.652704           0.66                 125           15
1.61          215                1                  0    1        512       2         1         0         3         0         0         500              1000000     0           0           0             0.000011     NA          0.093329          1.167832            1.167831           1.17                 125           8
1.61          215                1                  0    1        512       2         1         0         5         0         0         1500             1000000     0           0           0             0.000010     NA          0.090113          0.463578            0.463578           0.47                 186           19
1.46          215                1                  0    1        512       2         1         0         5         0         0         1000             1000000     0           0           0             0.000011     NA          0.110289          0.647967            0.647966           0.65                 187           17
1.47          216                1                  0    1        512       2         1         0         5         0         0         500              1000000     0           0           0             0.000029     NA          0.100665          1.137841            1.137840           1.14                 186           9
1.50          217                1                  0    1        512       2         1         0         8         0         0         1500             1000000     0           0           0             0.003370     NA          0.535719          1.164920            1.164919           1.17                 553           46
1.50          217                1                  0    1        512       2         1         0         8         0         0         1000             1000000     0           0           0             0.003783     NA          0.559900          1.547784            1.547783           1.56                 553           36
1.68          217                1                  0    1        512       2         1         0         8         0         0         500              1000000     0           0           0             0.003712     NA          0.515703          2.549600            2.549600           2.56                 553           20
1.65          216                1                  0    1        512       2         1         0         9         0         0         1500             1000000     0           0           0             0.000013     NA          0.030320          0.028604            0.028603           0.03                 64            94
1.69          216                1                  0    1        512       2         1         0         9         0         0         1000             1000000     0           0           0             0.000013     NA          0.030510          0.030275            0.030274           0.03                 64            87
1.63          217                1                  0    1        512       2         1         0         9         0         0         500              1000000     0           0           0             0.000013     NA          0.033763          0.031884            0.031883           0.04                 64            95
1.66          218                1                  0    1        512       2         1         0         10        0         0         1500             1000000     0           0           0             0.004218     NA          0.456952          1.078234            1.078233           1.09                 492           42
1.54          216                1                  0    1        512       2         1         0         10        0         0         1000             1000000     0           0           0             0.003353     NA          0.447072          1.368069            1.368068           1.38                 492           33
1.49          217                1                  0    1        512       2         1         0         10        0         0         500              1000000     0           0           0             0.003649     NA          0.488036          2.428452            2.428451           2.44                 492           20
1.51          218                1                  0    1        512       2         1         0         11        0         0         1500             1000000     0           0           0             0.003505     NA          0.580459          1.562057            1.562056           1.57                 553           37
1.48          216                1                  0    1        512       2         1         0         11        0         0         1000             1000000     0           0           0             0.003967     NA          0.594315          2.007985            2.007984           2.02                 553           29
1.49          217                1                  0    1        512       2         1         0         11        0         0         500              1000000     0           0           0             0.003353     NA          0.663201          3.541639            3.541638           3.55                 553           18
1.72          218                1                  0    1        512       2         1         0         12        0         0         1500             1000000     0           0           0             0.003935     NA          0.490131          1.167601            1.167600           1.18                 492           42
1.50          218                1                  0    1        512       2         1         0         12        0         0         1000             1000000     0           0           0             0.003999     NA          0.511882          1.508350            1.508349           1.52                 492           34
1.67          218                1                  0    1        512       2         1         0         12        0         0         500              1000000     0           0           0             0.003736     NA          0.586646          2.551403            2.551402           2.57                 492           23
