comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            10          0           1           2             .000248      NA          .000061           .000089             .000174            .000416              6             527
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            100         0           1           2             .000164      NA          .000068           .000085             .000153            .000416              3             671
0.03          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            1000        0           1           2             .000251      NA          .000091           .000423             .003822            .004166              4             109
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            10000       0           1           2             .000196      NA          .000283           .000324             .000379            .000833              6             1018
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            100000      0           1           2             .000291      NA          .001698           .002025             .002596            .002916              30            1402
0.03          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            1000000     0           1           2             .001220      NA          .015327           .016397             .019179            .020416              258           1837
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            10          0           1           2             .000242      NA          .000057           .000108             .000179            .000416              3             488
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            100         0           1           2             .000250      NA          .000056           .000106             .000180            .000416              3             558
0.03          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            1000        0           1           2             .000245      NA          .000076           .000111             .000184            .000416              4             600
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            10000       0           1           2             .000248      NA          .000257           .000445             .000532            .000833              6             808
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            100000      0           1           2             .000678      NA          .001614           .002103             .002513            .002916              31            1298
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            1000000     0           1           2             .001257      NA          .015241           .016401             .017877            .019166              233           1962
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            10          0           1           2             .000474      NA          .000053           .000171             .000261            .000833              6             369
0.03          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            100         0           1           2             .000243      NA          .000058           .000119             .000196            .000416              3             517
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            1000        0           1           2             .000465      NA          .000074           .000584             .005479            .006250              4             66
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            10000       0           1           2             .000469      NA          .000302           .000356             .000454            .001250              6             796
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            100000      0           1           2             .000299      NA          .001851           .002284             .002968            .003333              30            1368
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     25000            1000000     0           1           2             .000820      NA          .015204           .016488             .020258            .021250              244           1776
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     10000            10          0           1           2             .000242      NA          .000049           .000188             .000364            .000833              3             395
