comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  bandwidths(Mbs)  input_size  preprocess  splitroles  packetdrops(%)  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              25000            27          0           1           0               1             .000396      NA          .005739           .099541             .193086            .193750              6             74
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              25000            27          0           1           0               1             .000452      NA          .004874           .132955             .211557            .212083              6             57
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              25000            27          0           1           0               1             .000442      NA          .005875           .203314             .248686            .249166              7             59
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              25000            27          0           1           0               1             .000457      NA          .005819           .193749             .244783            .245416              6             60
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              25000            27          0           1           0               1             .001029      NA          .005611           .234990             .249264            .250416              6             56
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              25000            27          0           1           0               1             .000551      NA          .006821           .239096             .247375            .247916              7             68
0.03          3                  1                  0    4        512       510       1         0         5         10000     10000     0              25000            27          0           1           0               1             .000406      NA          .006657           .239258             .255817            .256250              7             64
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              25000            27          0           1           0               1             .000386      NA          .006980           .237561             .241952            .242500              7             71
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              25000            27          0           1           0               1             .000402      NA          .006549           .180404             .248257            .248750              7             65
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              25000            27          0           1           0               1             .000542      NA          .006711           .200580             .249212            .249583              7             67
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              10000            27          0           1           0               1             .000953      NA          .006012           .241443             .274739            .275833              7             54
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              10000            27          0           1           0               1             .000494      NA          .007032           .236437             .245439            .245833              7             71
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              10000            27          0           1           0               1             .000860      NA          .005785           .198012             .256316            .257500              6             56
0.03          3                  1                  0    4        512       510       1         0         5         10000     10000     0              10000            27          0           1           0               1             .000399      NA          .005658           .182946             .246352            .247083              7             57
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              10000            27          0           1           0               1             .000471      NA          .006342           .201519             .248698            .249166              7             63
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              10000            27          0           1           0               1             .000447      NA          .005876           .228162             .246386            .247083              7             59
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              10000            27          0           1           0               1             .000553      NA          .006262           .196671             .248885            .249583              7             62
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              10000            27          0           1           0               1             .000440      NA          .006149           .203355             .238944            .239583              6             64
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              10000            27          0           1           0               1             .000563      NA          .006211           .239347             .256606            .257083              7             60
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              10000            27          0           1           0               1             .000544      NA          .005465           .215598             .243122            .243750              7             56
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              1000             27          0           1           0               1             .000657      NA          .006045           .202685             .248187            .248750              6             60
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              1000             27          0           1           0               1             .001069      NA          .004505           .185545             .272811            .274166              6             41
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              1000             27          0           1           0               1             .000464      NA          .005834           .195453             .255397            .256250              8             57
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              1000             27          0           1           0               1             .000349      NA          .006605           .196717             .245003            .245416              7             67
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              1000             27          0           1           0               1             .000365      NA          .006500           .173933             .246586            .247083              7             65
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              1000             27          0           1           0               1             .000829      NA          .006450           .163696             .239412            .240416              7             66
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              1000             27          0           1           0               1             .000407      NA          .005545           .189266             .244598            .245000              7             56
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              1000             27          0           1           0               1             .000665      NA          .005456           .189813             .352999            .353333              7             38
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              1000             27          0           1           0               1             .000445      NA          .005999           .198796             .299590            .300000              7             50
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              1000             27          0           1           0               1             .000425      NA          .006143           .241185             .249773            .250416              7             61
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              100              27          0           1           0               1             .000914      NA          .005780           .213261             .253011            .254166              7             57
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              100              27          0           1           0               1             .000880      NA          .006042           .210222             .250563            .251250              7             60
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              100              27          0           1           0               1             .000555      NA          .005566           .193870             .251778            .252500              7             55
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              100              27          0           1           0               1             .000695      NA          .005828           .186362             .250877            .251666              7             57
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              100              27          0           1           0               1             .000479      NA          .006283           .201750             .244209            .245000              7             64
0.02          3                  1                  0    4        512       510       1         0         5         10000     10000     0              100              27          0           1           0               1             .000755      NA          .005078           .190297             .244589            .245416              7             52
