comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.01;3;1;0;4;256;175;1;0;12;10000;10000;1;0;3;2;.008263;NA;.257970;.523749;.579142;.587083;7053;4303
0.02;3;1;0;4;256;175;1;0;12;10000;10000;1;1;3;2;.333064;.338746;.214596;.320930;.368512;.628958;8245;4061
0.02;3;1;0;4;256;175;1;1;12;10000;10000;1;0;3;2;.005631;NA;.227246;.421683;.463065;.469375;5233;4713
0.01;3;1;0;4;256;175;1;1;12;10000;10000;1;1;3;2;.237526;.236667;.197512;.296184;.325988;.508541;5979;4430
0.02;3;1;0;4;256;275;1;0;12;10000;10000;1;0;3;2;.008125;NA;.272071;.536737;.589273;.596354;5982;4446
0.01;3;1;0;4;256;275;1;0;12;10000;10000;1;1;3;2;.299069;.294365;.245490;.369266;.415542;.631458;6730;4422
0.02;3;1;0;4;256;275;1;1;12;10000;10000;1;0;3;2;.005126;NA;.231493;.430065;.467087;.470520;5186;4784
0.02;3;1;0;4;256;275;1;1;12;10000;10000;1;1;3;2;.218073;.227822;.202042;.310109;.327762;.510208;5836;4479
0.01;3;1;0;4;256;76;1;0;12;10000;10000;1;0;3;2;.008723;NA;.415356;.728952;.797144;.803437;8011;5023
0.02;3;1;0;4;256;76;1;0;12;10000;10000;1;1;3;2;.348680;.351009;.117749;.226286;.657763;10.416666;8566;132
