comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;6;256;2;1;0;2;0;0;100000000;0;1;.005140;NA;.215763;.215785;.215785;.240555;9160;3325
0.02;3;1;0;6;256;2;1;0;...;0;0;100000000;0;1;.005019;NA;.215874;.215894;.215894;.240000;9160;3333
0.02;3;1;0;6;256;2;1;0;6;0;0;100000000;0;1;.000001;NA;.040625;.040626;.040626;.046666;3056;3162
0.02;3;1;0;9;256;2;1;0;2;0;0;100000000;0;1;.004649;NA;.237489;.237548;.237548;.263518;9160;4991
0.02;3;1;0;9;256;2;1;0;...;0;0;100000000;0;1;.004599;NA;.236128;.236194;.236194;.264074;9160;4950
0.02;3;1;0;9;256;2;1;0;6;0;0;100000000;0;1;.000001;NA;.044168;.044190;.044190;.048888;3054;4926
0.02;3;1;0;12;256;2;1;0;2;0;0;100000000;0;1;.003037;NA;.178272;.197470;.197470;.270000;9159;5883
0.02;3;1;0;12;256;2;1;0;...;0;0;100000000;0;1;.003002;NA;.177461;.196765;.196765;.268888;9160;5877
0.02;3;1;0;12;256;2;1;0;6;0;0;100000000;0;1;0;NA;.045769;.051167;.051167;.054166;3054;6160
0.01;3;1;0;15;256;2;1;0;2;0;0;100000000;0;1;.001910;NA;.114598;.148458;.148458;.254888;9160;5811
0.02;3;1;0;15;256;2;1;0;...;0;0;100000000;0;1;.001977;NA;.114886;.148738;.148738;.253888;9160;5845
0.02;3;1;0;15;256;2;1;0;6;0;0;100000000;0;1;0;NA;.037644;.051067;.051067;.055333;3054;6232
0.02;3;1;0;18;256;2;1;0;2;0;0;100000000;0;1;.001341;NA;.081615;.116956;.116956;.239074;9160;5857
0.02;3;1;0;18;256;2;1;0;...;0;0;100000000;0;1;.001342;NA;.081751;.118034;.118034;.241296;9160;5863
0.02;3;1;0;18;256;2;1;0;6;0;0;100000000;0;1;0;NA;.032173;.052897;.052897;.056111;3054;6295
0.02;3;1;0;21;256;2;1;0;2;0;0;100000000;0;1;.000991;NA;.061281;.095461;.095461;.227777;9160;5850
0.02;3;1;0;21;256;2;1;0;...;0;0;100000000;0;1;.000982;NA;.060652;.094529;.094529;.226031;9160;5829
0.02;3;1;0;21;256;2;1;0;6;0;0;100000000;0;1;0;NA;.028319;.054201;.054201;.057619;3054;6353
0.02;3;1;0;24;256;2;1;0;2;0;0;100000000;0;1;.000762;NA;.047240;.078300;.078300;.213958;9159;5855
0.02;3;1;0;24;256;2;1;0;...;0;0;100000000;0;1;.000753;NA;.047218;.078597;.078597;.215069;9160;5831
0.02;3;1;0;24;256;2;1;0;6;0;0;100000000;0;1;0;NA;.025157;.055604;.055604;.058333;3054;6360
0.02;3;1;0;27;256;2;1;0;2;0;0;100000000;0;1;.000598;NA;.037558;.065696;.065696;2.592592;9160;399
