comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.42          229                1                  0    40       256       2         1         0         2         10000     10000     20000            100000      0           0           1             .000208      NA          .000260           .000882             .001026            .001250              15            1013
1.39          230                1                  0    40       256       2         1         0         2         10000     10000     15000            100000      0           0           1             .000217      NA          .000290           .001130             .001378            .001500              17            811
1.40          229                1                  0    40       256       2         1         0         2         10000     10000     10000            100000      0           0           1             .000182      NA          .000255           .001637             .002251            .002500              15            471
1.38          229                1                  0    40       256       2         1         0         2         10000     10000     5000             100000      0           0           1             .000368      NA          .000253           .003374             .004868            .005250              17            235
1.37          230                1                  0    40       256       2         1         0         2         10000     10000     1000             100000      0           0           1             .000340      NA          .000241           .017548             .025414            .025750              17            46
1.41          229                1                  0    40       256       2         1         0         2         10000     10000     500              100000      0           0           1             .000595      NA          .000225           .033197             .051220            .051500              17            22
1.39          229                1                  0    40       256       2         1         0         2         10000     10000     100              100000      0           0           1             .000295      NA          .000223           .130368             .249085            .249500              15            4
1.41          230                1                  0    40       256       2         1         0         3         10000     10000     20000            100000      0           0           1             .000172      NA          .000192           .000783             .001058            .001250              9             713
1.39          229                1                  0    40       256       2         1         0         3         10000     10000     15000            100000      0           0           1             .000328      NA          .000217           .000997             .001268            .001500              9             622
1.38          229                1                  0    40       256       2         1         0         3         10000     10000     10000            100000      0           0           1             .000348      NA          .000197           .000906             .001144            .001500              9             622
1.36          229                1                  0    40       256       2         1         0         3         10000     10000     5000             100000      0           0           1             .000314      NA          .000200           .000880             .001153            .001500              9             625
1.40          230                1                  0    40       256       2         1         0         3         10000     10000     1000             100000      0           0           1             .000186      NA          .000169           .000890             .001122            .001250              9             601
1.40          229                1                  0    40       256       2         1         0         3         10000     10000     500              100000      0           0           1             .000369      NA          .000178           .000957             .001129            .001500              9             573
1.37          229                1                  0    40       256       2         1         0         3         10000     10000     100              100000      0           0           1             .000173      NA          .000198           .000926             .001116            .001250              9             690
1.38          230                1                  0    40       256       2         1         0         5         10000     10000     20000            100000      0           0           1             .000169      NA          .000205           .000916             .001182            .001250              12            684
1.40          230                1                  0    40       256       2         1         0         5         10000     10000     15000            100000      0           0           1             .000142      NA          .000207           .000917             .001106            .001250              12            763
1.40          230                1                  0    40       256       2         1         0         5         10000     10000     10000            100000      0           0           1             .000331      NA          .000188           .000877             .001212            .001500              12            616
1.40          229                1                  0    40       256       2         1         0         5         10000     10000     5000             100000      0           0           1             .000231      NA          .000251           .000949             .001254            .001250              12            791
1.36          230                1                  0    40       256       2         1         0         5         10000     10000     1000             100000      0           0           1             .000281      NA          .000205           .001004             .001285            .001500              12            589
1.41          228                1                  0    40       256       2         1         0         5         10000     10000     500              100000      0           0           1             .000258      NA          .000201           .000912             .001324            .001500              12            604
1.41          229                1                  0    40       256       2         1         0         5         10000     10000     100              100000      0           0           1             .000308      NA          .000201           .000946             .001204            .001500              12            607
