comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.11;281;1;0;32;256;14;1;0;2;10000;10000;4000;20000;0;0;2;.000192;NA;.033241;.034897;.041323;.041562;5;2558
2.15;281;1;0;32;256;14;1;0;2;10000;10000;4000;20000;0;0;2;.000184;NA;.032941;.033621;.037911;.038125;5;2766
2.14;282;1;0;32;256;14;1;0;2;10000;10000;4000;20000;0;0;2;.000178;NA;.032660;.033116;.036284;.036562;5;2861
2.11;281;1;0;32;256;14;1;0;2;10000;10000;4000;20000;0;0;2;.000338;NA;.032999;.034755;.040822;.041250;5;2561
2.13;280;1;0;32;256;14;1;0;2;10000;10000;4000;20000;0;0;2;.000183;NA;.031767;.033107;.038461;.038750;5;2627
2.12;280;1;0;32;256;14;1;0;2;10000;10000;2000;20000;0;0;2;.000335;NA;.031176;.032910;.038954;.039062;5;2542
2.14;281;1;0;32;256;14;1;0;2;10000;10000;2000;20000;0;0;2;.000183;NA;.032992;.034385;.040379;.040625;5;2597
2.14;285;1;0;32;256;14;1;0;2;10000;10000;2000;20000;0;0;2;.000506;NA;.032015;.033633;.038423;.039062;5;2626
2.13;280;1;0;32;256;14;1;0;2;10000;10000;2000;20000;0;0;2;.000176;NA;.032619;.032951;.035731;.035937;5;2895
2.12;280;1;0;32;256;14;1;0;2;10000;10000;2000;20000;0;0;2;.000358;NA;.032511;.033403;.039160;.039687;5;2625
2.14;282;1;0;32;256;14;1;0;2;10000;10000;1000;20000;0;0;2;.000516;NA;.032773;.033991;.041136;.041562;5;2512
2.11;281;1;0;32;256;14;1;0;2;10000;10000;1000;20000;0;0;2;.000142;NA;.031530;.033566;.037077;.037187;5;2703
2.11;281;1;0;32;256;14;1;0;2;10000;10000;1000;20000;0;0;2;.000517;NA;.033824;.034345;.040728;.041250;5;2617
2.10;281;1;0;32;256;14;1;0;2;10000;10000;1000;20000;0;0;2;.000181;NA;.032752;.033368;.037323;.037500;5;2789
2.11;281;1;0;32;256;14;1;0;2;10000;10000;1000;20000;0;0;2;.000158;NA;.032526;.034216;.038828;.039062;5;2663
2.14;282;1;0;32;256;14;1;0;2;10000;10000;500;20000;0;0;2;.000137;NA;.031454;.034210;.041678;.041875;5;2399
2.14;281;1;0;32;256;14;1;0;2;10000;10000;500;20000;0;0;2;.000165;NA;.032200;.033926;.037454;.037500;5;2735
2.13;280;1;0;32;256;14;1;0;2;10000;10000;500;20000;0;0;2;.000368;NA;.032059;.033647;.038159;.038437;5;2658
