comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);bandwidths(Mbs);input_size;preprocess;splitroles;packetdrops(%);verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
3.91;356;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.038866;NA;.044643;.094045;.094040;.130000;9;61
3.99;356;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.039560;NA;.046430;.218094;.218073;.260000;9;33
3.80;355;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.038647;NA;.044802;.083668;.083656;.120000;7;66
3.89;355;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.050562;NA;.043226;.082436;.082429;.130000;9;55
4.24;356;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.041752;NA;.041316;.186383;.186372;.230000;9;35
3.88;356;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.038579;NA;.040728;.235392;.235368;.270000;7;28
3.81;355;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.042722;NA;.045069;.097079;.097066;.140000;9;60
4.00;356;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.041143;NA;.043899;.079863;.079851;.120000;9;67
3.95;356;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.051841;NA;.044784;.070218;.070211;.120000;9;63
3.94;356;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.040796;NA;.046483;.097692;.097687;.140000;9;60
4.04;355;1;0;1;32;521;1;0;5;10000;10000;0;10000;500;0;0;0;1;.043173;NA;.038439;.217196;.217187;.260000;9;28
3.93;355;1;0;1;32;521;1;0;5;10000;10000;0;10000;500;0;0;0;1;.046618;NA;.040192;.102582;.102573;.150000;7;52
4.10;356;1;0;1;32;521;1;0;5;10000;10000;0;10000;500;0;0;0;1;.050541;NA;.033901;.077607;.077601;.130000;7;50
