comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
6.06          478                1                  0    1        32        410       1         0         5         10000     10000     224         0           0           2             .011434      NA          .002863           .004805             .004798            .020000              4             38
6.04          478                1                  0    1        32        410       1         0         5         10000     10000     224         0           0           2             .005983      NA          .002797           .002401             .002395            .010000              4             50
6.03          480                1                  0    1        32        410       1         0         5         10000     10000     224         0           0           2             .011444      NA          .002953           .003677             .003670            .010000              4             36
5.98          479                1                  0    1        32        410       1         0         5         10000     10000     224         0           0           2             .010940      NA          .002927           .005894             .005889            .020000              4             35
6.04          479                1                  0    1        32        410       1         0         5         10000     10000     224         0           0           2             .002755      NA          .002763           .002307             .002300            0                    4             75
6.20          484                1                  0    1        32        410       1         0         12        10000     10000     224         0           0           2             .011579      NA          .005415           .006040             .006033            .020000              4             47
6.11          483                1                  0    1        32        410       1         0         12        10000     10000     224         0           0           2             .006059      NA          .006425           .004335             .004328            .010000              4             69
6.15          483                1                  0    1        32        410       1         0         12        10000     10000     224         0           0           2             .004410      NA          .004457           .002450             .002443            .010000              4             90
6.20          484                1                  0    1        32        410       1         0         12        10000     10000     224         0           0           2             .011350      NA          .004558           .002598             .002591            .010000              4             52
6.15          483                1                  0    1        32        410       1         0         12        10000     10000     224         0           0           2             .005747      NA          .004814           .003147             .003140            .010000              4             72
6.02          480                1                  0    1        128       410       1         0         5         10000     10000     224         0           0           2             .011274      NA          .004063           .005893             .005888            .020000              5             40
6.07          481                1                  0    1        128       410       1         0         5         10000     10000     224         0           0           2             .011174      NA          .002598           .006231             .006224            .020000              5             30
6.06          480                1                  0    1        128       410       1         0         5         10000     10000     224         0           0           2             .005982      NA          .004608           .003998             .003992            .010000              5             69
6.07          480                1                  0    1        128       410       1         0         5         10000     10000     224         0           0           2             .011029      NA          .002679           .007273             .007269            .020000              5             28
6.08          480                1                  0    1        128       410       1         0         5         10000     10000     224         0           0           2             .005977      NA          .004378           .003951             .003945            .010000              5             61
6.18          485                1                  0    1        128       410       1         0         12        10000     10000     224         0           0           2             .005117      NA          .005448           .003900             .003894            .010000              5             83
6.16          485                1                  0    1        128       410       1         0         12        10000     10000     224         0           0           2             .005560      NA          .005775           .004169             .004162            .010000              5             76
6.16          484                1                  0    1        128       410       1         0         12        10000     10000     224         0           0           2             .011209      NA          .005654           .007034             .007027            .020000              5             45
6.13          485                1                  0    1        128       410       1         0         12        10000     10000     224         0           0           2             .006195      NA          .005689           .004420             .004412            .010000              5             71
6.20          484                1                  0    1        128       410       1         0         12        10000     10000     224         0           0           2             .011311      NA          .005805           .007174             .007168            .020000              5             45
6.01          481                1                  0    1        256       410       1         0         5         10000     10000     224         0           0           2             .011300      NA          .006007           .006740             .006735            .020000              6             47
6.09          482                1                  0    1        256       410       1         0         5         10000     10000     224         0           0           2             .005793      NA          .006641           .005409             .005402            .010000              6             73
6.07          481                1                  0    1        256       410       1         0         5         10000     10000     224         0           0           2             .011430      NA          .005836           .007885             .007879            .020000              7             43
6.06          482                1                  0    1        256       410       1         0         5         10000     10000     224         0           0           2             .011317      NA          .005800           .004938             .004932            .020000              6             50
6.04          483                1                  0    1        256       410       1         0         5         10000     10000     224         0           0           2             .005969      NA          .005922           .005181             .005175            .010000              7             66
6.14          485                1                  0    1        256       410       1         0         12        10000     10000     224         0           0           2             .004639      NA          .009830           .007766             .007759            .010000              6             87
6.15          486                1                  0    1        256       410       1         0         12        10000     10000     224         0           0           2             .005170      NA          .009857           .007234             .007226            .010000              6             93
6.16          486                1                  0    1        256       410       1         0         12        10000     10000     224         0           0           2             .016387      NA          .008803           .006883             .006876            .020000              6             46
6.13          485                1                  0    1        256       410       1         0         12        10000     10000     224         0           0           2             .006199      NA          .009751           .007567             .007561            .010000              6             82
6.13          484                1                  0    1        256       410       1         0         12        10000     10000     224         0           0           2             .006100      NA          .009747           .007056             .007049            .010000              6             82
