comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;1;512;20;1;0;5;10000;10000;32;0;1;0;.002462;NA;.088777;.061295;.079475;.086666;772;640
0.02;3;1;0;1;512;20;1;0;5;10000;10000;224;0;1;0;.066941;NA;4.013946;2.536382;3.327370;3.520000;37641;704
0.02;3;1;0;1;512;20;1;0;6;10000;10000;32;0;1;0;.001069;NA;.021332;.021105;.022449;.023333;131;538
0.03;3;1;0;1;512;20;1;0;6;10000;10000;224;0;1;0;.000749;NA;.634918;.634836;.645957;.646666;6277;588
0.02;3;1;0;1;512;23;1;0;5;10000;10000;32;0;1;0;.002408;NA;.093504;.061522;.081240;.086666;772;669
0.02;3;1;0;1;512;23;1;0;5;10000;10000;224;0;1;0;.066423;NA;4.020756;2.530332;3.328785;3.508333;37641;708
0.02;3;1;0;1;512;23;1;0;6;10000;10000;32;0;1;0;.001046;NA;.017091;.016879;.018023;.020000;131;537
0.02;3;1;0;1;512;23;1;0;6;10000;10000;224;0;1;0;.001917;NA;.632009;.631844;.651237;.653333;6276;580
0.02;3;1;0;1;512;25;1;0;5;10000;10000;32;0;1;0;.002186;NA;.053973;.033416;.048508;.051666;388;642
0.02;3;1;0;1;512;25;1;0;5;10000;10000;224;0;1;0;.034038;NA;2.018589;1.263479;1.697539;1.790000;18822;698
0.02;3;1;0;1;512;25;1;0;6;10000;10000;32;0;1;0;.001046;NA;.009411;.009175;.009484;.011666;67;522
0.02;3;1;0;1;512;25;1;0;6;10000;10000;224;0;1;0;.001003;NA;.322492;.322264;.347214;.348333;3140;555
0.02;3;1;0;2;512;20;1;0;5;10000;10000;32;0;1;0;.001500;NA;.046412;.031427;.042404;.045833;771;1286
0.02;3;1;0;2;512;20;1;0;5;10000;10000;224;0;1;0;.044633;NA;2.140508;1.430715;1.905883;2.008333;37640;1321
0.02;3;1;0;2;512;20;1;0;6;10000;10000;32;0;1;0;.000560;NA;.009805;.009724;.010191;.010833;130;1063
0.03;3;1;0;2;512;20;1;0;6;10000;10000;224;0;1;0;.000583;NA;.376716;.376753;.384531;.385000;6276;1173
0.02;3;1;0;2;512;23;1;0;5;10000;10000;32;0;1;0;.001408;NA;.044831;.030899;.040479;.044166;771;1290
0.02;3;1;0;2;512;23;1;0;5;10000;10000;224;0;1;0;.033459;NA;2.132183;1.402208;1.895273;1.991666;37641;1328
0.02;3;1;0;2;512;23;1;0;6;10000;10000;32;0;1;0;.000575;NA;.011844;.011758;.012177;.013333;131;1085
0.02;3;1;0;2;512;23;1;0;6;10000;10000;224;0;1;0;.000998;NA;.369909;.369870;.383307;.384166;6275;1155
0.02;3;1;0;2;512;25;1;0;5;10000;10000;32;0;1;0;.000997;NA;.022361;.015664;.020906;.022500;387;1236
0.02;3;1;0;2;512;25;1;0;5;10000;10000;224;0;1;0;.017097;NA;1.081305;.704417;.940323;.992500;18821;1354
0.02;3;1;0;2;512;25;1;0;6;10000;10000;32;0;1;0;.000448;NA;.005190;.005146;.005349;.005833;66;1044
0.02;3;1;0;2;512;25;1;0;6;10000;10000;224;0;1;0;.000502;NA;.188607;.188612;.198279;.199166;3139;1135
0.02;3;1;0;3;512;20;1;0;5;10000;10000;32;0;1;0;.000911;NA;.032594;.023731;.030177;.032777;771;1887
0.02;3;1;0;3;512;20;1;0;5;10000;10000;224;0;1;0;.022619;NA;1.555770;1.162344;1.418896;1.496666;37640;1940
0.02;3;1;0;3;512;20;1;0;6;10000;10000;32;0;1;0;.001049;NA;.007615;.007594;.008192;.009444;131;1483
0.02;3;1;0;3;512;20;1;0;6;10000;10000;224;0;1;0;.000659;NA;.286484;.286569;.294770;.295000;6275;1746
0.02;3;1;0;3;512;23;1;0;5;10000;10000;32;0;1;0;.000826;NA;.032982;.023616;.031298;.033333;771;1855
0.02;3;1;0;3;512;23;1;0;5;10000;10000;224;0;1;0;.029829;NA;1.585368;1.152521;1.425466;1.505000;37640;1963
0.02;3;1;0;3;512;23;1;0;6;10000;10000;32;0;1;0;.000676;NA;.006781;.006744;.007279;.008333;130;1501
0.02;3;1;0;3;512;23;1;0;6;10000;10000;224;0;1;0;.000658;NA;.288858;.289034;.297301;.297777;6274;1745
0.02;3;1;0;3;512;25;1;0;5;10000;10000;32;0;1;0;.000867;NA;.016604;.012059;.015305;.017222;387;1849
0.02;3;1;0;3;512;25;1;0;5;10000;10000;224;0;1;0;.011387;NA;.795814;.569246;.731401;.776111;18821;1917
0.02;3;1;0;3;512;25;1;0;6;10000;10000;32;0;1;0;.000372;NA;.004049;.004005;.004271;.005000;66;1520
0.02;3;1;0;3;512;25;1;0;6;10000;10000;224;0;1;0;.000351;NA;.144892;.144915;.151796;.152222;3139;1710
0.02;3;1;0;4;512;20;1;0;5;10000;10000;32;0;1;0;.001127;NA;.026719;.021344;.026058;.027916;772;2431
0.02;3;1;0;4;512;20;1;0;5;10000;10000;224;0;1;0;.019182;NA;1.187269;.961164;1.225568;17.500000;37640;162
