comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.91;252;1;0;45;256;2;1;0;8;1000000;1000;12000;1000000;0;0;1;.000445;NA;.002930;.025014;.029932;.030222;186;448
1.92;254;1;0;45;256;2;1;0;8;1000000;1000;11000;1000000;0;0;1;.000458;NA;.002867;.025252;.031221;.031333;186;423
1.91;252;1;0;45;256;2;1;0;8;1000000;1000;10000;1000000;0;0;1;.000386;NA;.002912;.025922;.032379;.032444;186;415
1.92;252;1;0;45;256;2;1;0;8;1000000;1000;9000;1000000;0;0;1;.000460;NA;.002861;.026110;.033796;.034222;187;388
1.91;254;1;0;45;256;2;1;0;8;1000000;1000;8000;1000000;0;0;1;.000512;NA;.002722;.029107;.036759;.036888;187;342
1.93;252;1;0;45;256;2;1;0;8;1000000;1000;7000;1000000;0;0;1;.000406;NA;.002789;.032954;.040966;.041111;186;314
1.93;253;1;0;45;256;2;1;0;8;1000000;1000;6000;1000000;0;0;1;.000406;NA;.002802;.038219;.046345;.046666;186;278
1.88;254;1;0;45;256;2;1;0;8;1000000;1000;5000;1000000;0;0;1;.000403;NA;.002766;.044519;.054715;.054888;186;233
1.88;253;1;0;45;256;2;1;0;8;1000000;1000;4000;1000000;0;0;1;.000443;NA;.002826;.057509;.067717;.068000;187;192
1.93;253;1;0;45;256;2;1;0;8;1000000;1000;3000;1000000;0;0;1;.000496;NA;.002829;.080250;.089078;.089333;187;147
1.89;253;1;0;45;256;2;1;0;8;1000000;1000;2000;1000000;0;0;1;.000529;NA;.002938;.130373;.135760;.136000;186;100
1.94;252;1;0;45;256;2;1;0;8;1000000;1000;1000;1000000;0;0;1;.000454;NA;.002894;.236641;.259728;.260222;187;51
1.92;253;1;0;45;256;2;1;0;9;1000000;1000;12000;1000000;0;0;1;.000798;NA;.005873;.019885;.021814;.022222;249;1226
1.95;252;1;0;45;256;2;1;0;9;1000000;1000;11000;1000000;0;0;1;.000775;NA;.005970;.021490;.023719;.024444;249;1150
1.92;253;1;0;45;256;2;1;0;9;1000000;1000;10000;1000000;0;0;1;.000899;NA;.005987;.023829;.025996;.026888;249;1049
1.94;254;1;0;45;256;2;1;0;9;1000000;1000;9000;1000000;0;0;1;.000764;NA;.005936;.026089;.028793;.029333;247;949
1.94;254;1;0;45;256;2;1;0;9;1000000;1000;8000;1000000;0;0;1;.000667;NA;.005903;.030055;.032345;.032666;247;840
1.93;253;1;0;45;256;2;1;0;9;1000000;1000;7000;1000000;0;0;1;.001090;NA;.005797;.034757;.036899;.037777;249;726
