comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);bandwidths(Mbs);input_size;preprocess;splitroles;packetdrops(%);verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000596;NA;.000113;.000221;.000309;.000833;6;617
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000721;NA;.000130;.000221;.000346;.001250;6;613
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000390;NA;.000163;.000158;.000264;.000833;6;1036
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000981;NA;.000078;.000185;.000384;.001250;6;400
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000394;NA;.000113;.000141;.000238;.000833;6;882
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000655;NA;.000132;.000177;.000327;.000833;6;727
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000936;NA;.000081;.000192;.000272;.001250;6;447
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000415;NA;.000178;.000236;.000390;.000833;6;970
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000381;NA;.000116;.000146;.000236;.000833;6;895
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000423;NA;.000125;.000144;.000217;.000833;6;957
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;10000;1;0;1;0;1;.000396;NA;.000132;.000260;.000361;.000833;6;854
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;10000;1;0;1;0;1;.000380;NA;.000114;.000144;.000231;.000833;6;860
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;10000;1;0;1;0;1;.000413;NA;.000109;.000275;.000381;.000833;6;715
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;10000;1;0;1;0;1;.000377;NA;.000117;.000161;.000274;.000833;6;872
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;10000;1;0;1;0;1;.000444;NA;.000138;.000161;.000304;.000833;6;943
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;10000;1;0;1;0;1;.000400;NA;.000135;.000156;.000263;.000833;6;904
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;10000;1;0;1;0;1;.000583;NA;.000111;.000164;.000300;.000833;6;720
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;10000;1;0;1;0;1;.000615;NA;.000131;.000167;.000308;.000833;6;820
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;10000;1;0;1;0;1;.000364;NA;.000131;.000173;.000274;.000833;6;821
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;10000;1;0;1;0;1;.000425;NA;.000120;.000189;.000347;.000833;8;895
