comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.01;3;1;0;1;512;2;1;0;2;0;0;1000000;0;1;.000001;NA;.023767;.025407;.025407;.028333;247;506
0.02;3;1;0;1;512;2;1;0;2;0;500;1000000;0;1;.000608;NA;.036906;.021294;.021294;.025000;248;911
0.02;3;1;0;1;512;2;1;0;2;0;5000;1000000;0;1;.000552;NA;.028745;.018903;.018903;.021666;248;802
0.02;3;1;0;1;512;2;1;0;2;0;50000;1000000;0;1;.000602;NA;.026794;.016182;.016182;.020000;248;825
0.02;3;1;0;1;512;2;1;0;2;500;0;1000000;0;1;.000517;NA;.031844;.024111;.024111;.028333;248;698
0.02;3;1;0;1;512;2;1;0;2;500;500;1000000;0;1;.000886;NA;.036234;.018919;.018919;.023333;249;961
0.01;3;1;0;1;512;2;1;0;2;500;5000;1000000;0;1;.000848;NA;.031399;.018227;.018227;.023333;249;872
0.02;3;1;0;1;512;2;1;0;2;500;50000;1000000;0;1;.000856;NA;.032784;.017826;.017826;.021666;248;965
0.01;3;1;0;1;512;2;1;0;2;5000;0;1000000;0;1;.000462;NA;.029806;.022909;.022909;.025000;248;714
0.02;3;1;0;1;512;2;1;0;2;5000;500;1000000;0;1;.000771;NA;.037359;.018741;.018741;.021666;249;1040
0.02;3;1;0;1;512;2;1;0;2;5000;5000;1000000;0;1;.000819;NA;.030923;.016874;.016873;.020000;249;947
0.02;3;1;0;1;512;2;1;0;2;5000;50000;1000000;0;1;.000808;NA;.027710;.015487;.015487;.021666;248;828
0.02;3;1;0;1;512;2;1;0;2;50000;0;1000000;0;1;.000463;NA;.029239;.023344;.023344;.026666;248;688
0.02;3;1;0;1;512;2;1;0;2;50000;500;1000000;0;1;.000904;NA;.034430;.018770;.018770;.023333;248;944
0.02;3;1;0;1;512;2;1;0;2;50000;5000;1000000;0;1;.000814;NA;.033138;.019011;.019011;.025000;248;840
0.02;3;1;0;1;512;2;1;0;2;50000;50000;1000000;0;1;.000799;NA;.027173;.015608;.015608;.020000;248;847
0.02;3;1;0;1;512;2;1;0;3;0;0;1000000;0;1;.000196;NA;.024316;.033585;.033585;.038333;308;393
0.02;3;1;0;1;512;2;1;0;3;0;500;1000000;0;1;.000261;NA;.032284;.031316;.031316;.035000;309;555
0.02;3;1;0;1;512;2;1;0;3;0;5000;1000000;0;1;.000325;NA;.027318;.027922;.027922;.031666;309;537
0.02;3;1;0;1;512;2;1;0;3;0;50000;1000000;0;1;.000283;NA;.027031;.027454;.027454;.031666;309;540
0.01;3;1;0;1;512;2;1;0;3;500;0;1000000;0;1;.000308;NA;.032390;.036286;.036286;.045000;310;445
0.02;3;1;0;1;512;2;1;0;3;500;500;1000000;0;1;.000389;NA;.034883;.019270;.019270;.023333;310;906
0.02;3;1;0;1;512;2;1;0;3;500;5000;1000000;0;1;.000274;NA;.033338;.019451;.019450;.025000;310;845
0.02;3;1;0;1;512;2;1;0;3;500;50000;1000000;0;1;.000265;NA;.029094;.019104;.019104;.021666;310;797
0.02;3;1;0;1;512;2;1;0;3;5000;0;1000000;0;1;.000262;NA;.027089;.033249;.033248;.040000;310;416
0.02;3;1;0;1;512;2;1;0;3;5000;500;1000000;0;1;.000342;NA;.034970;.019714;.019714;.025000;311;860
0.02;3;1;0;1;512;2;1;0;3;5000;5000;1000000;0;1;.000406;NA;.027241;.018250;.018250;.023333;311;731
0.02;3;1;0;1;512;2;1;0;3;5000;50000;1000000;0;1;.000291;NA;.027777;.017324;.017324;.021666;310;804
0.02;3;1;0;1;512;2;1;0;3;50000;0;1000000;0;1;.000291;NA;.026286;.030398;.030398;.036666;309;454
0.01;3;1;0;1;512;2;1;0;3;50000;500;1000000;0;1;.000365;NA;.035389;.021033;.021033;.025000;309;891
0.02;3;1;0;1;512;2;1;0;3;50000;5000;1000000;0;1;.000298;NA;.026594;.017669;.017669;.021666;309;735
0.02;3;1;0;1;512;2;1;0;3;50000;50000;1000000;0;1;.000260;NA;.027479;.017382;.017382;.021666;309;800
0.02;3;1;0;1;512;2;1;0;5;0;0;1000000;0;1;.000180;NA;.023505;.033840;.033840;.040000;247;370
0.02;3;1;0;1;512;2;1;0;5;0;500;1000000;0;1;.000297;NA;.034155;.029911;.029911;.033333;248;645
0.02;3;1;0;1;512;2;1;0;5;0;5000;1000000;0;1;.000298;NA;.025932;.026802;.026802;.030000;248;526
0.02;3;1;0;1;512;2;1;0;5;0;50000;1000000;0;1;.000276;NA;.026256;.026437;.026437;.030000;248;537
0.02;3;1;0;1;512;2;1;0;5;500;0;1000000;0;1;.000312;NA;.030960;.038285;.038285;.045000;250;432
0.02;3;1;0;1;512;2;1;0;5;500;500;1000000;0;1;.000472;NA;.034841;.020309;.020309;.025000;249;840
0.02;3;1;0;1;512;2;1;0;5;500;5000;1000000;0;1;.000379;NA;.032735;.018969;.018969;.023333;249;891
0.02;3;1;0;1;512;2;1;0;5;500;50000;1000000;0;1;.000405;NA;.028567;.017416;.017416;.021666;249;846
