comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.01          3                  1                  0    1        512       2         1         0         1         0         0         1000000     0           2           .000352      NA          .018539           .021289             .021289            .022777              370           1489
0.02          3                  1                  0    1        512       2         1         0         2         0         0         1000000     0           2           .000397      NA          .010275           .011835             .011835            .013333              251           1442
0.02          3                  1                  0    1        512       2         1         0         3         0         0         1000000     0           2           .000279      NA          .008962           .011854             .011854            .016666              309           1019
0.02          3                  1                  0    1        512       2         1         0         4         0         0         1000000     0           2           .000376      NA          .010147           .015426             .015426            .019444              309           992
0.02          3                  1                  0    1        512       2         1         0         5         0         0         1000000     0           2           .000289      NA          .008924           .012387             .012387            .016111              248           1035
0.02          3                  1                  0    1        512       2         1         0         6         0         0         1000000     0           2           0            NA          .001388           .001368             .001368            .002222              64            1312
0.02          3                  1                  0    2        512       2         1         0         1         0         0         1000000     0           2           .000249      NA          .012659           .017798             .017798            .020277              370           2313
0.02          3                  1                  0    2        512       2         1         0         2         0         0         1000000     0           2           .000195      NA          .007081           .009515             .009515            .011111              248           2353
0.02          3                  1                  0    2        512       2         1         0         3         0         0         1000000     0           2           .000152      NA          .005851           .008557             .008557            .011666              308           1879
0.02          3                  1                  0    2        512       2         1         0         4         0         0         1000000     0           2           .000206      NA          .005627           .010857             .010857            11.666666            309           1
