comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    1        512       19        1         0         5         10000     10000     1000000     0           1           0             .001532      NA          .033999           .019693             .020779            .025000              371           866
0.02          3                  1                  0    1        512       19        1         0         5         10000     10000     10000000    0           1           0             .008926      NA          .306566           .180839             .184924            .206666              3675          931
0.02          3                  1                  0    2        512       19        1         0         5         10000     10000     1000000     0           1           0             .000885      NA          .018791           .011783             .014100            .015833              370           1463
0.02          3                  1                  0    2        512       19        1         0         5         10000     10000     10000000    0           1           0             .003969      NA          .176381           .108109             .122353            .132500              3675          1674
0.02          3                  1                  0    3        512       19        1         0         5         10000     10000     1000000     0           1           0             .000983      NA          .013818           .010650             .012047            .013888              370           1935
0.02          3                  1                  0    3        512       19        1         0         5         10000     10000     10000000    0           1           0             .003166      NA          .131959           .103033             .122793            .132777              3675          1916
0.02          3                  1                  0    4        512       19        1         0         5         10000     10000     1000000     0           1           0             .000767      NA          .011625           .010165             .012251            .013333              370           2250
0.02          3                  1                  0    4        512       19        1         0         5         10000     10000     10000000    0           1           0             .002165      NA          .117337           .100807             .120325            .123333              3678          2406
0.02          3                  1                  0    5        512       19        1         0         5         10000     10000     1000000     0           1           0             .000440      NA          .009913           .009973             .011556            .012333              370           2595
0.02          3                  1                  0    5        512       19        1         0         5         10000     10000     10000000    0           1           0             .002073      NA          .101031           .098115             .113989            .119666              3675          2721
0.02          3                  1                  0    6        512       19        1         0         5         10000     10000     1000000     0           1           0             .000385      NA          .008705           .009223             .011138            .011666              370           2824
0.02          3                  1                  0    6        512       19        1         0         5         10000     10000     10000000    0           1           0             .002146      NA          .088018           .098265             .114612            .118333              3674          2857
