comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.91;252;1;0;45;256;2;1;0;8;1000000;1000;12000;1000000;0;0;1;.000498;NA;.003000;.025300;.030224;.030444;186;456
1.94;254;1;0;45;256;2;1;0;8;1000000;1000;11000;1000000;0;0;1;.000350;NA;.002841;.021805;.028180;.028444;187;467
1.92;252;1;0;45;256;2;1;0;8;1000000;1000;10000;1000000;0;0;1;.000429;NA;.002915;.026657;.032519;.032888;186;411
1.93;254;1;0;45;256;2;1;0;8;1000000;1000;9000;1000000;0;0;1;.000466;NA;.002836;.028139;.033344;.033555;187;392
1.90;252;1;0;45;256;2;1;0;8;1000000;1000;8000;1000000;0;0;1;.000335;NA;.002859;.029809;.037263;.037333;186;354
1.90;253;1;0;45;256;2;1;0;8;1000000;1000;7000;1000000;0;0;1;.000446;NA;.002922;.037156;.042639;.043111;186;314
1.93;253;1;0;45;256;2;1;0;8;1000000;1000;6000;1000000;0;0;1;.000587;NA;.002833;.040404;.047022;.047333;186;276
1.93;256;1;0;45;256;2;1;0;8;1000000;1000;5000;1000000;0;0;1;.000446;NA;.002790;.044740;.054762;.054888;186;236
1.94;253;1;0;45;256;2;1;0;8;1000000;1000;4000;1000000;0;0;1;.000459;NA;.002774;.056713;.067131;.067333;187;191
1.94;254;1;0;45;256;2;1;0;8;1000000;1000;3000;1000000;0;0;1;.000373;NA;.002840;.080687;.088901;.089111;186;147
1.91;254;1;0;45;256;2;1;0;8;1000000;1000;2000;1000000;0;0;1;.000532;NA;.002948;.130648;.136691;.136888;187;100
1.94;253;1;0;45;256;2;1;0;8;1000000;1000;1000;1000000;0;0;1;.000617;NA;.002926;.233869;.260235;.260444;187;52
1.94;254;1;0;45;256;2;1;0;9;1000000;1000;12000;1000000;0;0;1;.000812;NA;.005889;.019947;.021905;.022666;249;1222
1.91;254;1;0;45;256;2;1;0;9;1000000;1000;11000;1000000;0;0;1;.000816;NA;.006075;.022427;.023950;.024666;249;1161
1.94;252;1;0;45;256;2;1;0;9;1000000;1000;10000;1000000;0;0;1;.001062;NA;.005834;.023550;.025975;.026888;247;1015
1.91;253;1;0;45;256;2;1;0;9;1000000;1000;9000;1000000;0;0;1;.000759;NA;.005784;.026260;.028806;.029555;249;920
1.91;253;1;0;45;256;2;1;0;9;1000000;1000;8000;1000000;0;0;1;.000902;NA;.005819;.028767;.032474;9.333333;248;2
