comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.01;3;1;0;4;256;404;1;0;5;10000;10000;1;10;0;1;2;.000731;NA;.000058;.002832;.002876;.003750;3;91
0.01;3;1;0;4;256;404;1;0;5;10000;10000;1;100;0;1;2;.000464;NA;.000055;.002894;.002939;.003333;3;101
0.01;3;1;0;4;256;404;1;0;5;10000;10000;1;1000;0;1;2;.000707;NA;.000082;.002748;.002781;.003750;4;113
0.01;3;1;0;4;256;404;1;0;5;10000;10000;1;10000;0;1;2;.000718;NA;.000297;.003419;.003702;.004583;6;203
0.02;3;1;0;4;256;404;1;0;5;10000;10000;1;100000;0;1;2;.000766;NA;.001972;.005207;.005728;.006666;32;760
0.02;3;1;0;4;256;404;1;0;5;10000;10000;1;1000000;0;1;2;.001450;NA;.015842;.018412;.019759;.020833;265;1847
0.02;3;1;0;4;256;404;1;0;5;10000;10000;1;10;0;1;2;.000403;NA;.000050;.002674;.002735;.003333;3;98
0.02;3;1;0;4;256;404;1;0;5;10000;10000;1;100;0;1;2;.000361;NA;.000053;.002707;.002738;.003333;3;107
0.02;3;1;0;4;256;404;1;0;5;10000;10000;1;1000;0;1;2;.000380;NA;.000076;.002690;.002751;.003333;4;118
0.02;3;1;0;4;256;404;1;0;5;10000;10000;1;10000;0;1;2;.000713;NA;.000260;.003391;.003555;.004583;6;190
0.01;3;1;0;4;256;404;1;0;5;10000;10000;1;100000;0;1;2;.000760;NA;.001930;.005110;.005847;.006666;31;726
0.02;3;1;0;4;256;404;1;0;5;10000;10000;1;1000000;0;1;2;.001175;NA;.015362;.018154;.020056;.021250;273;1780
0.02;3;1;0;4;256;404;1;0;5;10000;10000;1;10;0;1;2;.000408;NA;.000050;.002691;.002740;.003333;3;103
0.01;3;1;0;4;256;404;1;0;5;10000;10000;1;100;0;1;2;.000715;NA;.000063;.002755;.002819;.003750;3;105
0.02;3;1;0;4;256;404;1;0;5;10000;10000;1;1000;0;1;2;.000409;NA;.000074;.002749;.002777;.003333;4;116
0.02;3;1;0;4;256;404;1;0;5;10000;10000;1;10000;0;1;2;.000412;NA;.000246;.003360;.003574;.004166;6;203
0.01;3;1;0;4;256;404;1;0;5;10000;10000;1;100000;0;1;2;.000462;NA;.001896;.004980;.005679;.006250;32;784
0.02;3;1;0;4;256;404;1;0;5;10000;10000;1;1000000;0;1;2;.000991;NA;.015098;.018472;.022923;.023750;273;1565
0.01;3;1;0;4;256;404;1;0;5;10000;10000;2;10;0;1;2;.000720;NA;.000062;.005447;.005613;.006250;3;52
0.02;3;1;0;4;256;404;1;0;5;10000;10000;2;100;0;1;2;.000682;NA;.000068;.005576;.005720;.006666;3;59
0.01;3;1;0;4;256;404;1;0;5;10000;10000;2;1000;0;1;2;.000280;NA;.000089;.005409;.005457;.005833;4;75
0.02;3;1;0;4;256;404;1;0;5;10000;10000;2;10000;0;1;2;.000320;NA;.000279;.006652;.006994;.007500;6;121
0.01;3;1;0;4;256;404;1;0;5;10000;10000;2;100000;0;1;2;.000750;NA;.002070;.007972;.008280;.009166;31;579
0.01;3;1;0;4;256;404;1;0;5;10000;10000;2;1000000;0;1;2;.001122;NA;.016021;.018606;.019393;.020416;259;1938
0.02;3;1;0;4;256;404;1;0;5;10000;10000;2;10;0;1;2;.000572;NA;.000059;.005462;.005649;.006250;3;54
0.02;3;1;0;4;256;404;1;0;5;10000;10000;2;100;0;1;2;.000668;NA;.000070;.005384;.005420;.006250;3;60
0.01;3;1;0;4;256;404;1;0;5;10000;10000;2;1000;0;1;2;.000569;NA;.000084;.005316;.005431;.006250;4;69
0.02;3;1;0;4;256;404;1;0;5;10000;10000;2;10000;0;1;2;.000691;NA;.000280;.006548;.006954;.007500;10;119
0.01;3;1;0;4;256;404;1;0;5;10000;10000;2;100000;0;1;2;.000634;NA;.001940;.007982;.008306;.009166;33;557
0.03;3;1;0;4;256;404;1;0;5;10000;10000;2;1000000;0;1;2;.001045;NA;.015769;.018536;.019357;.020416;258;1894
0.01;3;1;0;4;256;404;1;0;5;10000;10000;2;10;0;1;2;.000953;NA;.000063;.005367;.005407;.006250;3;58
0.02;3;1;0;4;256;404;1;0;5;10000;10000;2;100;0;1;2;.000953;NA;.000070;.005433;.005498;.006666;3;56
0.01;3;1;0;4;256;404;1;0;5;10000;10000;2;1000;0;1;2;.000621;NA;.000089;.005453;.005488;.006250;4;74
0.03;3;1;0;4;256;404;1;0;5;10000;10000;2;10000;0;1;2;.000584;NA;.000270;.006644;.006967;.007500;6;114
0.01;3;1;0;4;256;404;1;0;5;10000;10000;2;100000;0;1;2;.000747;NA;.001987;.008006;.008315;.009166;31;558
0.02;3;1;0;4;256;404;1;0;5;10000;10000;2;1000000;0;1;2;.001015;NA;.015688;.018440;.019450;.020000;258;1897
0.01;3;1;0;4;256;404;1;0;5;10000;10000;4;10;0;1;2;.000896;NA;.000090;.010690;.010798;.011666;3;38
0.01;3;1;0;4;256;404;1;0;5;10000;10000;4;100;0;1;2;.001011;NA;.000095;.010803;.010892;.012083;3;36
0.01;3;1;0;4;256;404;1;0;5;10000;10000;4;1000;0;1;2;.000772;NA;.000124;.010704;.010822;.011666;4;44
0.02;3;1;0;4;256;404;1;0;5;10000;10000;4;10000;0;1;2;.000987;NA;.000335;.013205;.013650;.014583;6;69
0.01;3;1;0;4;256;404;1;0;5;10000;10000;4;100000;0;1;2;.000960;NA;.002002;.014869;.015636;.016250;31;322
0.01;3;1;0;4;256;404;1;0;5;10000;10000;4;1000000;0;1;2;.001645;NA;.015366;.024467;.024950;.026666;261;1416
0.01;3;1;0;4;256;404;1;0;5;10000;10000;4;10;0;1;2;.000835;NA;.000095;.010589;.010818;.011666;3;38
0.02;3;1;0;4;256;404;1;0;5;10000;10000;4;100;0;1;2;.000677;NA;.000095;.010689;.010830;.011666;3;39
