comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
3.08;293;1;0;1;1;58;1;0;2;10000;10000;1;1;0;0;16;.010546;NA;.324946;2.198864;2.198858;2.210000;4;14
3.18;291;1;0;1;1;58;1;0;2;10000;10000;1;1;0;0;16;.010489;NA;.352228;2.324606;2.324601;2.330000;4;15
3.22;292;1;0;1;1;58;1;0;2;10000;10000;1;1;0;0;16;.009823;NA;.474978;2.533973;2.533969;2.540000;4;18
3.50;293;1;0;1;1;58;1;0;2;10000;10000;1;1;0;0;16;.010385;NA;.486513;2.669429;2.669424;2.680000;4;18
3.00;292;1;0;1;1;58;1;0;2;10000;10000;3;1;0;0;16;.013373;NA;.319967;5.834359;5.834354;5.850000;4;5
3.05;293;1;0;1;1;58;1;0;2;10000;10000;3;1;0;0;16;.017961;NA;.358681;5.851350;5.851346;5.870000;4;6
3.21;291;1;0;1;1;58;1;0;2;10000;10000;3;1;0;0;16;.011274;NA;.392788;5.809425;5.809421;5.820000;4;6
3.03;292;1;0;1;1;58;1;0;2;10000;10000;3;1;0;0;16;.024309;NA;.354679;5.760044;5.760041;5.780000;4;6
3.21;292;1;0;1;1;58;1;0;2;10000;10000;5;1;0;0;16;.012785;NA;.390122;9.354076;9.354071;9.370000;4;4
3.07;293;1;0;1;1;58;1;0;2;10000;10000;5;1;0;0;16;.025730;NA;.365748;9.043250;9.043246;9.070000;4;4
3.04;293;1;0;1;1;58;1;0;2;10000;10000;5;1;0;0;16;.017215;NA;.395245;8.929652;8.929647;8.950000;4;4
3.22;292;1;0;1;1;58;1;0;2;10000;10000;5;1;0;0;16;.019456;NA;.412742;9.613704;9.613699;9.630000;4;4
3.40;292;1;0;1;1;58;1;0;2;10000;10000;7;1;0;0;16;.032158;NA;.335443;12.553983;12.553978;12.590000;4;2
3.20;293;1;0;1;1;58;1;0;2;10000;10000;7;1;0;0;16;.025846;NA;.408912;12.993807;12.993802;13.020000;4;3
