comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.01;3;1;0;4;256;404;1;0;5;10000;10000;25000;10;0;1;2;.000688;NA;.000048;.000209;.000323;.000833;3;340
0.01;3;1;0;4;256;404;1;0;5;10000;10000;25000;100;0;1;2;.000473;NA;.000063;.000219;.000287;.000833;3;352
0.02;3;1;0;4;256;404;1;0;5;10000;10000;25000;1000;0;1;2;.000237;NA;.000104;.000342;.003710;.004166;4;112
0.02;3;1;0;4;256;404;1;0;5;10000;10000;25000;10000;0;1;2;.000469;NA;.000237;.000449;.000527;.001250;6;653
0.03;3;1;0;4;256;404;1;0;5;10000;10000;25000;100000;0;1;2;.000696;NA;.001973;.002248;.002617;.003333;30;1498
0.01;3;1;0;4;256;404;1;0;5;10000;10000;25000;1000000;0;1;2;.001259;NA;.015684;.016480;.019538;.020833;246;1852
0.02;3;1;0;4;256;404;1;0;5;10000;10000;25000;10000000;0;1;2;.004362;NA;.169673;.167594;.182848;.186666;2171;2216
0.03;3;1;0;4;256;404;1;0;5;10000;10000;25000;10;0;1;2;.000676;NA;.000070;.000133;.000187;.000833;3;340
0.03;3;1;0;4;256;404;1;0;5;10000;10000;25000;100;0;1;2;.000219;NA;.000052;.000115;.000184;.000416;3;505
0.02;3;1;0;4;256;404;1;0;5;10000;10000;25000;1000;0;1;2;.000483;NA;.000070;.000460;.005638;.006250;4;62
0.02;3;1;0;4;256;404;1;0;5;10000;10000;25000;10000;0;1;2;.000250;NA;.000263;.000353;.000408;.000833;6;926
0.01;3;1;0;4;256;404;1;0;5;10000;10000;25000;100000;0;1;2;.000278;NA;.001716;.002041;.002447;.002916;30;1498
0.02;3;1;0;4;256;404;1;0;5;10000;10000;25000;1000000;0;1;2;.000837;NA;.015264;.016420;.018278;.019166;251;1977
0.01;3;1;0;4;256;404;1;0;5;10000;10000;25000;10000000;0;1;2;.004283;NA;.173456;.168681;.180939;.184583;2256;2286
0.01;3;1;0;4;256;404;1;0;5;10000;10000;25000;10;0;1;2;.000479;NA;.000053;.000304;.000361;.000833;3;325
0.01;3;1;0;4;256;404;1;0;5;10000;10000;25000;100;0;1;2;.000684;NA;.000051;.000146;.000188;.000833;3;285
0.01;3;1;0;4;256;404;1;0;5;10000;10000;25000;1000;0;1;2;.000739;NA;.000075;.000538;.005654;.006250;4;59
0.02;3;1;0;4;256;404;1;0;5;10000;10000;25000;10000;0;1;2;.000663;NA;.000220;.000441;.000534;.001250;6;603
0.02;3;1;0;4;256;404;1;0;5;10000;10000;25000;100000;0;1;2;.000296;NA;.001553;.001950;.002225;.002500;31;1447
0.01;3;1;0;4;256;404;1;0;5;10000;10000;25000;1000000;0;1;2;.001214;NA;.015520;.016957;.019439;.020416;231;1837
0.02;3;1;0;4;256;404;1;0;5;10000;10000;25000;10000000;0;1;2;.004054;NA;.173286;.166569;.194197;.199166;2319;2121
0.01;3;1;0;4;256;404;1;0;5;10000;10000;10000;10;0;1;2;.000685;NA;.000051;.000155;.000193;.000833;7;296
0.01;3;1;0;4;256;404;1;0;5;10000;10000;10000;100;0;1;2;.000449;NA;.000059;.000285;.000357;.000833;3;385
0.01;3;1;0;4;256;404;1;0;5;10000;10000;10000;1000;0;1;2;.000244;NA;.000082;.000472;.003699;.004166;4;98
0.02;3;1;0;4;256;404;1;0;5;10000;10000;10000;10000;0;1;2;.000250;NA;.000238;.000340;.000404;.000833;6;919
0.01;3;1;0;4;256;404;1;0;5;10000;10000;10000;100000;0;1;2;.000308;NA;.001499;.003201;.003868;.004166;31;913
0.02;3;1;0;4;256;404;1;0;5;10000;10000;10000;1000000;0;1;2;.000824;NA;.015059;.033955;.035292;.035833;247;1034
0.02;3;1;0;4;256;404;1;0;5;10000;10000;10000;10000000;0;1;2;.003851;NA;.143608;.341064;.352860;.356250;2430;986
0.01;3;1;0;4;256;404;1;0;5;10000;10000;10000;10;0;1;2;.000230;NA;.000051;.000124;.000176;.000416;3;535
0.02;3;1;0;4;256;404;1;0;5;10000;10000;10000;100;0;1;2;.000266;NA;.000068;.000140;.000216;.000416;3;570
0.02;3;1;0;4;256;404;1;0;5;10000;10000;10000;1000;0;1;2;.000460;NA;.000094;.000502;.003814;.004166;4;107
0.02;3;1;0;4;256;404;1;0;5;10000;10000;10000;10000;0;1;2;.000476;NA;.000255;.000430;.000532;.001250;6;690
0.02;3;1;0;4;256;404;1;0;5;10000;10000;10000;100000;0;1;2;.000518;NA;.001883;.003241;.003901;.004583;35;1033
0.03;3;1;0;4;256;404;1;0;5;10000;10000;10000;1000000;0;1;2;.001242;NA;.015016;.033594;.035980;.037083;253;1001
0.03;3;1;0;4;256;404;1;0;5;10000;10000;10000;10000000;0;1;2;.004161;NA;.140156;.336225;.352670;.357083;2487;958
0.01;3;1;0;4;256;404;1;0;5;10000;10000;10000;10;0;1;2;.000199;NA;.000063;.000130;.000185;.000416;7;587
0.03;3;1;0;4;256;404;1;0;5;10000;10000;10000;100;0;1;2;.000668;NA;.000056;.000269;.000360;.000833;3;328
0.03;3;1;0;4;256;404;1;0;5;10000;10000;10000;1000;0;1;2;.000668;NA;.000072;.000488;.003820;.004166;4;83
0.01;3;1;0;4;256;404;1;0;5;10000;10000;10000;10000;0;1;2;.000463;NA;.000242;.000465;.000546;.001250;6;641
0.02;3;1;0;4;256;404;1;0;5;10000;10000;10000;100000;0;1;2;.000273;NA;.001656;.003174;.003872;.004166;31;988
0.02;3;1;0;4;256;404;1;0;5;10000;10000;10000;1000000;0;1;2;.001081;NA;.015072;.033382;.035999;.037083;251;1000
0.02;3;1;0;4;256;404;1;0;5;10000;10000;10000;10000000;0;1;2;.003934;NA;.141020;.344741;.353714;.357500;2529;964
0.03;3;1;0;4;256;404;1;0;5;10000;10000;1000;10;0;1;2;.000706;NA;.000056;.000145;.000197;.000833;3;311
0.03;3;1;0;4;256;404;1;0;5;10000;10000;1000;100;0;1;2;.000200;NA;.000056;.000117;.000183;.000416;3;537
0.02;3;1;0;4;256;404;1;0;5;10000;10000;1000;1000;0;1;2;.000270;NA;.000081;.000387;.005496;.005833;4;69
0.02;3;1;0;4;256;404;1;0;5;10000;10000;1000;10000;0;1;2;.000465;NA;.000286;.003061;.003409;.004166;6;228
0.03;3;1;0;4;256;404;1;0;5;10000;10000;1000;100000;0;1;2;.000704;NA;.001896;.029885;.034335;.035000;28;141
0.02;3;1;0;4;256;404;1;0;5;10000;10000;1000;1000000;0;1;2;.001268;NA;.015156;.294609;.341748;.342916;250;109
0.02;3;1;0;4;256;404;1;0;5;10000;10000;1000;10000000;0;1;2;.004087;NA;.135323;2.866912;3.414994;41.666666;2484;7
