comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.35          226                1                  0    15       256       2         1         0         2         0         0         100000000   0           0           .010800      NA          .245868           .245838             .245838            .264000              9159          1472
1.34          225                1                  0    15       256       2         1         0         3         0         0         100000000   0           0           .003801      NA          .213793           .213775             .213775            .224666              6106          1463
1.35          226                1                  0    15       256       2         1         0         4         0         0         100000000   0           0           .007052      NA          .338274           .854282             .854282            .999333              9158          519
1.35          225                1                  0    15       256       2         1         0         5         0         0         100000000   0           0           .003823      NA          .238342           .238322             .238322            .261333              9158          1401
1.34          225                1                  0    15       256       2         1         0         6         0         0         100000000   0           0           .000004      NA          .043242           .043215             .043215            .045333              3054          1442
1.36          225                1                  0    25       256       2         1         0         2         0         0         100000000   0           0           .006371      NA          .222751           .222747             .222746            .241200              9159          2389
1.34          225                1                  0    25       256       2         1         0         3         0         0         100000000   0           0           .002111      NA          .148029           .148022             .148022            .158000              6106          2390
1.36          226                1                  0    25       256       2         1         0         4         0         0         100000000   0           0           .004140      NA          .223927           .766800             .766800            .887200              9158          644
1.34          226                1                  0    25       256       2         1         0         5         0         0         100000000   0           0           .002185      NA          .172291           .172283             .172283            .199600              9158          2193
1.33          225                1                  0    25       256       2         1         0         6         0         0         100000000   0           0           .000002      NA          .041948           .041945             .041945            .047600              3054          2218
1.36          226                1                  0    35       256       2         1         0         2         0         0         100000000   0           0           .005169      NA          .217810           .217835             .217835            .240571              9160          3263
1.33          226                1                  0    35       256       2         1         0         3         0         0         100000000   0           0           .001817      NA          .120640           .120637             .120637            .130000              6106          3312
1.34          225                1                  0    35       256       2         1         0         4         0         0         100000000   0           0           .003154      NA          .182935           .707895             .707895            .846285              9158          771
1.36          226                1                  0    35       256       2         1         0         5         0         0         100000000   0           0           .001727      NA          .155301           .155312             .155311            .167142              9158          3310
1.34          225                1                  0    35       256       2         1         0         6         0         0         100000000   0           0           .000001      NA          .041623           .041632             .041632            .047428              3054          3093
1.35          227                1                  0    45       256       2         1         0         2         0         0         100000000   0           0           .004903      NA          .216137           .216183             .216183            .249111              9160          4017
1.31          226                1                  0    45       256       2         1         0         3         0         0         100000000   0           0           .001701      NA          .109133           .109139             .109139            .122000              6106          4103
1.34          227                1                  0    45       256       2         1         0         4         0         0         100000000   0           0           .002887      NA          .169529           .696675             .696675            .833333              9158          932
1.31          226                1                  0    45       256       2         1         0         5         0         0         100000000   0           0           .001714      NA          .150576           .150599             .150599            .168888              9158          4076
1.34          225                1                  0    45       256       2         1         0         6         0         0         100000000   0           0           0            NA          .041777           .041799             .041799            .046888              3054          4058
1.34          226                1                  0    55       256       2         1         0         2         0         0         100000000   0           0           .004756      NA          .241010           .241083             .241083            .265272              9160          5124
1.34          226                1                  0    55       256       2         1         0         3         0         0         100000000   0           0           .001551      NA          .105038           .105057             .105057            .115090              6106          5115
1.36          227                1                  0    55       256       2         1         0         4         0         0         100000000   0           0           .002574      NA          .177869           .658190             .658190            .825818              9158          1203
1.34          226                1                  0    55       256       2         1         0         5         0         0         100000000   0           0           .001564      NA          .165003           .165060             .165060            .178909              9158          5149
1.34          226                1                  0    55       256       2         1         0         6         0         0         100000000   0           0           0            NA          .044948           .044971             .044971            .049090              3054          5087
1.35          226                1                  0    65       256       2         1         0         2         0         0         100000000   0           0           .003838      NA          .217685           .225194             .225194            .278461              9160          5862
1.34          226                1                  0    65       256       2         1         0         3         0         0         100000000   0           0           .001373      NA          .118223           .120099             .120099            .128461              6106          6109
1.34          227                1                  0    65       256       2         1         0         4         0         0         100000000   0           0           .001998      NA          .162148           .543258             .543258            .771384              9158          1613
1.36          226                1                  0    65       256       2         1         0         5         0         0         100000000   0           0           .001244      NA          .165924           .171976             .171976            .219846              9158          5533
1.33          226                1                  0    65       256       2         1         0         6         0         0         100000000   0           0           0            NA          .051400           .052345             .052345            .055076              3054          6208
