comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.36;228;1;0;1;256;2;1;0;7;0;0;1000000;0;0;0.000017;NA;0.009828;0.012105;0.012104;0.02;34;53
1.40;231;1;0;1;256;2;1;0;8;0;0;1000000;0;0;0.001214;NA;0.131464;0.267252;0.267251;0.28;278;47
1.41;232;1;0;1;256;2;1;0;10;0;0;1000000;0;0;0.001097;NA;0.120887;0.197839;0.197837;0.20;247;60
1.43;232;1;0;1;256;2;1;0;11;0;0;1000000;0;0;0.001652;NA;0.160731;0.269623;0.269621;0.28;278;59
1.43;232;1;0;1;256;2;1;0;12;0;0;1000000;0;0;0.001093;NA;0.131285;0.204970;0.204969;0.22;247;61
1.36;226;1;0;10;256;2;1;0;7;0;0;1000000;0;0;.000007;NA;.000848;.000851;.000851;.001000;33;568
1.43;233;1;0;10;256;2;1;0;8;0;0;1000000;0;0;.000251;NA;.016595;.035605;.035605;.043000;277;391
1.40;232;1;0;10;256;2;1;0;10;0;0;1000000;0;0;.000278;NA;.015502;.033652;.033652;.039000;247;408
1.44;231;1;0;10;256;2;1;0;11;0;0;1000000;0;0;.000163;NA;.017174;.040319;.040319;.051000;277;343
1.43;232;1;0;10;256;2;1;0;12;0;0;1000000;0;0;.000233;NA;.016808;.034853;.034852;.041000;247;421
1.37;227;1;0;20;256;2;1;0;7;0;0;1000000;0;0;.000003;NA;.000455;.000541;.000541;.001000;33;908
1.39;233;1;0;20;256;2;1;0;8;0;0;1000000;0;0;.000134;NA;.008132;.025048;.025048;.029500;279;565
1.43;232;1;0;20;256;2;1;0;10;0;0;1000000;0;0;.000137;NA;.007624;.021979;.021979;.026000;248;604
1.44;232;1;0;20;256;2;1;0;11;0;0;1000000;0;0;.000083;NA;.009012;.032802;.032801;.039500;277;465
1.42;233;1;0;20;256;2;1;0;12;0;0;1000000;0;0;.000137;NA;.008108;.024932;.024932;.028500;247;578
1.34;227;1;0;30;256;2;1;0;7;0;0;1000000;0;0;.000001;NA;.000406;.000428;.000428;.000666;33;1455
1.42;233;1;0;30;256;2;1;0;8;0;0;1000000;0;0;.000074;NA;.005602;.020248;.020248;.024666;279;697
1.44;233;1;0;30;256;2;1;0;10;0;0;1000000;0;0;.000086;NA;.005229;.019576;.019576;.023000;249;702
1.42;233;1;0;30;256;2;1;0;11;0;0;1000000;0;0;.000047;NA;.006268;.029872;.029872;.036333;277;525
1.41;232;1;0;30;256;2;1;0;12;0;0;1000000;0;0;.000081;NA;.005586;.018715;.018715;.023666;248;720
1.35;227;1;0;40;256;2;1;0;7;0;0;1000000;0;0;.000001;NA;.000362;.000399;.000399;.000750;33;1759
1.41;232;1;0;40;256;2;1;0;8;0;0;1000000;0;0;.000062;NA;.004867;.019255;.019255;.023750;279;834
1.41;231;1;0;40;256;2;1;0;10;0;0;1000000;0;0;.000054;NA;.004492;.019565;.019565;.022500;247;816
1.44;232;1;0;40;256;2;1;0;11;0;0;1000000;0;0;.000032;NA;.004932;.027803;.027803;.034500;279;578
1.44;233;1;0;40;256;2;1;0;12;0;0;1000000;0;0;.000056;NA;.004736;.018279;.018279;.022250;249;870
1.35;228;1;0;50;256;2;1;0;7;0;0;1000000;0;0;0;NA;.000406;.000409;.000409;.000800;33;2770
1.43;232;1;0;50;256;2;1;0;8;0;0;1000000;0;0;.000051;NA;.004578;.018462;.018462;.023400;279;996
1.42;232;1;0;50;256;2;1;0;10;0;0;1000000;0;0;.000047;NA;.004217;.018940;.018940;.021600;249;997
1.44;233;1;0;50;256;2;1;0;11;0;0;1000000;0;0;.000023;NA;.004372;.024989;.024989;.032000;279;689
1.42;232;1;0;50;256;2;1;0;12;0;0;1000000;0;0;.000044;NA;.004166;.016409;.016409;.020800;249;1021
1.38;228;1;0;60;256;2;1;0;7;0;0;1000000;0;0;0;NA;.000312;.000347;.000347;.000666;33;3075
1.44;232;1;0;60;256;2;1;0;8;0;0;1000000;0;0;.000031;NA;.004533;.018582;.018582;.023000;279;1194
1.42;231;1;0;60;256;2;1;0;10;0;0;1000000;0;0;.000036;NA;.003918;.018276;.018276;.021500;249;1115
1.42;232;1;0;60;256;2;1;0;11;0;0;1000000;0;0;.000022;NA;.004285;.026011;.026011;.032333;277;803
1.41;232;1;0;60;256;2;1;0;12;0;0;1000000;0;0;.000032;NA;.004007;.017502;.017502;.021666;249;1125
