comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.70          214                1                  0    1        512       2         1         0         1         0         0         1000000     0           0           0.007012     NA          0.259397          0.163931            0.163930           0.18                 370           149
1.48          212                1                  0    1        512       2         1         0         2         0         0         1000000     0           0           0.005962     NA          0.129991          0.123528            0.123527           0.14                 247           96
1.59          212                1                  0    1        512       2         1         0         3         0         0         1000000     0           0           0.003158     NA          0.091904          0.112656            0.112655           0.12                 125           79
1.42          211                1                  0    1        512       2         1         0         4         0         0         1000000     0           0           0.007115     NA          0.144328          0.166381            0.166380           0.18                 187           85
1.44          212                1                  0    1        512       2         1         0         5         0         0         1000000     0           0           0.003534     NA          0.109227          0.124753            0.124752           0.13                 187           85
1.59          212                1                  0    1        512       2         1         0         6         0         0         1000000     0           0           0.000010     NA          0.025787          0.025058            0.025057           0.03                 64            88
1.42          214                1                  0    5        512       2         1         0         1         0         0         1000000     0           0           .001335      NA          .058271           .041328             .041328            .046000              369           632
1.42          212                1                  0    5        512       2         1         0         2         0         0         1000000     0           0           .001469      NA          .032258           .036268             .036268            .040000              248           421
1.31          213                1                  0    5        512       2         1         0         3         0         0         1000000     0           0           .000932      NA          .017559           .029144             .029144            .036000              125           259
1.38          212                1                  0    5        512       2         1         0         4         0         0         1000000     0           0           .001292      NA          .026790           .052433             .052433            .064000              186           223
1.41          212                1                  0    5        512       2         1         0         5         0         0         1000000     0           0           .000828      NA          .018829           .031871             .031870            .040000              186           242
1.66          213                1                  0    5        512       2         1         0         6         0         0         1000000     0           0           .000018      NA          .006583           .006354             .006353            .008000              64            420
1.41          212                1                  0    10       512       2         1         0         1         0         0         1000000     0           0           .000667      NA          .030760           .031036             .031036            .034000              369           931
1.43          213                1                  0    10       512       2         1         0         2         0         0         1000000     0           0           .000803      NA          .016145           .027274             .027273            .031000              247           543
1.46          212                1                  0    10       512       2         1         0         3         0         0         1000000     0           0           .000416      NA          .009015           .023739             .023739            .029000              124           326
1.72          213                1                  0    10       512       2         1         0         4         0         0         1000000     0           0           .000792      NA          .014037           .041809             .041809            .052000              186           289
1.61          213                1                  0    10       512       2         1         0         5         0         0         1000000     0           0           .000468      NA          .010208           .025428             .025428            .030000              186           358
1.41          211                1                  0    10       512       2         1         0         6         0         0         1000000     0           0           .000009      NA          .002700           .002627             .002627            .004000              64            755
1.57          212                1                  0    15       512       2         1         0         1         0         0         1000000     0           0           .000493      NA          .022697           .028027             .028027            .030000              370           1146
1.44          212                1                  0    15       512       2         1         0         2         0         0         1000000     0           0           .000473      NA          .012284           .024691             .024691            .028000              247           684
1.56          213                1                  0    15       512       2         1         0         3         0         0         1000000     0           0           .000302      NA          .005886           .019699             .019699            .026000              125           365
1.43          212                1                  0    15       512       2         1         0         4         0         0         1000000     0           0           .000467      NA          .010089           .037620             .037620            .048666              187           328
1.59          211                1                  0    15       512       2         1         0         5         0         0         1000000     0           0           .000260      NA          .007243           .022471             .022471            .026666              186           426
1.39          211                1                  0    15       512       2         1         0         6         0         0         1000000     0           0           .000005      NA          .001975           .001930             .001930            .003333              63            900
1.57          213                1                  0    20       512       2         1         0         1         0         0         1000000     0           0           .000395      NA          .017024           .025697             .025697            .028500              370           1216
1.63          212                1                  0    20       512       2         1         0         2         0         0         1000000     0           0           .000401      NA          .010376           .022503             .022503            .026500              247           809
1.44          213                1                  0    20       512       2         1         0         3         0         0         1000000     0           0           .000256      NA          .004971           .018426             .018426            .024500              126           432
1.42          213                1                  0    20       512       2         1         0         4         0         0         1000000     0           0           .000375      NA          .008277           .036117             .036117            .047000              187           371
1.51          211                1                  0    20       512       2         1         0         5         0         0         1000000     0           0           .000240      NA          .005807           .021263             .021263            .026500              186           466
1.53          212                1                  0    20       512       2         1         0         6         0         0         1000000     0           0           .000005      NA          .001519           .001483             .001483            .002500              64            1316
1.58          213                1                  0    25       512       2         1         0         1         0         0         1000000     0           0           .000311      NA          .014801           .025156             .025156            .027600              370           1367
1.66          212                1                  0    25       512       2         1         0         2         0         0         1000000     0           0           .000284      NA          .008395           .022269             .022269            .025600              248           854
1.47          211                1                  0    25       512       2         1         0         3         0         0         1000000     0           0           .000172      NA          .004025           .019358             .019358            .024000              125           443
1.51          212                1                  0    25       512       2         1         0         4         0         0         1000000     0           0           .000288      NA          .006551           .034490             .034490            .046400              187           374
1.46          211                1                  0    25       512       2         1         0         5         0         0         1000000     0           0           .000193      NA          .005559           .020467             .020467            .025200              186           581
1.41          212                1                  0    25       512       2         1         0         6         0         0         1000000     0           0           .000003      NA          .001234           .001216             .001216            .002000              64            1611
1.39          213                1                  0    30       512       2         1         0         1         0         0         1000000     0           0           .000263      NA          .013688           .024943             .024943            .027333              370           1538
1.30          213                1                  0    30       512       2         1         0         2         0         0         1000000     0           0           .000279      NA          .007611           .020619             .020619            .025000              248           946
1.73          211                1                  0    30       512       2         1         0         3         0         0         1000000     0           0           .000160      NA          .003742           .018298             .018298            .023333              125           506
1.31          213                1                  0    30       512       2         1         0         4         0         0         1000000     0           0           .000230      NA          .006248           .035165             .035165            .045333              187           433
1.47          211                1                  0    30       512       2         1         0         5         0         0         1000000     0           0           .000159      NA          .005134           .018885             .018885            .024666              186           649
1.58          211                1                  0    30       512       2         1         0         6         0         0         1000000     0           0           .000002      NA          .001185           .001168             .001168            .001666              65            1905
1.43          213                1                  0    35       512       2         1         0         1         0         0         1000000     0           0           .000263      NA          .012369           .023927             .023927            .026285              370           1692
1.59          213                1                  0    35       512       2         1         0         2         0         0         1000000     0           0           .000220      NA          .007250           .020261             .020261            .024571              247           1072
