comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.13          262                1                  0    1        32        23        1         0         5         10000     10000     10             50          0           0           16            .030731      NA          .002715           .025556             .025551            .060000              4             13
2.04          265                1                  0    1        32        23        1         0         5         10000     10000     10             50          1           0           16            .070932      .000660     .001247           .019412             .019409            .090000              4             9
2.17          261                1                  0    1        32        23        1         0         5         10000     10000     10             50          0           0           16            .033628      NA          .001789           .033203             .033198            .060000              4             7
2.12          264                1                  0    1        32        23        1         0         5         10000     10000     10             50          1           0           16            .083252      .000410     .001391           .017361             .017357            .100000              4             7
2.17          262                1                  0    1        32        23        1         0         5         10000     10000     10             50          0           0           16            .028758      NA          .002603           .038015             .038009            .070000              4             11
2.25          265                1                  0    1        32        23        1         0         5         10000     10000     10             50          1           0           16            .085331      .000701     .001598           .012447             .012442            .100000              4             8
2.39          261                1                  0    1        32        23        1         0         5         10000     10000     10             50          0           0           16            .035996      NA          .001681           .027061             .027057            .060000              4             7
2.30          265                1                  0    1        32        23        1         0         5         10000     10000     10             50          1           0           16            .085619      .000339     .001332           .025220             .025218            .110000              4             6
1.94          260                1                  0    1        32        23        1         0         5         10000     10000     10             50          0           0           16            .042700      NA          .001136           .037842             .037838            .080000              4             8
2.10          265                1                  0    1        32        23        1         0         5         10000     10000     10             50          1           0           16            .077285      .000266     .001323           .032386             .032381            .110000              4             6
2.19          261                1                  0    1        32        23        1         0         5         10000     10000     20             50          0           0           16            .060246      NA          .001814           .052075             .052071            .110000              4             6
2.22          264                1                  0    1        32        23        1         0         5         10000     10000     20             50          1           0           16            .158441      .000215     .001047           .057907             .057903            .220000              4             3
1.93          262                1                  0    1        32        23        1         0         5         10000     10000     20             50          0           0           16            .060825      NA          .002659           .058572             .058567            .120000              4             6
2.28          264                1                  0    1        32        23        1         0         5         10000     10000     20             50          1           0           16            .158409      .000352     .001358           .059714             .059711            .220000              4             4
2.12          263                1                  0    1        32        23        1         0         5         10000     10000     20             50          0           0           16            .057279      NA          .002035           .056242             .056238            .110000              4             5
2.14          264                1                  0    1        32        23        1         0         5         10000     10000     20             50          1           0           16            .135146      .000358     .001280           .005157             .005154            .140000              4             5
2.16          260                1                  0    1        32        23        1         0         5         10000     10000     20             50          0           0           16            .056752      NA          .002166           .044020             .044014            .100000              4             5
2.15          264                1                  0    1        32        23        1         0         5         10000     10000     20             50          1           0           16            .152898      .000390     .001492           .059732             .059726            .210000              4             5
2.09          262                1                  0    1        32        23        1         0         5         10000     10000     20             50          0           0           16            .057909      NA          .001900           .056801             .056796            .110000              4             5
2.29          264                1                  0    1        32        23        1         0         5         10000     10000     20             50          1           0           16            .147268      .000340     .001615           .058008             .058003            .210000              4             4
2.07          261                1                  0    1        32        23        1         0         5         10000     10000     30             50          0           0           16            .090428      NA          .002838           .073747             .073742            .160000              4             3
2.31          264                1                  0    1        32        23        1         0         5         10000     10000     30             50          1           0           16            .219344      .000289     .000810           .075198             .075193            .290000              4             2
2.24          261                1                  0    1        32        23        1         0         5         10000     10000     30             50          0           0           16            .091658      NA          .002442           .073833             .073828            .160000              4             4
2.13          265                1                  0    1        32        23        1         0         5         10000     10000     30             50          1           0           16            .211814      .000622     .001378           .022046             .022041            .230000              4             3
