comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
3.33          291                1                  0    1        1         58        1         0         2         10000     10000     1              1           0           0           16            .009272      NA          .438439           2.302798            2.302792           2.310000             4             19
3.03          291                1                  0    1        1         58        1         0         2         10000     10000     1              1           0           0           16            .010041      NA          .273069           2.306030            2.306026           2.310000             4             11
3.13          292                1                  0    1        1         58        1         0         2         10000     10000     1              1           0           0           16            .010337      NA          .464515           2.469705            2.469701           2.480000             4             18
3.07          291                1                  0    1        1         58        1         0         2         10000     10000     1              1           0           0           16            .004350      NA          .495444           2.638894            2.638890           2.640000             4             18
3.04          292                1                  0    1        1         58        1         0         2         10000     10000     3              1           0           0           16            .012913      NA          .412585           5.803315            5.803310           5.820000             4             7
3.18          292                1                  0    1        1         58        1         0         2         10000     10000     3              1           0           0           16            .017534      NA          .412597           5.791220            5.791215           5.810000             4             7
3.23          293                1                  0    1        1         58        1         0         2         10000     10000     3              1           0           0           16            .012699      NA          .353751           5.954592            5.954587           5.970000             4             5
3.06          293                1                  0    1        1         58        1         0         2         10000     10000     3              1           0           0           16            .018673      NA          .411608           5.903230            5.903224           5.920000             4             7
3.04          292                1                  0    1        1         58        1         0         2         10000     10000     5              1           0           0           16            .017557      NA          .353944           9.136504            9.136499           9.150000             4             3
3.08          292                1                  0    1        1         58        1         0         2         10000     10000     5              1           0           0           16            .020403      NA          .469968           11.274184           11.274179          11.290000            4             4
3.32          296                1                  0    1        1         58        1         0         2         10000     10000     5              1           0           0           16            .026624      NA          .399347           9.466337            9.466333           9.490000             4             4
3.04          291                1                  0    1        1         58        1         0         2         10000     10000     5              1           0           0           16            .020991      NA          .326459           9.166786            9.166782           9.190000             4             3
3.05          292                1                  0    1        1         58        1         0         2         10000     10000     7              1           0           0           16            .032007      NA          .420298           13.486162           13.486158          13.520000            4             3
3.18          292                1                  0    1        1         58        1         0         2         10000     10000     7              1           0           0           16            .018654      NA          .334595           12.597298           12.597293          12.620000            4             2
3.25          291                1                  0    1        1         58        1         0         2         10000     10000     7              1           0           0           16            .023034      NA          .392628           12.930656           12.930651          12.950000            4             3
3.07          292                1                  0    1        1         58        1         0         2         10000     10000     7              1           0           0           16            .020677      NA          .411199           12.866211           12.866206          12.890000            4             3
3.12          292                1                  0    1        1         58        1         0         2         10000     10000     9              1           0           0           16            .030989      NA          .501760           20.990129           20.990125          21.020000            4             2
3.14          293                1                  0    1        1         58        1         0         2         10000     10000     9              1           0           0           16            .028237      NA          .390932           15.724529           15.724521          15.750000            4             2
3.04          293                1                  0    1        1         58        1         0         2         10000     10000     9              1           0           0           16            .033218      NA          .391674           15.727423           15.727418          15.760000            4             2
3.24          291                1                  0    1        1         58        1         0         2         10000     10000     9              1           0           0           16            .042659      NA          .467097           23.147242           23.147238          23.190000            4             2
3.04          291                1                  0    1        1         58        1         0         2         10000     10000     11             1           0           0           16            .034642      NA          .461147           26.922610           26.922606          26.960000            4             1
3.28          292                1                  0    1        1         58        1         0         2         10000     10000     11             1           0           0           16            .039128      NA          .422543           20.941907           20.941904          20.980000            4             2
3.07          292                1                  0    1        1         58        1         0         2         10000     10000     11             1           0           0           16            .030431      NA          .391364           19.144797           19.144792          19.180000            4             2
3.07          292                1                  0    1        1         58        1         0         2         10000     10000     11             1           0           0           16            .036696      NA          .408081           20.786631           20.786626          20.820000            4             1
2.59          277                1                  0    1        1         58        1         0         3         10000     10000     1              1           0           0           16            .009664      NA          .008298           .077871             .077866            .090000              4             15
2.36          277                1                  0    1        1         58        1         0         3         10000     10000     1              1           0           0           16            .010560      NA          .007990           .332782             .332776            .340000              4             3
2.61          277                1                  0    1        1         58        1         0         3         10000     10000     1              1           0           0           16            .010425      NA          .008029           .338279             .338274            .350000              4             3
2.35          279                1                  0    1        1         58        1         0         3         10000     10000     1              1           0           0           16            .010434      NA          .007840           .072409             .072404            .080000              4             13
2.51          278                1                  0    1        1         58        1         0         3         10000     10000     3              1           0           0           16            .017161      NA          .009015           .064812             .064807            .080000              4             17
2.56          278                1                  0    1        1         58        1         0         3         10000     10000     3              1           0           0           16            .015031      NA          .007993           .522802             .522797            .540000              4             2
2.28          279                1                  0    1        1         58        1         0         3         10000     10000     3              1           0           0           16            .012863      NA          .009702           .100162             .100154            .110000              4             12
2.32          278                1                  0    1        1         58        1         0         3         10000     10000     3              1           0           0           16            .011150      NA          .007566           .078251             .078246            .090000              4             13
2.33          279                1                  0    1        1         58        1         0         3         10000     10000     5              1           0           0           16            .022487      NA          .010631           .192945             .192940            .220000              4             7
2.39          277                1                  0    1        1         58        1         0         3         10000     10000     5              1           0           0           16            .014140      NA          .009285           .446154             .446150            .460000              4             3
2.40          279                1                  0    1        1         58        1         0         3         10000     10000     5              1           0           0           16            .017082      NA          .009906           .333264             .333260            .350000              4             4
2.50          278                1                  0    1        1         58        1         0         3         10000     10000     5              1           0           0           16            .019159      NA          .009241           .414951             .414947            .430000              4             2
2.34          278                1                  0    1        1         58        1         0         3         10000     10000     7              1           0           0           16            .020829      NA          .009712           .339658             .339653            .360000              4             3
2.64          277                1                  0    1        1         58        1         0         3         10000     10000     7              1           0           0           16            .034604      NA          .008058           .289256             .289253            .320000              4             4
2.54          277                1                  0    1        1         58        1         0         3         10000     10000     7              1           0           0           16            .031690      NA          .011484           .543572             .543565            .570000              4             2
2.37          278                1                  0    1        1         58        1         0         3         10000     10000     7              1           0           0           16            .029828      NA          .009484           .563734             .563729            .590000              4             2
2.49          278                1                  0    1        1         58        1         0         3         10000     10000     9              1           0           0           16            .028927      NA          .007480           .111789             .111785            .140000              4             8
2.35          278                1                  0    1        1         58        1         0         3         10000     10000     9              1           0           0           16            .031049      NA          .007990           .141727             .141724            .170000              4             7
2.55          279                1                  0    1        1         58        1         0         3         10000     10000     9              1           0           0           16            .033349      NA          .007835           .437547             .437543            .470000              4             2
