comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.37;230;1;0;1;256;2;1;0;5;0;0;1000000;0;0;0.000019;NA;0.071205;0.127022;0.127021;0.13;95;55
1.42;231;1;0;1;256;2;1;0;5;0;0;1000000;1;0;0.000025;0.079831;0.000417;0.094402;0.094402;0.18;95;41
1.44;231;1;0;1;256;2;1;0;12;0;0;1000000;0;0;0.002799;NA;0.159997;0.250187;0.250185;0.26;247;63
1.47;234;1;0;1;256;2;1;0;12;0;0;1000000;1;0;0.002774;0.084044;0.160527;0.164902;0.164901;0.26;249;69
1.38;230;1;0;10;256;2;1;0;5;0;0;1000000;0;0;.000005;NA;.006455;.015854;.015854;.019000;94;336
1.41;231;1;0;10;256;2;1;0;5;0;0;1000000;1;0;.000006;0.139095;.000046;.014464;.014464;.030000;94;180
1.45;231;1;0;10;256;2;1;0;12;0;0;1000000;0;0;.000268;NA;.016632;.031198;.031198;.038000;248;444
1.45;233;1;0;10;256;2;1;0;12;0;0;1000000;1;0;.000248;0.128407;.016527;.020636;.020636;.039000;249;476
1.33;229;1;0;20;256;2;1;0;5;0;0;1000000;0;0;.000002;NA;.002916;.012644;.012644;.015000;95;396
1.43;231;1;0;20;256;2;1;0;5;0;0;1000000;1;0;.000003;0.242072;.000022;.006924;.006924;.021500;94;323
1.43;232;1;0;20;256;2;1;0;12;0;0;1000000;0;0;.000124;NA;.008022;.024485;.024485;.028500;248;579
1.44;233;1;0;20;256;2;1;0;12;0;0;1000000;1;0;.000116;0.201220;.009354;.015699;.015699;.030500;247;686
1.38;229;1;0;30;256;2;1;0;5;0;0;1000000;0;0;.000001;NA;.001905;.011265;.011265;.013333;94;439
1.41;230;1;0;30;256;2;1;0;5;0;0;1000000;1;0;.000002;0.349571;.000015;.008287;.008287;.022000;94;271
1.44;233;1;0;30;256;2;1;0;12;0;0;1000000;0;0;.000080;NA;.005838;.020444;.020444;.024666;248;722
1.48;234;1;0;30;256;2;1;0;12;0;0;1000000;1;0;.000078;0.354227;.005920;.011732;.011732;.026333;249;776
1.37;229;1;0;40;256;2;1;0;5;0;0;1000000;0;0;0;NA;.001679;.011280;.011280;.013000;95;525
1.38;231;1;0;40;256;2;1;0;5;0;0;1000000;1;0;.000001;0.454200;.000011;.005280;.005280;.018500;94;380
1.44;232;1;0;40;256;2;1;0;12;0;0;1000000;0;0;.000052;NA;.004663;.018273;.018273;.022000;249;866
1.46;234;1;0;40;256;2;1;0;12;0;0;1000000;1;0;.000068;0.467801;.004458;.009999;.009999;.023750;248;861
1.40;228;1;0;50;256;2;1;0;5;0;0;1000000;0;0;0;NA;.001657;.010915;.010915;.012600;95;661
1.41;229;1;0;50;256;2;1;0;5;0;0;1000000;1;0;.000001;0.572336;.000008;.004467;.004467;.017600;95;481
1.42;232;1;0;50;256;2;1;0;12;0;0;1000000;0;0;.000044;NA;.004153;.018599;.018599;.022000;252;959
1.45;233;1;0;50;256;2;1;0;12;0;0;1000000;1;0;.000048;0.623922;.003492;.008553;.008553;.023200;248;881
