comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    2        256       2         1         0         5         0         0         10000000    0           2           1             .000544      NA          .010538           .025035             .038909            .039375              1226          1298
0.02          3                  1                  0    2        256       2         1         0         5         0         0         10000000    1           2           1             .008890      .016298     .007273           .016801             .025738            .040416              1225          1231
0.02          3                  1                  0    2        256       2         1         0         5         0         1000      10000000    0           2           1             .000560      NA          .014780           .023110             .037635            .038333              1227          1933
0.02          3                  1                  0    2        256       2         1         0         5         0         1000      10000000    1           2           1             .034752      .023673     .009587           .013216             .025937            .052916              1227          1167
0.01          3                  1                  0    2        256       2         1         0         5         0         10000     10000000    0           2           1             .000561      NA          .014267           .023390             .036999            .037916              1228          1905
0.02          3                  1                  0    2        256       2         1         0         5         0         10000     10000000    1           2           1             .032715      .023562     .008378           .014092             .027987            .050833              1228          1106
0.01          3                  1                  0    2        256       2         1         0         5         1000      0         10000000    0           2           1             .000605      NA          .014551           .023480             .038033            .039375              1228          1858
0.02          3                  1                  0    2        256       2         1         0         5         1000      0         10000000    1           2           1             .009229      .016220     .009548           .017155             .027544            .042500              1226          1500
0.02          3                  1                  0    2        256       2         1         0         5         1000      1000      10000000    0           2           1             .001206      NA          .021033           .022472             .036745            .039375              1231          2828
0.02          3                  1                  0    2        256       2         1         0         5         1000      1000      10000000    1           2           1             .016879      .017173     .014141           .015192             .025846            .043541              1228          2010
0.01          3                  1                  0    2        256       2         1         0         5         1000      10000     10000000    0           2           1             .001042      NA          .022567           .022667             .036718            .037916              1232          3102
0.02          3                  1                  0    2        256       2         1         0         5         1000      10000     10000000    1           2           1             .018472      .024505     .013334           .015548             .028065            .051666              1229          1611
0.02          3                  1                  0    2        256       2         1         0         5         10000     0         10000000    0           2           1             .000758      NA          .013365           .024208             .039018            .040208              1230          1693
0.02          3                  1                  0    2        256       2         1         0         5         10000     0         10000000    1           2           1             .009050      .016245     .009699           .017168             .026402            .042083              1227          1535
0.02          3                  1                  0    2        256       2         1         0         5         10000     1000      10000000    0           2           1             .001211      NA          .020859           .023149             .036452            .038333              1233          2904
0.02          3                  1                  0    2        256       2         1         0         5         10000     1000      10000000    1           2           1             .035321      .023123     .011928           .013420             .025218            .053541              1229          1444
0.02          3                  1                  0    2        256       2         1         0         5         10000     10000     10000000    0           2           1             .001442      NA          .019973           .023392             .035471            .038750              1234          2695
0.02          3                  1                  0    2        256       2         1         0         5         10000     10000     10000000    1           2           1             .014999      .021551     .012052           .015210             .025952            .043958              1230          1752
0.02          3                  1                  0    3        256       2         1         0         5         0         0         10000000    0           2           1             .000336      NA          .008596           .023434             .041282            .041527              1227          1504
0.02          3                  1                  0    3        256       2         1         0         5         0         0         10000000    1           2           1             .022748      .014820     .005819           .014365             .024684            .037500              1225          1566
0.01          3                  1                  0    3        256       2         1         0         5         0         1000      10000000    0           2           1             .000585      NA          .012166           .022069             .035868            .036805              1228          2475
0.02          3                  1                  0    3        256       2         1         0         5         0         1000      10000000    1           2           1             .027910      .032666     .006782           .011546             .026591            .043750              1227          1538
0.02          3                  1                  0    3        256       2         1         0         5         0         10000     10000000    0           2           1             .000445      NA          .011681           .022824             .037059            .037500              1228          2337
0.02          3                  1                  0    3        256       2         1         0         5         0         10000     10000000    1           2           1             .025575      .023054     .006087           .010318             .022402            .043611              1228          1424
0.02          3                  1                  0    3        256       2         1         0         5         1000      0         10000000    0           2           1             .000489      NA          .010845           .023224             .037706            .038750              1228          2136
0.02          3                  1                  0    3        256       2         1         0         5         1000      0         10000000    1           2           1             .022083      .015234     .007426           .014701             .026113            .038472              1226          1902
0.02          3                  1                  0    3        256       2         1         0         5         1000      1000      10000000    0           2           1             .000600      NA          .016810           .023310             .035989            .039583              1231          3550
0.02          3                  1                  0    3        256       2         1         0         5         1000      1000      10000000    1           2           1             .031062      .028559     .008242           .010254             .025012            .043888              1228          1843
0.02          3                  1                  0    3        256       2         1         0         5         1000      10000     10000000    0           2           1             .000685      NA          .017343           .023234             .037322            .038472              1232          3669
0.02          3                  1                  0    3        256       2         1         0         5         1000      10000     10000000    1           2           1             .031324      .030679     .008326           .012159             .028155            .045694              1229          1762
0.01          3                  1                  0    3        256       2         1         0         5         10000     0         10000000    0           2           1             .000422      NA          .010912           .022919             .036416            .037222              1231          2219
0.02          3                  1                  0    3        256       2         1         0         5         10000     0         10000000    1           2           1             .021619      .015186     .007185           .014437             .023392            .037916              1227          1881
0.02          3                  1                  0    3        256       2         1         0         5         10000     1000      10000000    0           2           1             .000748      NA          .016223           .023495             .037619            .039444              1233          3363
0.02          3                  1                  0    3        256       2         1         0         5         10000     1000      10000000    1           2           1             .027880      .027303     .007666           .009523             .019574            .044722              1229          1775
0.02          3                  1                  0    3        256       2         1         0         5         10000     10000     10000000    0           2           1             .000771      NA          .016237           .023143             .036228            .038750              1234          3494
0.02          3                  1                  0    3        256       2         1         0         5         10000     10000     10000000    1           2           1             .028534      .029503     .007447           .010318             .025373            .043888              1231          1704
