comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.63          216                1                  0    1        512       2         1         0         9         0         0         10000000    0           0           1             0.079809     NA          1.942708          2.164445            2.164439           2.31                 4886          90
0.02          3                  1                  0    1        512       2         1         0         9         0         0         10000000    0           3           1             .003626      NA          .150011           .188727             .188727            .240000              4886          1841
1.54          217                1                  0    1        512       2         1         0         9         0         50000     10000000    0           0           1             0.100602     NA          2.260462          1.973383            1.973377           2.15                 4887          111
0.02          3                  1                  0    1        512       2         1         0         9         0         50000     10000000    0           3           1             .004006      NA          .162541           .176034             .176033            .222916              4887          2084
1.58          219                1                  0    1        512       2         1         0         9         50000     0         10000000    0           0           1             0.156300     NA          3.197043          1.784257            1.784251           2.02                 4887          165
0.02          3                  1                  0    1        512       2         1         0         9         50000     0         10000000    0           3           1             .005964      NA          .195051           .147980             .147980            .194583              4887          2720
1.41          222                1                  0    1        512       2         1         0         9         50000     50000     10000000    0           0           1             0.111378     NA          2.551801          1.514038            1.514031           1.72                 4889          157
0.02          3                  1                  0    1        512       2         1         0         9         50000     50000     10000000    0           3           1             .005928      NA          .204978           .133378             .133378            .188333              4889          3178
1.35          217                1                  0    2        512       2         1         0         9         0         0         10000000    0           0           1             .032547      NA          1.099275          .862569             .862567            .935000              4885          248
0.02          3                  1                  0    2        512       2         1         0         9         0         0         10000000    0           3           1             .001923      NA          .117762           .182712             .182712            .230416              4885          3227
1.37          217                1                  0    2        512       2         1         0         9         0         50000     10000000    0           0           1             .042759      NA          1.129004          .831541             .831536            .940000              4887          256
0.02          3                  1                  0    2        512       2         1         0         9         0         50000     10000000    0           3           1             .002088      NA          .111961           .171010             .171010            .219583              4887          3270
1.40          219                1                  0    2        512       2         1         0         9         50000     0         10000000    0           0           1             .053354      NA          1.395120          .775552             .775544            .880000              4887          333
0.02          3                  1                  0    2        512       2         1         0         9         50000     0         10000000    0           3           1             .003002      NA          .120642           .144172             .144172            .187291              4890          3759
1.41          219                1                  0    2        512       2         1         0         9         50000     50000     10000000    0           0           1             .052168      NA          1.234669          .772017             .772010            .960000              4888          272
0.02          3                  1                  0    2        512       2         1         0         9         50000     50000     10000000    0           3           1             .003221      NA          .123383           .138137             .138137            .197083              4888          4180
1.35          218                1                  0    3        512       2         1         0         9         0         0         10000000    0           0           1             .022022      NA          .806018           .665423             .665415            .733333              4885          349
0.02          3                  1                  0    3        512       2         1         0         9         0         0         10000000    0           3           1             .001563      NA          .076431           .171606             .171605            .210277              4889          3466
1.37          218                1                  0    3        512       2         1         0         9         0         50000     10000000    0           0           1             .023509      NA          .814318           .561584             .561580            .626666              4887          415
0.02          3                  1                  0    3        512       2         1         0         9         0         50000     10000000    0           3           1             .001966      NA          .082883           .167399             .167398            .216527              4888          3864
1.39          218                1                  0    3        512       2         1         0         9         50000     0         10000000    0           0           1             .036731      NA          1.061524          .567452             .567446            .646666              4887          519
0.02          3                  1                  0    3        512       2         1         0         9         50000     0         10000000    0           3           1             .002246      NA          .087184           .144776             .144775            .196666              4887          4405
1.41          223                1                  0    3        512       2         1         0         9         50000     50000     10000000    0           0           1             .036027      NA          .962126           .538194             .538190            .656666              4888          462
0.02          3                  1                  0    3        512       2         1         0         9         50000     50000     10000000    0           3           1             .002655      NA          .087459           .140843             .140843            .208055              4888          4537
