comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.74;244;1;0;1;1;2;1;0;2;10000;10000;10000000;0;0;1;0.051480;NA;0.110305;0.085002;0.084985;0.14;42;109
1.70;243;1;0;1;1;2;1;0;3;10000;10000;10000000;0;0;1;0.024809;NA;0.106254;0.102352;0.102333;0.13;23;90
1.73;242;1;0;1;1;2;1;0;5;10000;10000;10000000;0;0;1;0.038109;NA;0.102040;0.099988;0.099970;0.14;32;79
1.90;251;1;0;1;1;2;1;0;8;10000;10000;10000000;0;0;1;0.042688;NA;0.137393;0.156044;0.156032;0.20;61;75
1.89;250;1;0;1;1;2;1;0;9;10000;10000;10000000;0;0;1;0.108913;NA;0.266391;0.221645;0.221640;0.33;80;94
1.92;250;1;0;1;1;2;1;0;10;10000;10000;10000000;0;0;1;0.052525;NA;0.179807;0.148323;0.148311;0.20;51;110
1.92;250;1;0;1;1;2;1;0;11;10000;10000;10000000;0;0;1;0.063800;NA;0.207852;0.178594;0.178585;0.24;52;99
1.90;251;1;0;1;1;2;1;0;12;10000;10000;10000000;0;0;1;0.047829;NA;0.150249;0.162192;0.162177;0.21;42;77
1.76;245;1;0;1;8;2;1;0;2;10000;10000;10000000;0;0;1;0.043504;NA;0.109847;0.079582;0.079577;0.12;42;118
1.75;244;1;0;1;8;2;1;0;3;10000;10000;10000000;0;0;1;0.031481;NA;0.085651;0.102174;0.102168;0.13;22;72
1.76;245;1;0;1;8;2;1;0;5;10000;10000;10000000;0;0;1;0.033649;NA;0.099017;0.094390;0.094385;0.13;32;87
1.93;252;1;0;1;8;2;1;0;8;10000;10000;10000000;0;0;1;0.038561;NA;0.179330;0.191479;0.191465;0.23;61;90
1.94;252;1;0;1;8;2;1;0;9;10000;10000;10000000;0;0;1;0.082989;NA;0.228408;0.209389;0.209377;0.29;80;94
1.92;252;1;0;1;8;2;1;0;10;10000;10000;10000000;0;0;1;0.046467;NA;0.163922;0.141649;0.141643;0.19;51;106
1.92;252;1;0;1;8;2;1;0;11;10000;10000;10000000;0;0;1;0.061952;NA;0.203537;0.180868;0.180862;0.24;51;94
1.91;251;1;0;1;8;2;1;0;12;10000;10000;10000000;0;0;1;0.065436;NA;0.169551;0.167785;0.167765;0.23;45;85
1.73;245;1;0;1;64;2;1;0;2;10000;10000;10000000;0;0;1;0.045998;NA;0.211059;0.109808;0.109803;0.16;309;159
1.74;243;1;0;1;64;2;1;0;3;10000;10000;10000000;0;0;1;0.028532;NA;0.146238;0.130314;0.130300;0.16;156;96
1.75;244;1;0;1;64;2;1;0;5;10000;10000;10000000;0;0;1;0.038569;NA;0.156951;0.136178;0.136164;0.18;232;94
1.92;250;1;0;1;64;2;1;0;8;10000;10000;10000000;0;0;1;0.043837;NA;0.326746;0.246668;0.246638;0.30;461;121
