comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    1        256       2         1         0         2         0         0         1000000     0           2           0            NA          .004385           .005295             .005295            .006111              125           1291
0.02          3                  1                  0    1        256       2         1         0         2         0         50        1000000     0           2           .000133      NA          .010585           .005232             .005231            .006666              131           2904
0.02          3                  1                  0    1        256       2         1         0         2         0         100       1000000     0           2           .000116      NA          .009208           .004807             .004806            .006111              128           2792
0.02          3                  1                  0    1        256       2         1         0         2         0         200       1000000     0           2           .000094      NA          .007835           .004807             .004807            .006111              128           2316
0.01          3                  1                  0    1        256       2         1         0         2         0         1000      1000000     0           2           .000091      NA          .006048           .004442             .004442            .005555              126           2103
0.02          3                  1                  0    1        256       2         1         0         2         50        0         1000000     0           2           .000126      NA          .008219           .006731             .006731            .008888              130           1779
0.02          3                  1                  0    1        256       2         1         0         2         50        50        1000000     0           2           .000258      NA          .012216           .005196             .005196            .007222              136           3090
0.02          3                  1                  0    1        256       2         1         0         2         50        100       1000000     0           2           .000243      NA          .011493           .005027             .005027            .007222              135           3206
0.02          3                  1                  0    1        256       2         1         0         2         50        200       1000000     0           2           .000261      NA          .010436           .005004             .005004            .006666              132           2933
0.02          3                  1                  0    1        256       2         1         0         2         50        1000      1000000     0           2           .000229      NA          .009493           .004932             .004932            .007222              131           2590
0.02          3                  1                  0    1        256       2         1         0         2         100       0         1000000     0           2           .000143      NA          .007311           .006140             .006139            .007777              128           1716
0.02          3                  1                  0    1        256       2         1         0         2         100       50        1000000     0           2           .000279      NA          .012244           .005089             .005089            .007222              134           3203
0.02          3                  1                  0    1        256       2         1         0         2         100       100       1000000     0           2           .000255      NA          .010658           .004921             .004921            .006666              130           2971
0.02          3                  1                  0    1        256       2         1         0         2         100       200       1000000     0           2           .000268      NA          .009915           .004766             .004766            .006666              129           2899
0.02          3                  1                  0    1        256       2         1         0         2         100       1000      1000000     0           2           .000208      NA          .008978           .005010             .005010            .007222              130           2418
0.02          3                  1                  0    1        256       2         1         0         2         200       0         1000000     0           2           .000117      NA          .006404           .005906             .005906            .007777              127           1512
0.02          3                  1                  0    1        256       2         1         0         2         200       50        1000000     0           2           .000258      NA          .011441           .005151             .005151            .007222              132           3131
0.02          3                  1                  0    1        256       2         1         0         2         200       100       1000000     0           2           .000241      NA          .010615           .004821             .004821            .006666              130           3097
0.02          3                  1                  0    1        256       2         1         0         2         200       200       1000000     0           2           .000227      NA          .009423           .004569             .004569            .006111              130           2903
0.02          3                  1                  0    1        256       2         1         0         2         200       1000      1000000     0           2           .000218      NA          .008622           .004797             .004797            .006666              128           2549
0.02          3                  1                  0    1        256       2         1         0         2         1000      0         1000000     0           2           .000112      NA          .005306           .005514             .005514            .007222              126           1414
0.01          3                  1                  0    1        256       2         1         0         2         1000      50        1000000     0           2           .000247      NA          .010986           .004955             .004955            .006666              131           3066
0.02          3                  1                  0    1        256       2         1         0         2         1000      100       1000000     0           2           .000240      NA          .009931           .004830             .004830            .006666              129           2889
0.02          3                  1                  0    1        256       2         1         0         2         1000      200       1000000     0           2           .000197      NA          .009456           .004541             .004541            .006111              127           2907
0.01          3                  1                  0    1        256       2         1         0         2         1000      1000      1000000     0           2           .000192      NA          .008944           .004612             .004612            .006666              126           2594
0.02          3                  1                  0    1        256       2         1         0         3         0         0         1000000     0           2           .000021      NA          .003770           .007034             .007034            .009444              157           741
0.02          3                  1                  0    1        256       2         1         0         3         0         50        1000000     0           2           .000109      NA          .010705           .009764             .009764            .011666              161           1660
0.02          3                  1                  0    1        256       2         1         0         3         0         100       1000000     0           2           .000075      NA          .008288           .008620             .008620            .011111              160           1404
0.02          3                  1                  0    1        256       2         1         0         3         0         200       1000000     0           2           .000060      NA          .006107           .006680             .006680            .009444              157           1195
