comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;1;512;2;1;0;1;0;0;1000000;0;1;.001027;NA;.048532;.039701;.039701;.045000;370;659
0.02;3;1;0;1;512;2;1;0;2;0;0;1000000;0;1;.000959;NA;.027691;.024934;.024934;.028333;247;615
0.02;3;1;0;1;512;2;1;0;3;0;0;1000000;0;1;.000844;NA;.023832;.029975;.029975;.041666;309;361
0.02;3;1;0;1;512;2;1;0;4;0;0;1000000;0;1;.001113;NA;.027458;.036556;.036556;.045000;309;388
0.02;3;1;0;1;512;2;1;0;5;0;0;1000000;0;1;.000774;NA;.023334;.029481;.029481;.038333;247;381
0.02;3;1;0;1;512;2;1;0;6;0;0;1000000;0;1;.000001;NA;.004869;.004794;.004793;.006666;64;462
0.02;3;1;0;3;512;2;1;0;1;0;0;1000000;0;1;.000441;NA;.018769;.026609;.026609;.030000;370;1166
0.02;3;1;0;3;512;2;1;0;2;0;0;1000000;0;1;.000442;NA;.010111;.014361;.014361;.016666;248;1132
0.02;3;1;0;3;512;2;1;0;3;0;0;1000000;0;1;.000313;NA;.009058;.014396;.014396;.020000;308;848
0.01;3;1;0;3;512;2;1;0;4;0;0;1000000;0;1;.000452;NA;.010116;.018633;.018633;.023888;308;803
0.01;3;1;0;3;512;2;1;0;5;0;0;1000000;0;1;.000351;NA;.008880;.014662;.014662;.020555;248;816
0.02;3;1;0;3;512;2;1;0;6;0;0;1000000;0;1;.000005;NA;.001613;.001586;.001586;.002777;64;1125
0.02;3;1;0;6;512;2;1;0;1;0;0;1000000;0;1;.000244;NA;.012175;.023827;.023827;.026111;370;1713
0.02;3;1;0;6;512;2;1;0;2;0;0;1000000;0;1;.000202;NA;.006865;.012266;.012266;.014444;247;1765
0.02;3;1;0;6;512;2;1;0;3;0;0;1000000;0;1;.000167;NA;.005254;.010195;.010195;.014722;308;1339
0.02;3;1;0;6;512;2;1;0;4;0;0;1000000;0;1;.000189;NA;.005651;.014171;.014171;.018055;309;1171
0.02;3;1;0;6;512;2;1;0;5;0;0;1000000;0;1;.000164;NA;.005114;.011064;.011064;.015000;248;1274
0.02;3;1;0;6;512;2;1;0;6;0;0;1000000;0;1;.000002;NA;.001193;.001190;.001190;.001666;64;2449
0.01;3;1;0;9;512;2;1;0;1;0;0;1000000;0;1;.000186;NA;.009414;.025124;.025124;.027037;370;1934
0.02;3;1;0;9;512;2;1;0;2;0;0;1000000;0;1;.000119;NA;.005395;.012756;.012756;.014444;248;2082
0.02;3;1;0;9;512;2;1;0;3;0;0;1000000;0;1;.000103;NA;.004085;.009617;.009617;.013518;308;1688
0.02;3;1;0;9;512;2;1;0;4;0;0;1000000;0;1;.000144;NA;.004363;.013133;.013133;.016851;310;1447
0.02;3;1;0;9;512;2;1;0;5;0;0;1000000;0;1;.000103;NA;.004279;.010238;.010238;.013703;248;1749
0.02;3;1;0;9;512;2;1;0;6;0;0;1000000;0;1;.000001;NA;.001016;.001112;.001112;.001666;64;3381
0.01;3;1;0;12;512;2;1;0;1;0;0;1000000;0;1;.000118;NA;.007318;.023526;.023526;.025694;370;2096
0.02;3;1;0;12;512;2;1;0;2;0;0;1000000;0;1;.000094;NA;.004239;.011707;.011707;.013888;248;2268
0.02;3;1;0;12;512;2;1;0;3;0;0;1000000;0;1;.000069;NA;.003521;.010173;.010173;.013611;308;1923
0.02;3;1;0;12;512;2;1;0;4;0;0;1000000;0;1;.000099;NA;.003817;.013560;.013560;.017916;311;1581
0.02;3;1;0;12;512;2;1;0;5;0;0;1000000;0;1;.000072;NA;.003702;.011181;.011181;.013888;248;1971
0.01;3;1;0;12;512;2;1;0;6;0;0;1000000;0;1;0;NA;.000807;.001074;.001074;.001527;65;4008
0.02;3;1;0;15;512;2;1;0;1;0;0;1000000;0;1;.000100;NA;.005863;.023148;.023148;.025777;370;2093
0.02;3;1;0;15;512;2;1;0;2;0;0;1000000;0;1;.000076;NA;.003383;.011501;.011500;.013666;247;2288
0.02;3;1;0;15;512;2;1;0;3;0;0;1000000;0;1;.000057;NA;.002831;.009807;.009807;.013111;309;1993
0.02;3;1;0;15;512;2;1;0;4;0;0;1000000;0;1;.000078;NA;.003126;.012974;.012974;.016666;310;1738
0.01;3;1;0;15;512;2;1;0;5;0;0;1000000;0;1;.000058;NA;.003008;.010720;.010720;.014111;247;1968
0.02;3;1;0;15;512;2;1;0;6;0;0;1000000;0;1;0;NA;.000638;.001005;.001005;.001444;65;4124
0.02;3;1;0;18;512;2;1;0;1;0;0;1000000;0;1;.000083;NA;.004950;.023290;.023290;.025555;370;2141
0.02;3;1;0;18;512;2;1;0;2;0;0;1000000;0;1;.000061;NA;.002888;.011667;.011667;.013796;248;2328
0.02;3;1;0;18;512;2;1;0;3;0;0;1000000;0;1;.000046;NA;.002347;.009764;.009764;.012777;308;2034
0.01;3;1;0;18;512;2;1;0;4;0;0;1000000;0;1;.000066;NA;.002593;.012663;.012663;.016388;310;1764
0.02;3;1;0;18;512;2;1;0;5;0;0;1000000;0;1;.000046;NA;.002482;.010068;.010068;.013333;248;2061
0.02;3;1;0;18;512;2;1;0;6;0;0;1000000;0;1;0;NA;.000535;.000999;.000999;.001388;64;4262
0.02;3;1;0;21;512;2;1;0;1;0;0;1000000;0;1;.000071;NA;.004304;.023495;.023495;.025714;370;2157
0.02;3;1;0;21;512;2;1;0;2;0;0;1000000;0;1;.000050;NA;.002486;.011628;.011628;.013650;248;2362
0.02;3;1;0;21;512;2;1;0;3;0;0;1000000;0;1;.000040;NA;.002098;.009482;.009482;.012857;308;2113
0.02;3;1;0;21;512;2;1;0;4;0;0;1000000;0;1;.000057;NA;.002239;.012778;.012778;.016904;311;1724
0.02;3;1;0;21;512;2;1;0;5;0;0;1000000;0;1;.000039;NA;.002198;.009935;.009935;.013253;248;2143
0.02;3;1;0;21;512;2;1;0;6;0;0;1000000;0;1;0;NA;.000462;.000992;.000992;.001349;65;4376
0.01;3;1;0;24;512;2;1;0;1;0;0;1000000;0;1;.000061;NA;.003788;.023211;.023211;.025555;370;2183
0.02;3;1;0;24;512;2;1;0;2;0;0;1000000;0;1;.000045;NA;.002158;.011533;.011533;.013611;247;2347
0.02;3;1;0;24;512;2;1;0;3;0;0;1000000;0;1;.000035;NA;.001854;.009532;.009532;.012916;308;2126
0.02;3;1;0;24;512;2;1;0;4;0;0;1000000;0;1;.000048;NA;.001970;.012552;.012552;.016319;309;1795
0.02;3;1;0;24;512;2;1;0;5;0;0;1000000;0;1;.000034;NA;.001938;.010108;.010108;.012847;248;2223
0.02;3;1;0;24;512;2;1;0;6;0;0;1000000;0;1;0;NA;.000406;.001070;.001070;.001388;65;4377
