comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.01;3;1;0;4;256;404;1;0;5;10000;10000;25000;10;0;1;2;.000457;NA;.000055;.000222;.000319;.000833;3;337
0.02;3;1;0;4;256;404;1;0;5;10000;10000;25000;100;0;1;2;.000243;NA;.000064;.000093;.000188;.000416;3;511
0.01;3;1;0;4;256;404;1;0;5;10000;10000;25000;1000;0;1;2;.000464;NA;.000080;.000374;.003825;.004583;4;92
0.01;3;1;0;4;256;404;1;0;5;10000;10000;25000;10000;0;1;2;.000257;NA;.000256;.000343;.000425;.000833;6;909
0.02;3;1;0;4;256;404;1;0;5;10000;10000;25000;100000;0;1;2;.000263;NA;.001580;.001942;.002437;.002916;32;1395
0.03;3;1;0;4;256;404;1;0;5;10000;10000;25000;1000000;0;1;2;.001080;NA;.015304;.016687;.018878;.019583;261;1913
0.01;3;1;0;4;256;404;1;0;5;10000;10000;25000;10;0;1;2;.000227;NA;.000061;.000124;.000186;.000416;5;568
0.01;3;1;0;4;256;404;1;0;5;10000;10000;25000;100;0;1;2;.000219;NA;.000064;.000115;.000184;.000416;3;547
0.02;3;1;0;4;256;404;1;0;5;10000;10000;25000;1000;0;1;2;.000460;NA;.000075;.000590;.005604;.006250;4;62
0.03;3;1;0;4;256;404;1;0;5;10000;10000;25000;10000;0;1;2;.000186;NA;.000253;.000332;.000432;.000833;9;940
0.03;3;1;0;4;256;404;1;0;5;10000;10000;25000;100000;0;1;2;.000241;NA;.001569;.001965;.002529;.002916;30;1350
0.02;3;1;0;4;256;404;1;0;5;10000;10000;25000;1000000;0;1;2;.001382;NA;.015314;.016227;.019641;.020833;239;1811
0.02;3;1;0;4;256;404;1;0;5;10000;10000;25000;10;0;1;2;.000240;NA;.000057;.000109;.000181;.000416;3;531
0.02;3;1;0;4;256;404;1;0;5;10000;10000;25000;100;0;1;2;.000250;NA;.000064;.000131;.000214;.000416;3;494
0.02;3;1;0;4;256;404;1;0;5;10000;10000;25000;1000;0;1;2;.000248;NA;.000082;.000527;.005565;.005833;4;71
0.02;3;1;0;4;256;404;1;0;5;10000;10000;25000;10000;0;1;2;.000250;NA;.000212;.000544;.000735;.001250;6;600
0.01;3;1;0;4;256;404;1;0;5;10000;10000;25000;100000;0;1;2;.000302;NA;.001543;.002281;.002847;.003333;31;1177
0.01;3;1;0;4;256;404;1;0;5;10000;10000;25000;1000000;0;1;2;.001085;NA;.015265;.016522;.019674;.020416;250;1836
0.02;3;1;0;4;256;404;1;0;5;10000;10000;10000;10;0;1;2;.000467;NA;.000047;.000256;.000318;.000833;3;316
0.01;3;1;0;4;256;404;1;0;5;10000;10000;10000;100;0;1;2;.000238;NA;.000048;.000122;.000176;.000416;3;464
0.01;3;1;0;4;256;404;1;0;5;10000;10000;10000;1000;0;1;2;.000239;NA;.000069;.000147;.000211;.000416;4;478
0.02;3;1;0;4;256;404;1;0;5;10000;10000;10000;10000;0;1;2;.000230;NA;.000273;.000419;.000625;.000833;6;830
0.02;3;1;0;4;256;404;1;0;5;10000;10000;10000;100000;0;1;2;.000302;NA;.001612;.003238;.003752;.004166;31;980
0.02;3;1;0;4;256;404;1;0;5;10000;10000;10000;1000000;0;1;2;.000844;NA;.014811;.033687;.036310;.037083;258;983
0.02;3;1;0;4;256;404;1;0;5;10000;10000;10000;10;0;1;2;.000497;NA;.000058;.000173;.000249;.000833;3;391
0.01;3;1;0;4;256;404;1;0;5;10000;10000;10000;100;0;1;2;.000229;NA;.000061;.000122;.000184;.000416;3;511
0.01;3;1;0;4;256;404;1;0;5;10000;10000;10000;1000;0;1;2;.000462;NA;.000073;.000585;.003712;.004166;4;83
0.01;3;1;0;4;256;404;1;0;5;10000;10000;10000;10000;0;1;2;.000269;NA;.000272;.000394;.000505;.000833;6;856
0.01;3;1;0;4;256;404;1;0;5;10000;10000;10000;100000;0;1;2;.000285;NA;.001711;.003379;.003875;.004166;32;1017
0.01;3;1;0;4;256;404;1;0;5;10000;10000;10000;1000000;0;1;2;.000818;NA;.014962;.033802;.035067;.035833;259;1030
