comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    1        256       70        1         0         12        10000     10000     1           0           3           2             .000934      NA          .018655           .254872             .263376            .264583              129           177
0.01          3                  1                  0    1        256       70        1         0         12        10000     10000     1           1           3           2             .053711      .015742     .016637           .239817             .289851            .306250              137           153
0.02          3                  1                  0    1        256       70        1         0         12        10000     10000     2           0           3           2             .001308      NA          .031456           .222046             .231071            .232916              220           339
0.02          3                  1                  0    1        256       70        1         0         12        10000     10000     2           1           3           2             .060491      .028762     .027382           .196281             .211530            .275833              238           283
0.02          3                  1                  0    1        256       70        1         0         12        10000     10000     4           0           3           2             .002176      NA          .050429           .191501             .197081            .199583              395           635
0.02          3                  1                  0    1        256       70        1         0         12        10000     10000     4           1           3           2             .076549      .060639     .043179           .153944             .176946            .236250              448           536
0.01          3                  1                  0    1        256       70        1         0         12        10000     10000     8           0           3           2             .003257      NA          .088236           .243203             .247991            .251666              721           873
0.01          3                  1                  0    1        256       70        1         0         12        10000     10000     8           1           3           2             .161422      .134496     .068148           .160247             .188718            .311250              877           669
0.01          3                  1                  0    1        256       70        1         0         12        10000     10000     16          0           3           2             .004590      NA          .161813           .396157             .421740            .427500              1427          931
0.03          3                  1                  0    1        256       70        1         0         12        10000     10000     16          1           3           2             .266595      .285426     .124516           .224285             .282312            .504583              1697          745
0.02          3                  1                  0    1        256       70        1         0         12        10000     10000     32          0           3           2             .008240      NA          .315330           .779476             .807938            .816666              2792          945
0.03          3                  1                  0    1        256       70        1         0         12        10000     10000     32          1           3           2             .527793      .547440     .239673           .454541             .495436            .989166              3347          736
0.02          3                  1                  0    1        256       70        1         1         12        10000     10000     1           0           3           2             .000961      NA          .014767           .063933             .065758            .067083              119           557
0.02          3                  1                  0    1        256       70        1         1         12        10000     10000     1           1           3           2             .014851      .014617     .013512           .063118             .099130            .112083              133           349
0.02          3                  1                  0    1        256       70        1         1         12        10000     10000     2           0           3           2             .001081      NA          .026905           .083568             .086432            .087916              202           771
0.02          3                  1                  0    1        256       70        1         1         12        10000     10000     2           1           3           2             .060866      .027387     .024112           .074123             .105279            .132916              220           525
0.02          3                  1                  0    1        256       70        1         1         12        10000     10000     4           0           3           2             .001787      NA          .045312           .110867             .116653            .119166              360           950
0.02          3                  1                  0    1        256       70        1         1         12        10000     10000     4           1           3           2             .072017      .053395     .034347           .078487             .105136            .153750              404           672
