comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
8.51          529                1                  0    1        256       60        1         0         10        10000     10000     1           0           0           2             program      NA          clock             getTime             chrono             9.66                 1107          19
8.44          528                1                  0    1        256       60        1         0         10        10000     10000     2           0           0           2             program      NA          clock             getTime             chrono             6.11                 1154          35
8.97          527                1                  0    1        256       61        1         0         10        10000     10000     1           0           0           2             program      NA          clock             getTime             chrono             56.12                1613          5
9.03          527                1                  0    1        256       61        1         0         10        10000     10000     2           0           0           2             program      NA          clock             getTime             chrono             55.34                1683          5
8.52          529                1                  0    1        256       63        1         0         10        10000     10000     1           0           0           2             program      NA          clock             getTime             chrono             31.97                10672         98
8.41          529                1                  0    1        256       63        1         0         10        10000     10000     2           0           0           2             program      NA          clock             getTime             chrono             60.65                12836         95
9.00          527                1                  0    1        256       64        1         0         10        10000     10000     1           0           0           2             program      NA          clock             getTime             chrono             16.89                6166          106
8.91          526                1                  0    1        256       64        1         0         10        10000     10000     2           0           0           2             program      NA          clock             getTime             chrono             31.83                9203          105
8.45          529                1                  0    10       256       60        1         0         10        10000     10000     1           0           0           2             .015409      NA          .170516           1.045972            1.062418           1.079000             1682          168
8.41          529                1                  0    10       256       60        1         0         10        10000     10000     2           0           0           2             .016883      NA          .228187           .689964             .712316            .724000              1680          332
8.93          526                1                  0    10       256       61        1         0         10        10000     10000     1           0           0           2             .019645      NA          .222143           5.687842            5.752541           5.779000             2642          42
8.95          527                1                  0    10       256       61        1         0         10        10000     10000     2           0           0           2             .020433      NA          .289218           5.633540            5.663610           5.693000             2828          55
8.40          528                1                  0    10       256       63        1         0         10        10000     10000     1           0           0           2             .067415      NA          3.006809          3.889014            4.028587           4.098000             13231         747
8.42          528                1                  0    10       256       63        1         0         10        10000     10000     2           0           0           2             .093253      NA          5.544281          7.037748            7.291633           7.389000             15442         761
8.95          527                1                  0    10       256       64        1         0         10        10000     10000     1           0           0           2             .059983      NA          1.781391          2.015580            2.097100           2.148000             7499          852
8.88          526                1                  0    10       256       64        1         0         10        10000     10000     2           0           0           2             .102422      NA          3.284683          3.605204            3.755491           3.858000             10761         872
8.48          529                1                  0    20       256       60        1         0         10        10000     10000     1           0           0           2             .007378      NA          .099549           .593911             .614944            .622500              1791          338
8.45          528                1                  0    20       256       60        1         0         10        10000     10000     2           0           0           2             .008794      NA          .129405           .433509             .449366            .458000              2000          592
8.95          527                1                  0    20       256       61        1         0         10        10000     10000     1           0           0           2             .012403      NA          .136021           2.954891            2.984196           3.000500             2783          99
9.02          526                1                  0    20       256       61        1         0         10        10000     10000     2           0           0           2             .012519      NA          .165779           2.928644            2.964421           2.978000             2864          120
8.50          529                1                  0    20       256       63        1         0         10        10000     10000     1           0           0           2             .053613      NA          1.657808          2.555220            2.740314           2.786500             13973         1211
8.49          528                1                  0    20       256       63        1         0         10        10000     10000     2           0           0           2             .063474      NA          3.066586          4.557750            4.793310           4.836500             16332         1285
8.96          528                1                  0    20       256       64        1         0         10        10000     10000     1           0           0           2             .042648      NA          1.040771          1.436705            1.544348           1.584500             8242          1347
8.89          526                1                  0    20       256       64        1         0         10        10000     10000     2           0           0           2             .065448      NA          1.913636          2.579095            2.813792           2.881500             11658         1356
8.42          529                1                  0    30       256       60        1         0         10        10000     10000     1           0           0           2             .005732      NA          .081868           .445993             .466661            .471000              1796          545
8.46          529                1                  0    30       256       60        1         0         10        10000     10000     2           0           0           2             .005854      NA          .103515           .337163             .367768            .373000              1980          866
8.94          527                1                  0    30       256       61        1         0         10        10000     10000     1           0           0           2             .007709      NA          .112159           2.047343            2.079903           2.090333             2841          173
9.00          526                1                  0    30       256       61        1         0         10        10000     10000     2           0           0           2             .008148      NA          .138105           2.029085            2.064649           2.075666             2893          213
8.50          528                1                  0    30       256       63        1         0         10        10000     10000     1           0           0           2             .036417      NA          1.246993          2.155200            2.324543           2.346333             13819         1621
8.47          527                1                  0    30       256       63        1         0         10        10000     10000     2           0           0           2             .047613      NA          2.062881          3.606901            4.182390           14.000000            16711         477
