comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.37          228                1                  0    30       256       2         1         0         2         0         0         1000000     0           0           .000001      NA          .002807           .010929             .010929            .012333              126           698
1.38          229                1                  0    30       256       2         1         0         2         0         0         10000000    0           0           .000001      NA          .025868           .106912             .106912            .118000              1224          660
1.36          229                1                  0    30       256       2         1         0         3         0         0         1000000     0           0           .000001      NA          .001782           .011795             .011795            .013666              65            401
1.32          229                1                  0    30       256       2         1         0         3         0         0         10000000    0           0           .000001      NA          .015161           .118413             .118413            .130333              613           350
1.34          229                1                  0    30       256       2         1         0         4         0         0         1000000     0           0           .000001      NA          .002664           .019148             .019148            .024666              94            329
1.38          230                1                  0    30       256       2         1         0         4         0         0         10000000    0           0           .000001      NA          .023078           .194865             .194865            .233666              918           297
1.37          230                1                  0    30       256       2         1         0         5         0         0         1000000     0           0           .000001      NA          .001861           .011529             .011529            .013666              95            420
1.35          229                1                  0    30       256       2         1         0         5         0         0         10000000    0           0           .000001      NA          .018419           .109851             .109851            .128333              918           432
1.38          229                1                  0    60       256       2         1         0         2         0         0         1000000     0           0           0            NA          .002197           .010399             .010399            .012000              125           1105
1.36          228                1                  0    60       256       2         1         0         2         0         0         10000000    0           0           0            NA          .024976           .109597             .109597            .119000              1224          1262
1.34          229                1                  0    60       256       2         1         0         3         0         0         1000000     0           0           0            NA          .001146           .010501             .010501            .012333              65            569
1.36          229                1                  0    60       256       2         1         0         3         0         0         10000000    0           0           0            NA          .013294           .105660             .105660            .121000              613           661
1.37          230                1                  0    60       256       2         1         0         4         0         0         1000000     0           0           0            NA          .001822           .017644             .017644            .023000              94            481
1.35          230                1                  0    60       256       2         1         0         4         0         0         10000000    0           0           0            NA          .019901           .165228             .165228            .225166              918           531
1.37          228                1                  0    60       256       2         1         0         5         0         0         1000000     0           0           0            NA          .001772           .010527             .010527            .012500              98            852
1.34          228                1                  0    60       256       2         1         0         5         0         0         10000000    0           0           0            NA          .018390           .104605             .104605            .121833              918           907
