comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
4.91          361                1                  0    1        256       25        1         0         5         10000     10000     1              10000       0           2           2             .009239      NA          .253823           .263607             .458216            .467083              1111          1329
4.91          362                1                  0    1        256       25        1         0         5         10000     10000     1              20000       0           2           2             .017398      NA          .587230           .723467             1.015258           1.041666             3302          1376
4.92          363                1                  0    1        256       25        1         0         5         10000     10000     10             10000       0           2           2             .010647      NA          .195180           1.077793            1.440332           1.454583             1718          332
4.91          362                1                  0    1        256       25        1         0         5         10000     10000     10             20000       0           2           2             .018372      NA          .386576           1.383943            1.868922           1.886666             3155          504
4.92          362                1                  0    1        256       25        1         0         5         10000     10000     20             10000       0           2           2             .011675      NA          .187668           2.074603            2.772086           2.783333             1961          166
4.87          361                1                  0    1        256       25        1         0         5         10000     10000     20             20000       0           2           2             .019707      NA          .356396           2.628659            3.567683           3.589166             3848          244
4.92          361                1                  0    1        256       25        1         0         5         10000     10000     30             10000       0           2           2             .013300      NA          .188597           3.080756            4.115215           4.127083             2048          112
4.88          362                1                  0    1        256       25        1         0         5         10000     10000     30             20000       0           2           2             .021568      NA          .351477           3.942204            5.381539           5.400833             4059          160
4.89          361                1                  0    1        256       25        1         0         5         10000     10000     40             10000       0           2           2             .014333      NA          .187301           4.087843            5.458317           5.473333             2094          84
4.88          362                1                  0    1        256       25        1         0         5         10000     10000     40             20000       0           2           2             .022604      NA          .354662           5.238106            7.153842           7.175416             4139          121
4.93          362                1                  0    1        256       25        1         0         5         10000     10000     50             10000       0           2           2             .017147      NA          .187185           5.089451            6.799736           6.815833             2122          67
4.88          362                1                  0    1        256       25        1         0         5         10000     10000     50             20000       0           2           2             .024032      NA          .355128           6.527907            8.871080           8.895833             4199          98
