comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.69;228;1;0;1;64;3;1;0;2;0;0;1;1000;0;0;1;0.007064;NA;0.311647;1.853743;1.853738;1.86;4;16
1.83;227;1;0;1;64;3;1;0;2;0;0;1;10000;0;0;1;0.010279;NA;0.337486;1.814856;1.814851;1.82;4;18
1.84;229;1;0;1;64;3;1;0;2;0;0;1;100000;0;0;1;0.008566;NA;0.302998;25.321054;25.321048;25.33;9;1
1.73;228;1;0;1;64;3;1;0;2;0;0;2;1000;0;0;1;0.013026;NA;0.154557;3.172945;3.172940;3.19;4;4
1.86;228;1;0;1;64;3;1;0;2;0;0;2;10000;0;0;1;0.009108;NA;0.299782;3.261577;3.261569;3.27;4;9
1.87;227;1;0;1;64;3;1;0;2;0;0;2;100000;0;0;1;0.010342;NA;0.293221;26.469316;26.469310;26.48;8;1
1.85;229;1;0;1;64;3;1;0;2;0;0;4;1000;0;0;1;0.015118;NA;0.269361;6.244125;6.244121;6.26;4;4
1.59;229;1;0;1;64;3;1;0;2;0;0;4;10000;0;0;1;0.014139;NA;0.287124;6.270574;6.270566;6.28;4;4
1.74;228;1;0;1;64;3;1;0;2;0;0;4;100000;0;0;1;0.015995;NA;0.282272;26.920174;26.920167;26.94;10;1
1.68;228;1;0;1;64;3;1;0;2;0;0;8;1000;0;0;1;0.026536;NA;0.312478;12.303812;12.303805;12.33;4;2
1.84;227;1;0;1;64;3;1;0;2;0;0;8;10000;0;0;1;0.022971;NA;0.308190;12.289822;12.289818;12.31;4;2
1.69;229;1;0;1;64;3;1;0;2;0;0;8;100000;0;0;1;0.020518;NA;0.317575;36.126798;36.126791;36.15;9;0
1.80;227;1;0;1;64;3;1;0;2;0;0;10;1000;0;0;1;0.030198;NA;0.334306;15.333896;15.333889;15.36;4;2
1.71;228;1;0;1;64;3;1;0;2;0;0;10;10000;0;0;1;0.030598;NA;0.335657;15.324479;15.324472;15.35;4;2
1.70;229;1;0;1;64;3;1;0;2;0;0;10;100000;0;0;1;0.036504;NA;0.200229;23.833418;23.833411;23.87;7;0
1.74;227;1;0;1;64;3;1;0;2;0;0;20;1000;0;0;1;0.065522;NA;0.332647;30.330609;30.330594;30.39;4;1
