comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.32          215                1                  0    1        512       2         1         0         5         0         0         1000000     0           0           0.000012     NA          0.099526          0.176515            0.176513           0.18                 186           56
1.44          217                1                  0    1        512       2         1         0         5         0         0         1000000     1           0           0.000038     0.115902    0.001214          0.151878            0.151877           0.28                 186           38
1.35          218                1                  0    1        512       2         1         0         12        0         0         1000000     0           0           0.004226     NA          0.458883          0.610518            0.610517           0.63                 492           74
1.69          218                1                  0    1        512       2         1         0         12        0         0         1000000     1           0           0.003497     0.158401    0.426090          0.446405            0.446404           0.62                 492           76
1.59          215                1                  0    10       512       2         1         0         5         0         0         1000000     0           0           .000007      NA          .010045           .032679             .032679            .037000              186           281
1.62          217                1                  0    10       512       2         1         0         5         0         0         1000000     1           0           .000009      0.271066    .000110           .018881             .018881            .050000              186           205
1.38          216                1                  0    10       512       2         1         0         12        0         0         1000000     0           0           .000506      NA          .046936           .078191             .078191            .086000              491           551
1.69          218                1                  0    10       512       2         1         0         12        0         0         1000000     1           0           .000477      0.225388    .041563           .056366             .056366            .095000              493           516
1.49          215                1                  0    20       512       2         1         0         5         0         0         1000000     0           0           .000003      NA          .006438           .025459             .025459            .029500              186           445
1.63          217                1                  0    20       512       2         1         0         5         0         0         1000000     1           0           .000006      0.509072    .000041           .011698             .011698            .041000              186           314
1.82          218                1                  0    20       512       2         1         0         12        0         0         1000000     0           0           .000211      NA          .026283           .053273             .053273            .062000              493           854
1.52          217                1                  0    20       512       2         1         0         12        0         0         1000000     1           0           .000290      0.510512    .023189           .032132             .032132            .064500              492           847
1.77          216                1                  0    30       512       2         1         0         5         0         0         1000000     0           0           .000002      NA          .005078           .022534             .022534            .026666              186           578
1.50          217                1                  0    30       512       2         1         0         5         0         0         1000000     1           0           .000003      0.599902    .000031           .010333             .010333            .037666              186           415
1.81          217                1                  0    30       512       2         1         0         12        0         0         1000000     0           0           .000165      NA          .019005           .044646             .044646            .053000              494           1091
1.76          218                1                  0    30       512       2         1         0         12        0         0         1000000     1           0           .000176      0.698196    .016062           .026912             .026912            .057333              493           975
1.63          215                1                  0    40       512       2         1         0         5         0         0         1000000     0           0           .000001      NA          .004918           .021568             .021568            .025750              186           774
1.69          216                1                  0    40       512       2         1         0         5         0         0         1000000     1           0           .000002      0.940975    .000014           .007969             .007969            .035500              186           552
1.69          218                1                  0    40       512       2         1         0         12        0         0         1000000     0           0           .000113      NA          .015375           .037269             .037269            .046750              493           1331
1.80          221                1                  0    40       512       2         1         0         12        0         0         1000000     1           0           .000118      0.813454    .012189           .019410             .019410            .050250              493           1139
1.62          216                1                  0    50       512       2         1         0         5         0         0         1000000     0           0           .000001      NA          .004694           .022960             .022960            .026400              186           900
1.56          218                1                  0    50       512       2         1         0         5         0         0         1000000     1           0           .000001      1.173911    .000014           .009994             .009994            .038400              186           618
1.65          217                1                  0    50       512       2         1         0         12        0         0         1000000     0           0           .000092      NA          .014242           .042422             .042422            .051400              492           1401
1.68          219                1                  0    50       512       2         1         0         12        0         0         1000000     1           0           .000096      1.292430    .011121           .023738             .023738            .056200              493           1163
